Feature,Feature.Systematic.Name,t7.8,t10.7,t14,t17.8,t22,t26.8,t32.2,t38.4,t45.4,t53.3,t62.2,t72.3,p7.8,p10.7,p14,p17.8,p22,p26.8,p32.2,p38.4,p45.4,p53.3,p62.2,p72.3,buds
KES1,YPL145C,123.2956432,118.7388817,113.1938301,107.2989914,98.37472062,95.35721379,94.13274094,95.82529141,91.29321412,88.64940528,87.70819718,90.62240835,279.9613634,273.2541815,265.6972281,256.3199591,245.0954792,236.8363813,241.8004668,251.0330912,258.5570102,246.5913151,221.2728274,177.0330295,34
TPI1,YDR050C,7013.889642,6951.135879,6879.054058,6794.264858,6682.179902,6576.939825,6518.314509,6602.804141,6544.274009,6505.959437,6488.276894,6506.121771,8890.262707,8066.741605,7105.385006,5805.400803,3991.333438,3387.35809,2763.989918,2538.151683,2734.526005,2919.599923,3126.791205,3240.93104,33.9
KTR3,YBR205W,65.57917818,65.56249724,65.71316927,66.02775368,66.8828361,67.26270161,67.91015365,69.82404196,70.23224536,69.74973556,68.14203906,64.85866052,31.99018491,32.92920465,34.01593696,35.56780576,38.11250008,37.4093942,37.40825837,37.12142987,37.67769912,37.60319366,36.06058161,31.78368965,33.8
HPT1,YDR399W,588.7587086,588.106408,585.5636292,583.0036643,573.8346255,580.9486456,581.1054323,551.5495154,541.1260318,524.0337157,499.037641,463.0341372,213.4961799,212.7063486,212.3819807,212.7654954,216.129941,215.2829879,211.3113111,208.3431518,209.8583911,217.1816794,232.4815978,258.5316819,33.6
YOL057W,YOL057W,37.9171383,37.6060317,37.03291052,36.36248689,34.71401959,34.50171372,34.38456057,34.29259267,34.02033862,34.13650986,34.63517302,35.86761433,11.8569729,12.22852201,12.78997206,13.68787828,15.21704582,16.08001804,17.22472362,18.44233261,19.81232888,21.00481668,21.28740324,19.91229714,33.56
SER33,YIL074C,192.5554829,181.4907528,168.3953481,154.7228366,135.2779843,128.1721645,126.6958891,135.6666671,132.9015387,128.3085939,122.2317593,114.5869765,520.8228437,524.797811,532.8262971,546.6439993,570.8725531,604.1974492,615.5690611,627.332251,648.6434589,667.0387016,675.5488211,667.4825745,33.4
MET22,YOL064C,116.5459443,113.9349964,110.9518693,107.9655896,104.0090371,102.9045528,102.7473429,103.2055828,103.8502867,107.1988975,113.6618575,124.7921798,181.4829332,180.9638964,178.7917025,174.2961311,164.4916748,153.1529716,144.8763946,138.4922612,136.7578311,135.0123087,135.8257495,139.9220395,33.4
YLR118C,YLR118C,46.42453263,47.65454633,49.70294165,52.17437328,57.45742431,58.82390859,59.30134088,59.03383861,56.73830377,54.33190834,50.90925482,46.35230144,8.833159723,9.255846107,9.7314566,10.28355491,10.79339773,11.94423351,11.8603139,11.8002758,12.82481523,13.10586678,12.65662483,11.11910716,33.2
MPD1,YOR288C,18.98687997,17.68293954,16.34430873,15.01989041,13.47713627,13.05079871,13.49223828,15.2484703,14.89043676,15.68825021,17.50706603,20.98739133,15.93293349,16.67289337,17.35510748,18.07314727,18.58153414,18.4727146,17.69627924,16.5391978,15.79482139,15.03981216,14.38418494,14.05058508,33.08888889
RBS1,YDL189W,55.41801666,54.85152852,53.90838653,52.73847759,50.28600139,49.51290209,48.56952184,46.67614938,44.51705397,45.7337077,50.47111371,61.28500405,5.597297489,5.5642713,5.625781843,5.801518124,6.115506329,7.196691804,8.417973172,9.358211011,8.894516236,8.191675038,7.616690606,7.683213488,33.08
BNA1,YJR025C,173.0667161,172.3382629,171.947588,170.8441858,171.5129239,165.0270455,159.116374,158.7118921,154.2613556,149.9123274,145.4169968,139.9094222,318.5469887,331.7361275,337.7381718,336.2903519,320.3531058,254.3585442,209.2869649,180.0530054,221.8303614,227.6807023,220.1456571,182.1704607,33
DLD2,YDL178W,66.77983387,66.93048067,67.32035548,67.78886463,69.44748798,69.21095299,67.62774959,63.02921796,59.70218533,57.49899019,55.97686964,55.73179679,18.96062617,19.8247988,20.75435758,21.86776156,22.93926856,24.05917872,24.22268574,23.66224155,21.98538569,20.81514104,19.52493414,18.37886764,32.8
GCV1,YDR019C,582.1915934,576.1180253,569.086209,561.5729185,551.0663029,547.211361,543.9083046,539.8107556,522.1492127,509.7064036,500.5205304,500.3424834,713.7289821,711.3092422,709.6808245,708.3101328,707.9180765,720.3286099,722.0201184,717.8314285,696.2317078,676.3304274,664.9255192,673.0150021,32.8
ADE2,YOR128C,268.9514716,263.1024594,256.0952292,248.7343063,237.6544853,234.7534827,233.661576,235.2929876,223.0076885,212.7219034,203.0926218,198.0400627,1050.704453,1046.947429,1046.845799,1052.652129,1074.473904,1081.772145,1101.480346,1121.121856,1131.364347,1139.244863,1133.93528,1104.667794,32.8
YBL036C,YBL036C,82.836996,83.28105133,83.88827017,84.65125297,86.3980495,87.36489368,86.61616626,80.2251966,78.65484897,81.44475111,88.98289368,104.1326254,65.26439818,65.21636194,63.59713411,59.88110614,52.38486426,40.33802981,30.14828697,22.78238891,26.59078491,26.45995429,27.65540289,29.95296368,32.75
SNF1,YDR477W,43.01261149,42.44080757,42.01700083,41.74780891,42.10902412,41.80728848,42.10155177,45.87857868,42.34038417,38.31010939,32.99462783,27.09235663,16.81814955,17.15337965,17.76249033,18.84546015,20.94790042,22.30044613,22.69809039,22.45018418,20.95462457,19.99613836,19.86728982,21.32441854,32.63218391
BNA4,YBL098W,32.49595957,33.076854,33.96106518,34.94102872,37.01669316,37.12525132,36.94857271,36.53979848,37.67683173,38.13788623,37.93488646,36.11888644,33.56409966,34.02084498,34.11887363,33.86398045,32.89244692,29.47554651,27.78825919,26.3706811,26.56164613,24.0422569,20.29322652,14.67887791,32.6
YER156C,YER156C,158.2885116,159.3740826,159.5313478,158.8333746,155.9152446,153.1440948,148.2851395,136.1745894,142.0944181,143.6064407,142.9315715,135.3666878,94.48429448,93.66912946,92.61309567,90.96367155,87.68217003,88.73585585,89.37311503,89.52614741,86.47005271,82.59089191,79.86398722,80.37172507,32.6
LHS1,YKL073W,18.80473454,18.76405583,18.67901322,18.64323736,18.41942782,18.80674134,19.24034676,19.61362033,19.82837116,19.87794281,19.76171599,19.51061722,55.16353866,54.82929943,54.37625305,53.60711824,52.00405408,52.44310693,52.29706962,51.52558007,47.75888936,43.3570344,39.55743253,37.71698352,32.6
ZRC1,YMR243C,190.4145106,189.4398448,187.7906032,185.423411,181.5414022,177.555668,173.1042702,167.3782017,166.4798958,167.361154,171.1701451,178.758509,61.60767491,61.98042779,62.30065675,62.65416835,62.96476272,62.09522995,62.41616587,62.17027304,60.64087213,60.1006771,59.02106236,56.9603489,32.6
MRP21,YBL090W,45.22478092,46.05113589,46.78580544,47.1070523,47.6834829,45.43274268,42.41740987,38.83489741,38.03736092,38.15592373,39.96098138,44.02281055,13.66711603,13.85879418,13.87603639,13.7289716,13.30224804,11.47434844,10.90310655,10.48049758,10.68597037,10.20685096,9.583325799,8.679500189,32.48837209
TRP4,YDR354W,89.30300186,87.06177267,84.02487226,80.57992201,74.45908173,71.9663883,71.62537917,76.35483434,79.20393765,81.04833455,82.65007754,83.43165968,60.14931659,59.49841966,58.25825301,56.04196193,51.52756259,48.86158349,45.86544522,43.41015952,41.82331966,38.36161576,35.21500809,33.09566537,32.4
TMA46,YOR091W,90.43702861,90.47837374,89.57654512,88.20275885,83.74064097,83.0686805,82.30861573,80.35105151,82.33800189,81.41739285,78.5644035,72.4099887,55.13549197,54.75674873,54.44099177,54.09921378,53.80712917,55.45531769,55.09973264,53.60086521,49.62679849,47.91842197,47.94069776,51.28068186,32.4
TKL1,YPR074C,476.1427635,471.5507627,464.0540404,455.2790567,436.324013,431.9713952,432.1053676,446.9061005,433.45247,407.6003447,368.0076315,313.5446005,2558.434047,2561.529179,2581.824649,2628.194267,2732.234765,2821.56813,2891.449807,2930.53041,2871.903,2888.075702,2916.837325,2963.384426,32.26744186
PUF4,YGL014W,34.24566047,33.73972808,32.89493518,31.93103696,29.99061304,29.52932224,29.22438862,29.03825197,29.24472008,29.01666653,28.65809571,28.19492429,21.41134767,21.62656271,22.03738416,22.75229289,24.06146654,25.41522228,26.0498607,26.67096817,27.59482818,27.59415648,26.40156465,23.37686591,32.25714286
TIP41,YPR040W,24.1604526,25.57690091,27.56449563,30.18885773,34.40924399,38.05690507,41.48630257,44.36660293,47.26685566,47.29090772,44.04120829,35.76815648,12.4605808,12.4530103,12.38719941,12.32866503,12.51150333,11.01907934,11.55241106,12.54441943,14.6970196,14.95752385,12.6233141,5.879320135,32.24444444
ORM1,YGR038W,48.86843535,48.11321125,47.44978415,46.88903573,46.71231291,46.44543841,46.97037443,50.06147757,49.36770068,48.07119363,45.94453581,42.99660026,10.62861579,10.75619977,10.88368666,11.07229707,11.38805302,11.11034214,11.06786495,10.7794217,10.32821139,10.06489847,9.651716777,8.982045588,32.2
URA5,YML106W,329.6177142,328.0464259,325.8183219,323.4841519,318.8817155,318.8434118,319.4436599,319.5488284,321.5454259,322.171841,321.8646478,319.7631812,191.2538164,195.0422448,200.2656995,207.7797238,218.5990723,232.4199105,238.779378,239.2941953,224.7678199,211.2622126,204.2833623,212.9876066,32.2
ERV25,YML012W,290.0093815,289.1663438,288.8395416,288.4581409,289.7630199,287.4826082,285.1127001,285.1259191,276.0146804,275.0293494,280.8140346,299.0729625,244.2093587,231.9717018,218.7739219,200.9705615,176.9443225,180.9044978,182.5272488,193.9314138,212.3948079,226.4935534,250.0842252,288.6296176,32.14
CAF40,YNL288W,44.55986221,42.90496579,40.76599051,38.49502099,34.63187071,33.5725294,34.27092498,39.24947491,41.49587942,40.50448037,36.63517308,28.19442111,3.767732277,3.478488975,3.216873257,2.953871261,2.761798664,3.182348376,3.158572221,2.93260413,2.137187998,1.440036193,0.926089383,0.899324151,32.125
GRH1,YDR517W,56.39208956,55.15261302,54.10077751,53.12965372,52.48715579,51.43181364,52.42378598,61.09316024,57.72476106,55.92181471,54.78307799,56.44346655,7.369384695,7.240108724,7.264382998,7.431932697,7.906541505,9.576494804,9.944099173,9.93221927,9.108955014,9.866116806,11.20516878,13.44106633,32.08
BUD20,YLR074C,305.3412542,305.6117569,302.3947745,297.3111553,279.8937536,276.5530358,280.5418347,303.0941877,328.7440482,319.9716943,281.6509535,193.6942541,10.99040925,11.05815804,10.99730568,10.62746633,9.258663333,9.855864536,10.71251802,11.52589206,10.91097389,9.726238495,8.495686491,7.724262079,32.08
LYS2,YBR115C,101.6215808,101.3919864,101.0041796,100.5110135,99.37666051,99.00713037,98.74728944,98.58790041,98.45092685,98.71815548,99.39297774,100.6615321,772.6590556,770.1601235,774.7259183,789.4931395,828.9481976,864.4973167,892.7250389,913.6851633,908.6174237,928.6854999,948.3039892,963.4865636,32
UFD4,YKL010C,14.07239692,14.21981,14.54979022,15.02225707,16.12325105,16.65500439,17.06069112,17.23508174,17.19827288,16.7851436,15.83210804,14.08004863,20.36436645,20.69524437,21.24981091,22.23806172,24.15106005,24.8976988,24.71851296,24.28284843,24.60851053,24.98467056,23.84888557,19.90429521,32
YCK2,YNL154C,104.860734,103.4013676,101.5312173,99.52142953,96.10144907,95.3279349,95.14641791,95.85520144,93.88916129,90.96771326,86.81205097,81.257113,85.83598141,87.04108741,88.54137453,90.45228963,92.65637541,96.20557307,98.15680471,98.62388485,94.85587876,90.861845,85.49061342,79.0111791,32
RNR3,YIL066C,4.110063839,4.091713231,4.050152443,4.016250862,3.846674643,3.950142008,4.117592612,4.437865585,4.456725488,4.636152004,4.941633428,5.517305988,8.705609269,8.602099658,8.640913389,8.803160338,9.132141531,10.94238974,11.55972801,11.68290537,10.42580077,11.06571379,12.82489319,16.45627496,31.97142857
MET10,YFR030W,65.83082636,58.53043868,49.34175217,39.49987399,23.68217552,19.31088472,19.67482774,28.58588826,27.78313464,25.53826427,22.71721877,20.29155193,1401.210913,1412.8622,1434.147016,1470.330215,1534.388687,1598.299467,1655.322918,1684.545497,1627.43436,1611.30791,1606.341024,1628.034482,31.86046512
CDC10,YCR002C,83.13755067,82.32306363,81.09222081,79.23536673,77.13369354,72.53654021,67.83698552,64.95051983,62.75497443,60.38331268,58.74056785,58.00525632,67.42931722,64.94927812,61.89423923,57.56959324,51.00288492,48.76723898,49.28966891,50.9924836,52.41510902,57.75215648,64.66751414,73.19454284,31.8
TVP18,YMR071C,91.39290686,90.90185911,91.98006304,93.98727513,101.2378808,103.3262392,103.0948076,96.83546685,86.8147962,84.25253273,86.3531342,96.86451568,21.11538039,21.00128681,20.92168461,20.94014993,21.30533059,21.10464447,21.13464903,21.11490794,21.34863321,21.41184923,21.53930098,21.78060561,31.8
CBC2,YPL178W,95.62561804,96.02735574,96.46769826,96.77586375,97.94997439,97.05802606,93.51618568,81.38591289,81.56682599,87.06885052,98.74895725,118.3454982,51.3443142,45.86304518,39.5858108,31.20339802,20.18899844,15.43821762,13.43809223,16.18163635,25.98213719,29.8704307,26.5755568,10.09548582,31.8
MRPS28,YDR337W,37.82140457,39.33701518,40.8683903,42.08577095,43.79097449,42.31523282,39.40787304,34.78523182,32.43649053,31.15759702,31.18921932,33.28108987,8.296819837,8.46005097,8.569668833,8.672509562,8.74816516,8.102038897,7.427852054,6.813531827,6.984445388,6.713025406,6.128024882,5.003133876,31.73846154
SKI2,YLR398C,14.21467151,13.7821282,13.19759739,12.56281738,11.3798343,11.09376615,11.16267591,12.12398821,11.92884125,11.94614722,12.18591961,12.98238437,9.866320633,8.711542197,7.665472578,6.588857768,5.817438504,6.393043438,6.831530272,7.415754944,6.784461951,6.484605197,5.550514171,3.479742969,31.52
MET3,YJR010W,135.2894704,122.2010088,104.8716813,84.91275887,52.54096443,34.47898319,29.20253333,58.57581472,66.75859324,66.70282492,63.27792692,54.65361717,1287.896594,1310.072149,1338.14621,1376.211825,1422.963372,1486.354933,1508.72461,1511.329302,1470.622133,1450.277109,1457.933293,1524.874618,31.50588235
FRA1,YLL029W,64.85946422,64.28333455,64.41060972,65.03277521,68.17905273,68.69482454,69.55620905,73.17107127,69.84697262,66.09883738,60.67941897,53.70563072,30.17930575,30.583477,31.08347562,31.78443738,32.79012156,33.45939882,34.29338312,35.13336511,35.99374116,36.35049707,36.55531667,36.7018664,31.48
SPA2,YLL021W,20.18315029,20.66201624,21.19418268,21.73586223,22.46462258,22.7309744,22.62995258,21.71852031,21.67410074,21.75424344,22.00166659,22.51182562,68.75594008,68.79856408,68.71383691,68.47200594,67.7689506,66.87148657,66.83309786,67.27656961,68.56981659,69.78408315,70.99279572,71.96641355,31.4
MGR3,YMR115W,17.27341819,17.79266847,18.71079387,19.77748295,22.53341086,22.39716575,21.93238884,21.9308684,21.61243927,20.79503952,19.42674505,17.15454009,1.818178761,1.799000409,1.782099126,1.740398385,1.616500928,1.814579307,1.905788519,2.007843665,1.929123189,1.959556463,1.910053874,1.733378895,31.4
ADE12,YNL220W,507.9604519,500.9092707,491.1889658,480.4018027,461.2689851,456.7447792,453.5043025,447.1567698,442.4361883,432.8314934,418.876374,398.4162246,2071.347548,2077.982798,2079.983188,2076.667351,2056.477434,2037.238392,2002.87685,1959.489248,1909.257732,1850.764081,1832.584561,1892.904602,31.4
PRS5,YOL061W,119.4165778,120.4769902,121.2764168,121.9524252,121.7700529,122.38427,121.9584735,117.7965994,121.3139272,120.5572325,116.0329248,104.1431286,122.8140182,123.781544,124.9870029,126.8750237,130.0453926,129.7614066,131.0117557,131.4811821,129.9432922,127.7217775,125.9672102,125.5150622,31.4
PSP2,YML017W,19.74499124,19.2117424,18.68251834,18.14311975,17.63051135,17.13895822,17.09490115,18.41011072,17.97388128,17.32169585,16.32825575,14.91133179,90.59130002,89.12916766,86.50854167,81.67232725,72.18617383,66.63188905,64.97943207,64.38840731,60.10695111,52.35563286,45.84528151,42.76227033,31.37142857
ADH4,YGL256W,58.17239995,57.77205424,56.94455389,55.65376731,53.30474598,50.72781271,48.60017638,47.18557559,52.16156827,57.41254308,64.45265182,72.36574322,91.29438823,93.84367366,97.71236677,104.0202648,115.4572256,118.380319,125.3635123,142.6318514,188.0350068,237.250133,280.3962122,304.5473715,31.34117647
LRG1,YDL240W,10.84472391,10.49825599,9.994455881,9.376205992,8.397482811,7.626525192,7.0586348,7.140090127,7.368229462,7.381432121,7.427265931,7.426071912,0.7504488,0.845409262,0.950696914,1.097145534,1.323827566,1.257860105,1.232162806,1.256458727,1.6388329,1.788564032,1.586383956,0.757754079,31.2
HNT1,YDL125C,336.7489885,325.5528211,317.0739214,311.2423516,311.7043363,316.0254299,322.3612618,334.4552726,292.9564314,260.2131216,222.1431631,184.5811857,240.4433593,240.3397228,245.0615789,255.0852559,274.9059282,320.5495921,357.0580074,397.4600975,434.6933456,460.2507347,473.0022388,467.8007342,31.2
RPL1B,YGL135W,1590.796931,1584.655925,1576.760954,1571.493903,1557.926694,1577.089739,1596.562152,1595.007712,1619.696121,1622.900447,1603.501109,1544.103382,1528.8739,1551.451978,1587.683961,1648.793455,1760.19044,1823.840592,1858.992153,1860.835174,1808.785954,1812.36137,1816.095565,1816.838112,31.12941176
ERV41,YML067C,67.66505785,68.0394438,68.48756221,68.917149,69.78699834,69.45896493,68.79692356,67.97476992,67.61181547,69.00277038,72.38694726,79.02407393,5.292696964,5.561039831,5.903183693,6.404184003,7.206953957,7.550211155,7.646606741,7.502788975,7.046621633,6.754615308,7.180418985,8.896964814,31.02222222
NBP2,YDR162C,37.67183893,37.66678259,37.69697252,37.653695,37.85827922,37.12285548,36.97085286,38.88815999,40.52607976,41.08631681,40.96379645,39.42274357,3.618404746,3.314435522,2.935577469,2.395404926,1.570524258,1.136431685,1.176062084,1.678953545,2.853722003,3.269741043,2.940160027,1.312211945,31
DPH1,YIL103W,44.30948412,44.68130816,44.83374877,44.9813094,44.41050398,45.29410183,45.21035328,41.14291206,42.30488417,45.28783517,50.53060372,58.89051701,3.864975525,3.780585597,3.769121249,3.844870565,4.116756679,4.63631693,5.121940681,5.460773237,5.08646612,5.206850879,5.57312445,6.369711416,31
BPT1,YLL015W,16.51933451,16.52855985,16.75815118,17.1708995,18.23628828,18.9167144,19.25507349,18.7098082,17.39257547,16.71021075,16.14375298,16.00331145,12.29014146,12.11585226,11.74733845,11.03390445,9.724902832,8.672944769,7.492338708,6.422188044,6.001097587,5.83206508,5.744673274,5.645063772,30.98837209
GND1,YHR183W,800.5295989,796.0651385,790.6853337,785.3995869,776.0004791,775.8940193,781.2909898,801.7335388,798.8655838,795.8065595,791.781761,790.5973115,2934.521826,2984.542817,3064.351126,3193.042133,3406.719303,3612.932749,3753.448162,3868.8952,3952.436961,4047.331109,4084.636396,4031.603074,30.92307692
GSH1,YJL101C,18.48351316,16.77680082,15.261319,14.65370557,14.15135273,18.54319582,24.10596237,30.79871647,30.16902394,29.04888792,26.2057538,22.54020183,32.44310308,27.07553038,22.48376082,18.04623884,15.37337166,22.98393122,25.88990032,27.68191588,20.7930471,17.5682964,16.63362382,20.51052055,30.83076923
ARL1,YBR164C,116.4500744,115.7444177,114.2332688,111.8849939,107.9270684,103.3909792,98.47043689,92.44416148,93.79110522,97.84335999,106.7084438,121.8382524,42.12883699,42.45659912,42.86129516,43.51851622,45.03181183,44.12674655,43.72542914,42.3633051,39.78824912,38.92404113,38.38160172,38.1241956,30.8
YPR1,YDR368W,64.61337508,63.31660947,62.43235516,61.40908747,62.21107167,59.44859769,55.41744524,49.29544443,37.83038434,38.2534968,49.44921168,79.30204281,383.1342774,391.5564023,400.4723741,410.6035932,418.7021622,431.9087224,420.0672811,397.1612557,358.9717011,341.6109422,348.4436446,398.2398431,30.8
VPS1,YKR001C,56.60045112,55.96573075,55.54664926,55.13683719,55.77867086,54.42044085,53.02370724,52.69734386,50.33748948,48.91073447,48.04229453,48.19837463,607.9371561,615.5657708,622.8099326,630.2447239,633.3658357,640.4654478,641.8686241,632.9776745,599.0232845,570.9456435,564.2994364,601.3698648,30.8
MSH6,YDR097C,7.845619247,8.000575236,8.160320914,8.353550571,8.515087885,8.824444612,9.233480653,10.02773476,10.22671313,10.18323662,9.908941723,9.450958807,1.81108221,1.748027937,1.707596229,1.686475589,1.713493517,1.892991963,2.237719442,2.53216348,2.393588368,2.400008915,2.545042209,2.961932916,30.65
