Feature,Feature.Systematic.Name,t7.8,t10.7,t14,t17.8,t22,t26.8,t32.2,t38.4,t45.4,t53.3,t62.2,t72.3,p7.8,p10.7,p14,p17.8,p22,p26.8,p32.2,p38.4,p45.4,p53.3,p62.2,p72.3,buds
PET123,YOR158W,34.65414066,35.37532624,36.34370444,37.19625959,39.5910458,38.35410353,36.09093782,32.68761301,30.12042458,25.35256099,18.41972864,8.112018809,10.59804049,10.94210867,11.36728181,11.92112832,12.53486785,13.47630725,14.91729549,16.36259554,17.34812612,17.11861685,15.43060517,11.66537281,28.77906977
TCB3,YML072C,32.63085872,31.0855219,29.4206613,27.8125427,25.65370444,25.32559561,25.5570035,27.0336845,23.35983352,21.6316397,21.04947295,23.33906522,323.0025476,324.9742567,328.6434823,334.839062,345.4861606,357.9878532,365.7336763,368.1166562,357.0727383,358.8567644,363.3011927,372.0582985,28.70930233
BLM10,YFL007W,11.74012111,11.70374142,11.9529256,12.3333937,13.94221617,13.78787872,12.92995324,10.36111913,9.687164797,11.07938352,14.44776991,20.6012355,4.717992105,4.843589332,5.058029789,5.435337753,6.202254231,6.60581992,6.321614173,5.816890619,5.499202811,5.380439134,5.335019663,5.363707556,28.70238095
PEX19,YDL065C,39.21288183,40.83801734,43.04497732,45.41327407,49.96461719,50.71092926,49.35622625,43.02002376,40.77514661,41.72157309,45.62429734,53.98622313,103.1981598,105.859654,107.6665231,108.9664349,108.7598958,100.2389556,91.12924656,82.70902077,84.95300176,82.43949674,77.49390352,67.52436256,28.69767442
LPD1,YFL018C,141.3464031,139.3820062,138.5577404,138.1296494,141.679063,139.5832145,137.5326275,139.4993301,126.0741166,118.4758076,113.7007236,115.9863679,505.7079427,505.0909542,503.5260191,502.1668976,503.6086062,484.1901105,448.879463,412.1131161,397.9281713,377.0669745,354.2829673,325.9507529,28.6627907
TRP2,YER090W,178.7393054,177.2292636,175.1649488,172.9258631,168.887531,167.9477494,168.3677143,171.6927802,173.3700674,173.0591545,171.3037495,167.3992262,587.1818108,588.6634822,588.6119229,587.0004537,579.6853143,570.6343104,566.3854813,560.5000219,551.93715,548.5942756,549.4530779,557.2802629,28.6
BGL2,YGR282C,1083.710748,1070.233373,1055.829892,1042.323467,1025.56098,1020.253822,1029.538188,1086.548364,1079.457635,1055.064627,1009.591834,939.894755,790.0277493,768.143789,733.4105076,676.2241679,577.5596053,474.0703897,459.0795671,515.0985958,712.2381889,789.8624166,736.3140883,441.3768667,28.6
NMA111,YNL123W,40.49294688,40.02257709,39.14648693,38.04580326,35.64141799,34.72412903,34.88907829,37.75608417,41.01779302,40.60170074,37.19866251,28.55574919,44.80389151,45.23437058,45.89433253,46.89384056,48.46767163,49.98259814,50.85111131,51.27830358,50.3706898,51.38193112,53.25166309,56.32500017,28.6
YNR040W,YNR040W,12.12672996,11.95435507,11.7184385,11.45414944,10.97920878,10.75785374,10.78776825,11.76555711,11.47899417,10.82079844,9.767735297,8.324463652,2.047652114,2.074996849,2.12283905,2.203473551,2.337001475,2.52516275,2.640126584,2.677187561,2.518102248,2.297533987,2.131274496,2.135795265,28.6
HIS4,YCL030C,708.20785,705.2809428,703.1193207,701.6489223,702.0631973,702.8640496,704.6215639,710.2411995,698.7882711,689.3011308,678.3736549,668.3681874,3690.718145,3701.792044,3735.140865,3803.990695,3948.319486,4062.048665,4198.475451,4301.750265,4280.073587,4296.093326,4273.703157,4194.347104,28.59302326
ECM30,YLR436C,16.47136612,15.97713162,15.36057341,14.79706219,13.78994703,13.83107511,14.64466687,18.08814556,17.91470147,15.95254876,11.98842992,5.485115148,0.477575683,0.521387796,0.580531873,0.665706096,0.788421324,0.922319441,0.920769838,0.900267899,0.939936049,1.03698092,1.158737911,1.30827736,28.56
SHM1,YBR263W,158.2092181,159.2688368,160.6154949,162.1541552,164.5403159,165.7798935,166.3411843,165.2388607,166.6174208,167.7954973,168.7529221,168.9873514,605.754037,607.3952401,606.6386246,602.7150204,589.8523331,581.3092366,568.0263176,554.0597985,545.9235115,533.0010632,527.5444193,537.6940498,28.53333333
VPS27,YNR006W,28.47542266,28.30750677,28.03298486,27.72032491,27.14969554,26.40613963,26.98098579,32.41590125,35.54689758,34.8005538,30.52792609,20.47125137,34.86659776,33.82767923,33.23281215,32.87574206,32.87286482,39.20918788,42.39414067,43.32112154,36.03099451,30.14446039,26.32037854,27.89023087,28.52941176
ERG6,YML008C,188.3226405,194.4718197,202.5034286,213.4095783,229.3406224,247.2153433,262.3962475,265.4045666,288.3133421,299.4084473,298.6851316,276.2134079,999.6424697,1009.228174,1015.904508,1020.00438,1013.554356,999.6046017,983.6029603,959.9608,927.5385147,921.2847831,952.4151994,1046.208635,28.52857143
PST1,YDR055W,155.8889607,153.3895732,150.8548507,149.1125057,147.0144068,148.8489004,155.4108456,178.8886206,178.2188309,166.0026708,140.6465148,98.82286826,48.29654083,53.14283658,57.92429285,63.52652928,71.08278186,63.40906758,66.35057431,76.66876262,109.466761,130.3927861,132.5288647,99.07230578,28.45454545
HIS1,YER055C,955.1370171,948.2924114,939.3438655,928.646579,911.8659904,901.2895836,891.5634106,883.3349496,866.424047,860.8443934,866.7681718,893.5042517,400.1772785,402.7415259,406.7894096,413.1254449,422.5155017,433.1476196,447.3411744,459.4381003,459.2057229,454.8082594,441.3260802,415.2259781,28.4
YFR006W,YFR006W,29.28617428,29.57807438,30.18717647,31.04093092,33.24764688,34.01818202,33.75685777,30.34757496,30.68150415,32.26131774,35.12103919,39.48360095,58.09540758,55.28099603,51.60839312,46.26435461,37.52253557,33.57548912,32.5111445,32.86661634,31.87383132,29.75790897,28.94309436,30.86748721,28.4
AVT1,YJR001W,55.72377394,53.18858481,50.0290394,46.22610003,40.93848792,35.99933256,32.82964794,35.15468476,34.44117677,33.11252852,31.81264056,30.14702016,4.921426241,4.959352599,4.899323349,4.714649591,4.304990946,3.299355943,3.081801193,3.207084166,3.931519857,3.781330018,3.043551402,1.288980359,28.36
YCF1,YDR135C,20.65588128,20.08960503,19.41208579,18.77583316,17.67412653,17.8559065,18.34598573,19.24153259,18.94020768,18.86582539,18.87693621,19.28024503,61.9827711,64.63977877,68.80890418,75.72651835,88.49390809,94.02307991,92.86447764,91.57475376,97.33983369,103.2778789,103.4184585,91.60458047,28.325
GRS1,YBR121C,282.7657116,283.1308004,282.7788511,282.427447,279.7512057,281.5409378,281.2327191,272.8386,276.1134709,271.3608193,258.5867253,231.4643583,1995.090047,2008.357255,2010.81089,1998.586959,1944.227761,1893.825677,1850.860688,1797.234584,1719.931338,1639.406496,1590.852409,1608.189764,28.29824561
SHM2,YLR058C,2953.822662,2921.478554,2880.300752,2835.214218,2759.93831,2742.465957,2729.238141,2706.626637,2622.690753,2545.760468,2466.952562,2404.65927,21478.65786,21411.47523,21279.96259,21060.88413,20664.99931,20153.5435,19946.22781,19756.48284,19446.44289,19203.99556,19281.45597,19902.79558,28.28
ECM32,YER176W,23.20882522,23.09348961,23.02856688,23.08549276,23.23744843,23.84274128,24.53067876,25.27271705,25.15210704,24.9830179,24.60198035,24.14055558,2.456401579,2.465308995,2.495950572,2.562754591,2.716423702,2.801990699,2.785975439,2.721345452,2.64253777,2.785396492,2.915052658,2.964431035,28.23333333
VPS60,YDR486C,58.31104743,59.38276878,61.14789895,62.9258817,67.54151163,66.45408089,63.17374042,55.82049031,50.01964548,50.26728154,56.09426027,70.95393936,14.85525637,13.62313806,12.40784987,10.96102631,9.385336941,9.93350661,10.89503049,13.02370448,16.54359107,17.06863646,14.88757035,8.30045978,28.22093023
CLU1,YMR012W,57.44759586,56.05473455,54.07712028,51.93154001,47.66307625,47.0724705,47.37288921,49.36880132,48.48067927,48.39771271,49.15349952,51.95841896,353.5009345,355.3032697,361.7819735,374.908998,401.4459557,434.7365101,456.2221822,473.1532011,476.2104796,504.6056134,545.5958167,605.0833051,28.22
PBY1,YBR094W,15.63456861,15.34507059,14.95572282,14.49620268,13.78481449,13.26077499,12.98906928,13.69715077,13.15524223,12.44199204,11.59319161,10.76224526,2.839946769,2.69318559,2.696167654,2.868422408,3.405245839,4.70540537,5.491340183,6.102735519,5.992289027,6.698119295,7.909936079,9.965820949,28.2
HSM3,YBR272C,13.01104356,12.76781252,12.63504228,12.59746381,12.94068216,13.07268073,13.4218463,14.51595166,14.0385473,13.25117383,11.94376861,10.04184903,1.676574881,1.740750868,1.816557351,1.910044042,2.031712366,2.123195579,1.916284204,1.777579228,2.105573986,2.540467066,2.807367082,2.668956248,28.2
TAN1,YGL232W,53.51359678,53.25038462,52.65434461,51.60161476,49.92306515,47.51258947,44.8683953,41.86265792,41.06396956,40.05596181,39.5320563,39.36166424,0.655574991,0.755811288,0.855186712,0.964329265,1.070467262,1.081319029,0.971438509,0.844956103,0.863447918,0.898136427,0.930115773,0.938459568,28.2
PRS3,YHL011C,208.7300015,210.7955422,212.5074727,214.391047,214.6932535,218.5612059,220.9322145,217.8796177,219.9482106,215.4438711,204.3200602,182.954037,68.71057365,67.28733122,66.00014768,64.65883666,63.42093887,65.09335232,68.39705657,71.08284028,66.65691366,63.86005534,66.58999374,79.81766032,28.2
NUP2,YLR335W,63.25567883,63.09779887,62.70254427,62.15180893,60.95875382,60.26310732,59.55420896,58.64897362,59.65201877,60.8323435,62.67130679,65.21193396,184.2507963,172.4603617,159.0126672,140.5123047,113.3227665,113.3551319,111.5607274,107.8657803,79.90884475,54.37063671,34.33907481,28.55326879,28.2
IMD4,YML056C,245.7144505,243.8144037,238.974807,232.5941226,216.0170088,212.4246768,212.4067472,219.1558278,228.4721114,223.7373721,207.6680026,172.7947331,12.11803207,12.77534874,13.56884186,14.62603607,15.92973662,17.50547403,16.91545325,15.91094348,15.97659749,16.79841834,16.96725597,15.8796979,28.2
PFK2,YMR205C,304.0156158,298.8109055,291.8916061,283.9560747,270.3207339,263.9545143,261.9156543,271.0992091,271.4559371,267.7431872,260.6277636,248.3570087,2135.534258,2175.904276,2241.787372,2350.413986,2539.9647,2688.726995,2775.729864,2836.624513,2870.807999,2884.832497,2810.799104,2595.204971,28.2
MON2,YNL297C,9.636281292,9.593469981,9.56376986,9.56878391,9.617309959,9.726645156,9.828352067,9.998090291,9.749383252,9.385127223,8.808871179,8.004327133,3.721904734,3.809392048,3.975954122,4.279392592,4.900142417,5.264084698,5.430174141,5.39938039,5.025935207,4.8322693,4.763341966,4.941168456,28.2
ABP1,YCR088W,68.50560677,64.75575298,61.00873623,57.4430155,53.85458327,52.34087074,52.78905904,58.34130294,52.53790283,48.66837456,45.29872751,44.33749882,1172.628001,1044.849595,898.7700976,704.8175622,439.1969144,356.8028485,341.1339416,385.2239524,409.1400576,408.4985358,406.0532831,398.3196102,28.18823529
AIM9,YER080W,31.66059352,30.36365822,29.1980733,28.18585206,27.74072491,27.41901505,27.3887371,28.45764116,24.06973659,21.11405275,18.74948861,18.48348968,199.6648026,203.8893516,208.0765982,212.8944192,218.3309479,218.0055867,207.8912937,194.2307456,185.2229599,178.5823085,174.5451056,174.6842574,28.18181818
MRPS35,YGR165W,26.96860494,26.25921932,25.36226287,24.33503297,22.87588338,22.02693034,20.93424028,19.03571128,16.09534469,15.00110942,15.63591923,19.55869865,10.88516232,11.35609859,11.80741274,12.22309439,12.2203339,12.86602056,12.91423273,13.01447979,13.65768176,14.39624078,14.87184406,14.84214922,28.13333333
AMD1,YML035C,29.01203391,27.61755893,26.10749636,24.69591527,22.85538587,22.7573451,23.45822354,26.23648568,23.67276554,21.49758793,19.15336714,17.64549004,13.91191049,14.17765592,14.31389772,14.26202917,13.84470735,12.61624219,11.76952618,10.91768514,10.01569432,9.43653316,9.055653434,8.775623883,28.06666667
MAF1,YDR005C,50.63830793,49.95573679,49.33392473,48.44176294,48.30682428,45.26690453,42.00727275,40.15594989,36.61443537,33.82170241,31.46328231,29.70469103,4.390942227,4.603787048,4.712864622,4.746187066,4.643606035,3.505888152,2.587353716,1.838682521,2.155157501,2.485326738,3.261187782,4.570409604,28.03488372
UBP14,YBR058C,30.29147218,29.98731581,29.58491776,29.13513844,28.3210511,28.13892085,27.88503058,27.31905282,25.7447619,25.54300384,26.57257342,29.95924627,9.803837383,9.70419979,9.682355371,9.749412388,9.981768294,10.60143806,11.04053316,11.51501934,11.88214217,12.43113383,12.66175696,12.3020095,28
HOS3,YPL116W,17.05355204,17.22141511,17.63544893,18.1982999,19.55966264,19.78352587,20.48289526,23.72585587,23.00806791,21.56609016,19.04783344,15.44427602,6.563600147,6.66131841,6.808534339,7.012049695,7.240998094,7.942478647,8.42490504,8.68326002,8.198798115,8.197064472,8.909457189,10.93884044,28
VAN1,YML115C,54.76902064,55.40743187,56.21573819,57.22161484,58.73162247,60.02090858,61.23935667,62.16808016,63.70820494,64.66707101,65.16429604,64.91705997,14.46737092,14.30903624,13.92815594,13.20267834,11.7955893,10.37930978,8.933491486,8.081094928,9.381012151,10.18679413,10.38424121,9.223445198,27.92
HMG2,YLR450W,20.46244476,20.31766704,20.46348036,20.60734034,21.97590563,20.93184004,19.67255143,18.6491745,17.32745417,17.12840022,17.87425834,19.88249257,15.77161637,16.43738913,17.49891327,19.19199983,22.03169719,24.74465286,26.23486383,26.5270976,23.83122987,22.68134394,22.44398721,24.08890551,27.90769231
SSO1,YPL232W,123.362056,127.2790919,132.8285495,139.7120422,151.5606915,158.5366259,162.8334666,161.7789161,161.3473364,161.4134347,160.1929594,157.7694061,13.75845028,13.10842394,12.48905583,11.77915234,11.0320803,11.53298919,12.28557786,12.9458165,11.87063833,10.7119094,9.671208675,9.141606186,27.88888889
MRPL15,YLR312W-A,37.49763323,37.32138465,36.66961359,35.41225617,33.05790246,29.9823272,26.74541415,23.27676556,24.5706322,24.68448731,24.64688951,23.12644022,6.202233213,6.3295608,6.439751624,6.528431947,6.487894424,6.682032833,6.603593169,6.258933711,5.421037466,4.790693776,4.708982573,5.705794097,27.86206897
RPS6A,YPL090C,1550.987911,1555.973618,1558.554804,1560.331819,1555.737963,1558.67025,1552.255909,1516.358648,1525.213246,1508.966087,1469.986653,1389.935486,4737.423578,4786.306258,4834.862479,4889.855568,4943.686738,4933.29367,5031.244745,5097.498955,5041.938084,4973.72347,4901.103471,4848.887971,27.86206897
ATP4,YPL078C,244.8456109,249.978574,258.3635713,266.6555218,288.0075992,281.5118266,267.3129425,243.4151792,222.0807203,213.8051096,216.0873118,234.9252621,478.6587035,483.7244047,488.0050135,491.1675944,493.1688898,488.596332,476.1140714,465.9501503,471.3563201,453.5413233,426.9650065,389.1054028,27.85416667
DUG2,YBR281C,10.38638111,9.896844701,9.26492867,8.598805668,7.583374503,7.338119942,7.142136452,6.569903225,6.742031785,6.811546233,6.950258567,7.116736284,4.855411473,4.906776464,4.956929107,5.012280124,5.083522123,5.100935488,4.714942368,4.424407711,4.904127931,5.241053643,5.237246046,4.557812721,27.8
YCR090C,YCR090C,60.59081981,61.26973902,62.13870983,63.16950972,64.90447779,65.89851609,65.79360999,62.23745328,62.96872089,64.60627271,67.17595748,70.63042809,1.888409281,1.871349852,1.797414219,1.576989854,1.085472753,1.05705432,1.431687346,2.123877627,3.26057647,3.572184793,3.176270907,1.64403161,27.8
SDS23,YGL056C,61.41311086,63.58575304,66.32844978,69.60638611,75.19495142,77.7465698,78.4953102,74.42406334,82.53757163,85.75897598,84.78039965,74.6065242,8.224677767,8.176421619,8.206007773,8.296369635,8.532919966,9.388402992,9.145698285,9.132303456,10.03387974,10.27273413,10.20436121,9.646733008,27.8
SCW4,YGR279C,315.0180677,313.2017313,310.6357135,307.8906833,301.5852591,301.4887777,302.7193611,304.7564275,307.5509418,318.4069655,337.5672534,369.2955354,20.43677319,26.10784883,34.36529231,46.98044709,67.12122512,84.43138018,91.27704093,94.70375215,97.94840801,110.0028612,120.2316901,125.4006909,27.8
NIT3,YLR351C,126.9465504,125.0877715,122.7766149,119.8372379,115.5420328,111.1814093,108.2612321,109.8357986,108.7641818,109.8659219,113.546822,120.8466082,107.2877435,108.1130066,107.3356996,104.684497,97.65370206,85.97349377,80.60099806,77.42252899,81.64229696,78.33104013,73.75420216,67.57644936,27.75
PET10,YKR046C,97.34364891,98.65194934,102.5794398,107.7588354,121.5343736,124.2072153,125.0727596,121.764551,122.3574339,127.6327983,135.6422797,145.6634292,200.2673456,204.3683833,205.0408339,201.9339079,190.2625307,162.2954203,139.7079702,119.7727037,119.9766757,116.5869359,110.4035026,96.30882516,27.74117647
PHO91,YNR013C,45.7482896,44.62246989,42.98710033,41.08712229,37.54189801,36.1881478,35.92959342,38.39918529,38.94286166,39.31689953,40.00895691,41.45354578,14.25236719,14.31930583,14.40032136,14.49521508,14.72869738,14.7830905,14.50396995,13.90520586,12.71138273,11.46932884,10.89149653,11.62660669,27.72
MNN11,YJL183W,63.76777251,64.55892071,65.49691465,66.53978283,68.03852194,68.96948994,69.26338974,67.72385409,68.12268394,70.05668502,73.67958821,79.94344681,12.11161239,12.13259276,12.30472754,12.68257168,13.46910138,14.43657779,15.89302049,17.08562106,16.5231394,16.05298066,15.39862721,14.70441111,27.66666667
UBP3,YER151C,37.25586547,36.98884603,36.50503852,35.78788449,34.55675618,33.19165977,32.20403142,32.47873192,33.52375552,35.05373499,37.70316788,41.80602702,58.07335233,57.41894999,56.61190128,55.33033613,53.20070291,53.95082391,51.06788472,48.41897559,48.16958361,49.29299955,49.83074387,48.90822975,27.66153846
DOT5,YIL010W,58.00092143,58.01802515,58.98572023,60.22245885,65.03553095,63.89045295,63.13904623,66.83924142,61.84039023,58.5032742,55.85898342,55.5512362,56.10132013,56.93203301,57.8725626,58.95935079,59.76386525,62.23559296,66.09160855,68.20091303,62.64040801,56.28430648,52.49034065,55.20835842,27.65909091
FAA3,YIL009W,11.9092214,12.05012229,12.22838015,12.43132851,12.83623785,12.89656385,12.87749367,12.88876767,12.8713924,12.49393251,11.7785869,10.5802857,6.834755901,6.996115534,7.242803411,7.615898543,8.168250524,8.983905195,9.29835601,9.618379274,9.935817798,9.474093125,8.758804171,7.879170543,27.6
GUP1,YGL084C,24.92845085,24.13291746,23.38926044,22.6509434,22.28151171,21.32008324,20.57451714,21.23991132,18.73212748,16.87971189,15.27390438,14.58563413,2.723467362,2.739921887,2.80085464,2.929413953,3.218441996,3.467276696,3.384096966,3.220355164,3.101283128,3.168737779,3.121761573,2.829565131,27.6
GSC2,YGR032W,15.86351528,19.24358886,24.23007285,30.60154574,41.96500967,48.78478244,54.1051407,56.07475629,61.63952346,70.04498944,80.88583236,95.28256431,45.86018274,47.97411391,50.96447332,55.58216847,63.34653414,67.62416783,68.20553931,66.58774048,63.15395055,62.0909075,59.32202146,53.47124924,27.6
YLR179C,YLR179C,705.6763309,702.4740425,697.6700675,691.8555114,679.318916,675.4116462,676.975842,691.7699707,697.1062222,703.2762685,711.58284,723.3958693,397.5515662,377.2741034,348.8837087,306.834026,245.1673323,180.0791755,145.222001,127.3485771,140.7503028,145.5147754,160.5814927,185.4931521,27.6
YOR283W,YOR283W,145.5038324,146.4478875,146.5488068,146.038017,142.6965448,141.3838798,141.8349175,147.2291027,155.2818134,158.1076606,157.9628685,152.2278615,30.55560309,30.72585128,30.77544158,30.65778882,29.49995575,30.04566144,30.6154664,31.25322429,30.77094251,30.44764947,31.29120661,34.54705277,27.6
MSC6,YOR354C,20.55827742,20.54722733,20.49206694,20.45816413,20.43503047,20.46833757,20.5858151,21.39908562,20.81847115,19.44005475,17.29336126,14.40769608,15.87915769,16.09979092,16.34384991,16.67399334,17.09650604,17.32803473,16.0233645,14.67502002,15.04927879,16.25232312,17.16208206,17.13891832,27.6
LAC1,YKL008C,113.0387232,112.3213538,110.9787619,108.9948552,104.9934445,101.8107424,100.4609054,104.2234801,108.7044916,109.8218429,108.8476896,103.3295697,12.42114944,12.42597632,12.42191133,12.4609196,12.72657969,11.86626668,11.53035436,11.54106746,12.19293763,12.82865992,14.82402326,18.89591321,27.55681818
RTG2,YGL252C,52.70351645,53.58693397,54.71751112,55.63104957,57.83055386,55.99957193,53.86703435,52.73434696,53.15000626,53.9682723,55.76886022,58.48725115,47.12336885,48.49571442,49.47014759,50.07468702,49.66704697,45.26385159,46.13954287,47.99849374,49.76884297,47.84653259,44.92480466,40.69349836,27.51724138
IKI3,YLR384C,43.36979358,43.81010242,44.16730481,44.53736534,44.58496095,45.26672816,45.30465861,42.93742252,44.00760257,43.83099188,42.48109363,38.78528874,33.12603408,33.64331044,34.40949011,35.53629847,36.96407969,40.10242935,41.54246335,41.85405542,39.21794111,37.37467194,36.14832007,36.80485012,27.5
ATP5,YDR298C,229.7730661,229.5250191,230.6372017,231.6688106,238.5438087,234.5294568,225.6357992,205.9000831,187.8052039,185.4913546,197.1264117,231.6156092,510.7414781,505.2068603,494.9849962,479.1154852,456.5560456,404.5576409,400.3048001,413.6772469,460.752254,428.5723482,357.5911229,228.5701115,27.48
ERG4,YGL012W,151.7646339,153.6890914,156.4850897,159.8470386,165.9058531,168.2446335,170.3351434,173.5109226,177.0835555,179.3211679,179.9161255,177.4552958,28.81588715,28.62816377,28.77805028,29.39241535,30.97141987,33.02311654,34.34660485,35.71741997,36.91827903,38.68571627,39.31467851,37.74298516,27.42222222
PTH2,YBL057C,74.15614269,75.39174281,77.08207496,79.05078802,82.31112472,84.17256015,85.02438348,83.11980409,81.77046945,83.84981374,89.03635455,99.53822904,17.80317679,15.34987441,13.00159764,10.35427083,7.690895969,8.979672855,12.17343922,16.44602279,18.20988176,20.29459915,23.28730225,27.85563385,27.4
TRM82,YDR165W,83.96482433,83.90272592,83.30951613,82.38153778,79.79090018,78.69506713,77.953244,78.42244115,79.49218465,78.10441774,74.80231512,68.39511844,31.40810121,31.73605599,32.36372848,33.41059413,35.11226531,37.94508472,39.25636914,39.73770685,38.15487186,37.71667056,38.52284205,41.81485656,27.4
ECM25,YJL201W,20.01919724,19.94149234,19.69886172,19.3158484,18.39154403,17.76922843,17.43585196,18.13574784,18.45861413,18.38671081,18.11220155,17.50221665,0.577557194,0.616483737,0.687255039,0.801882996,0.980188836,1.279025824,1.406510771,1.454266709,1.299325369,1.261246132,1.33441457,1.628783295,27.4
HAL5,YJL165C,28.99727176,31.025629,33.96996575,38.14870499,44.23221324,51.29811264,59.10730603,69.57156095,73.22445721,74.50829835,72.07835154,65.32196648,13.365204,13.02256331,12.7589841,12.558541,12.69069422,13.00842229,12.68373035,12.12542172,10.86086429,9.530446393,7.719031943,5.208356288,27.4
POM152,YMR129W,17.59528616,17.50102406,17.29492043,17.03710413,16.41364083,16.28740226,16.20349756,16.13132689,16.08348714,16.30991582,16.92130707,18.22557122,8.068674859,8.235459123,8.474935805,8.835323183,9.405933392,9.830151524,9.969289368,9.952975801,9.614269457,9.57608166,9.401620178,8.977907443,27.4
YPL225W,YPL225W,290.501524,293.9361527,301.4256516,310.8100036,334.5046384,339.5402907,336.6838315,317.4209521,289.9177369,281.3301432,286.1628941,316.5130473,136.2994343,131.7911092,127.495785,122.2960605,117.5051008,117.9960487,129.8568659,148.775503,170.024197,167.8253325,145.2305881,90.88634357,27.4
MRPL35,YDR322W,33.04606157,32.75988961,32.4045702,32.03678446,31.5904221,31.47392282,30.58348801,27.35360524,25.00001737,23.28069486,21.90688887,21.31709339,11.24089603,11.49062034,11.74924235,12.10819929,12.59775647,12.08455338,12.39148182,12.75989251,13.22294676,13.8385536,14.17443707,13.85372536,27.37777778
FET5,YFL041W,30.54826315,31.54436886,32.97192433,34.63157606,37.75638528,38.71948985,38.95666623,37.98987508,38.10090811,37.30943782,35.26940114,31.03957468,27.88387685,27.53253588,27.10587245,26.59868024,26.11861932,24.87436664,23.93463073,22.91908468,21.97931675,21.64453568,21.27244953,20.56380244,27.32
BCH1,YMR237W,30.42384586,29.03972129,27.45264296,25.83862816,23.59518029,22.91307644,23.31391861,26.43658087,25.41235387,24.17891261,22.64787489,21.3107808,28.3784629,28.90603813,29.55187165,30.44248993,31.69371614,32.57993437,32.3773354,32.92529123,37.04162274,38.63644401,38.17988553,34.18305594,27.28
ADH6,YMR318C,227.7377085,230.9733256,234.4553608,242.3507609,246.3756418,281.3425062,311.6654893,305.5815653,330.48902,349.1233695,359.6924978,356.5594727,378.8928984,385.9594069,393.4395588,402.3036272,411.1171005,416.9034063,422.1261818,424.2317352,418.4184714,398.5229374,380.6541627,372.6186115,27.24444444
AVT7,YIL088C,106.7068812,105.2964144,103.9193356,102.0854979,101.1465354,96.63020278,91.91757679,88.62289708,82.44638535,80.27011102,81.93753799,89.92827007,19.32046537,19.43644663,19.58309787,19.83159559,20.32315899,20.01247402,20.20427201,20.23081958,19.86861601,20.30123809,20.87111771,21.47860743,27.2
TMA20,YER007C-A,231.9059115,231.9192359,231.2647814,230.2774716,226.8379251,226.2040212,227.2614495,233.239724,237.3287559,235.8320715,229.6339076,216.0020441,137.2356563,131.6497838,125.4715234,117.0323854,104.9612289,109.5811812,109.2915598,110.3912288,107.7134107,100.9333575,105.9371423,134.3705363,27.2
PFK1,YGR240C,377.8076166,372.1344242,364.6840836,356.4713457,341.8099319,337.3146987,337.3781891,348.2409419,347.9984143,339.4037526,322.0228841,291.3746005,3344.274672,3384.054395,3459.160959,3591.981398,3844.718264,4037.881282,4147.707359,4204.555031,4176.832914,4232.870932,4247.419907,4184.176172,27.13953488
GRX3,YDR098C,77.77273008,77.47674611,76.65317956,75.61893455,73.63476461,72.54612225,70.96414043,67.57995843,70.69978738,71.33067634,70.73415466,67.18125251,38.08119008,34.82214596,30.72045535,24.6803647,15.04419484,11.86964201,11.99598557,15.97760168,24.64594952,29.29719827,30.1669939,24.15945302,27.13333333
DDP1,YOR163W,57.04886943,57.34677019,58.34835664,59.70874875,63.53127256,64.30348639,64.11031175,61.77197195,59.20082796,60.22285075,64.15245058,72.86823247,37.70726801,38.27082668,38.46946643,38.41596135,38.30534693,33.5412437,29.11310102,23.95309391,20.13500408,15.50031389,10.61329055,5.224858961,27.11428571
DJP1,YIR004W,49.6836208,49.59757835,49.90103544,50.59108319,52.62527752,54.05203732,54.87968975,53.91306306,52.03378593,51.88244857,52.86329676,56.16618427,9.484147735,9.63554928,9.739258995,9.83826349,9.869197335,9.394453439,9.452412431,9.525474934,9.725155371,9.511083097,9.346515129,9.386185678,27.1
CAN1,YEL063C,359.3388366,356.8465168,353.9559915,350.8972786,347.4152647,345.77471,342.3964644,329.8527099,329.6895612,336.7165573,352.1525133,379.0482791,57.02064464,56.4502167,55.75827392,54.86508962,53.82949326,52.51351007,51.53025476,50.31501292,48.14419284,46.61514796,46.25225055,47.86399759,27.08139535
BRE5,YNR051C,130.4137823,128.4432859,125.6258144,122.2368116,116.327553,112.869757,110.0791369,108.9117301,108.3649395,110.3161571,115.4988299,125.5033202,11.75540632,11.30538544,10.88201656,10.47562697,10.25248754,10.003084,9.954391802,9.812733626,8.643514713,7.721157024,7.277047928,7.710673823,27.06976744
TGL3,YMR313C,21.88690452,21.64933731,21.57869296,21.62661474,22.43091919,22.2121513,22.71406078,26.23418067,26.33163939,25.196962,22.78840086,18.79254869,3.032686206,3.198365999,3.424985532,3.751989854,4.19865064,4.72969329,4.923768213,5.00140785,5.006107327,5.151373626,4.914369691,4.030114696,27.04444444
STE2,YFL026W,720.350375,712.1752866,700.6236553,685.8455151,661.79779,642.9814518,627.5405417,624.6060946,603.955537,592.5450057,592.2071003,613.2274064,32.85466359,33.00884389,33.25272784,33.69991351,34.6913366,34.43512124,34.24426453,33.3161822,30.57157914,29.8011237,30.28677568,32.71045273,27
MAP1,YLR244C,218.1077227,216.8467351,213.9235612,210.2095255,200.5250174,198.5148478,201.6522288,217.600951,231.9394964,233.020742,223.6949947,196.6837594,281.282318,294.8842643,298.4979007,290.6584272,253.3550184,175.2919143,131.6690647,99.9087379,107.7859364,110.5865743,119.5260302,130.1545027,27
