"Feature","Sum","dev","t7.8","t10.7","t14","t17.8","t22","t26.8","t32.2","t38.4","t45.4","t53.3","t62.2","t72.3"
"CAF16",3.71890064680235,0.000201414671752362,0.904362298770106,0.772238518491648,0.628044933935226,0.475501750788006,0.320208981930914,0.191688817913896,0.0516759332653189,-0.0494617882659957,0.00315848811752153,-0.0207063303714397,-0.076944801465389,-0.224908003486894
"ARP3",4.56132149845061,0.000860819609537353,-0.379511217697061,-0.606873025680341,-0.753863302260902,-0.82797170298478,-0.684863182813822,-0.380740571004419,-0.0379861450442129,0.600831312134434,0.170890585175518,0.0163124991359741,-0.101477954519146,0
"CHS5",3.3098209256297,0.000494192755269936,0.848813759582633,0.714972393451298,0.572014895678791,0.404239592500401,0.241782651607374,-0.0805065062597033,-0.148385589727423,0.0288857957943308,0.0560241510148639,0.101620929965185,0.112574660047693,0
"BPT1",5.33312870465894,0.00291721198574405,-0.841309710350146,-0.812244365952434,-0.686182500156292,-0.451889056681845,0.0727334020707828,0.440288198073592,0.722008526802343,0.715369619776224,0.37365564210616,0.189248288053174,0.0281993946359487,0
"LSM12",6.06926008301191,0.000891718811522175,1,0.905409619540722,0.781154286352869,0.624102468616968,0.4812603198127,0.00411201651986826,-0.323524455743237,-0.742149009552771,-0.624775697958432,-0.395213557328023,-0.138113010010509,0.0494456415758081
"DIS3",6.53866223074699,0.0030448423062688,0.981067966842954,0.944377710629371,0.815680063393923,0.598438823030071,0.129795421604763,-0.304766622514235,-0.640582290983269,-1,-0.626671622470405,-0.360443392299558,-0.0908142047252141,0.0460241122532292
"APL3",4.72570622100613,0.00363767502544213,0.867401934811192,0.589958459940428,0.264128000994093,-0.122057631298037,-0.699331199806409,-0.859842692774519,-0.752569416723533,-0.350180044951108,-0.129258891521482,-0.0652188778088563,-0.025759070376476,0
"LAS17",4.6151705228888,0.00567062802356598,0.955774343246411,0.830365443614472,0.653683590596419,0.420893301414812,0.0439634036149453,-0.448481394629623,-0.55710684079052,-0.065242489089498,0.129960470276406,0.236599116677244,0.21861062664002,-0.0544895022984267
"HEM2",4.59826963385566,0.00042640109837582,1,0.898837569175047,0.766358625360229,0.565627816979358,0.293325195347683,-0.036724647880616,-0.198777974252028,-0.184140835299242,-0.051755465487061,-0.0687358462455744,-0.153497409856845,-0.380488247971973
"AAT2",5.28586201147202,0.00124119763993801,1,0.643368975137764,0.258023899469768,-0.192049759071917,-0.774091143742957,-0.953690114680213,-0.839379437465415,-0.0324749203928916,0.15167708227519,0.222447593307372,0.172204304095053,-0.0464547818334754
"PET123",6.00443806603583,0.00422923410234502,0.843168432702463,0.815106049673929,0.782880882550948,0.727913863787507,0.713066253353589,0.534301347949343,0.248929918371944,-0.0732999321459435,-0.300854954084435,-0.418315605588143,-0.388479525076025,-0.158121300751558
"SLC1",4.8765197668875,0.00172378700307371,1,0.913309091416575,0.781085051094965,0.587028189208462,0.25561300530461,0.0192424688721412,-0.198919062920701,-0.282568200382531,-0.142903291501901,-0.163109755463767,-0.208511179826977,-0.324230470894867
"EDC3",3.73661477404747,-0.00127506733998567,0.891865312266582,0.680581310473179,0.437806092381509,0.132155958897889,-0.287992359660533,-0.451180747301786,-0.436399702658598,-0.153193019823258,0.0458812960076207,0.11108799901236,0.108470975564149,0
"RGR1",6.56777670636077,0.0004600428344272,0.980972400209009,1,0.950514516739816,0.842992743461253,0.545822252868003,0.287973992806286,0.0679432245996425,-0.333377072436054,-0.295326324940265,-0.463607060265698,-0.500911918894646,-0.298335199140102
