"Feature","Sum","dev","t7.8","t10.7","t14","t17.8","t22","t26.8","t32.2","t38.4","t45.4","t53.3","t62.2","t72.3"
"SEC14",6.04189121311431,0.00994545241752243,1,0.831052641783777,0.616970640386583,0.32095539139679,-0.134317595919754,-0.251033122092603,-0.422859294322902,-0.68503016724355,-0.659048232169894,-0.607457844737955,-0.389350925841821,0.123815357218684
"APS3",3.41026786976854,0.00489582921855086,-0.857646110473766,-0.680811100821802,-0.471721466242985,-0.287026960480458,0,0.010662781370923,0.0625751751954496,0.0246669991222119,0.272629728539248,0.300247437826635,0.1437924343912,-0.298487675303859
"ALG12",5.30148539122725,0.00477111775072576,0.611899815814035,0.360840637634175,0.0590489135113499,-0.309725865446295,-0.906166432093578,-1,-0.883063666810677,-0.190017602763835,0.265733230413649,0.360352994232345,0.293181579352932,0.0614546531543834
"PHO88",6.291399038609,-0.00374665878205269,-1,-0.934857718187952,-0.843342091325802,-0.705622110351347,-0.519270913541444,-0.202187112169833,0.0424095862912321,-0.00494415820763805,0.256663124824431,0.503896378866425,0.664608971979114,0.613596872863782
"APL2",6.72401625095883,0.0025712600231291,1,0.861659543286938,0.683302466015176,0.461608373701975,0.16889479136646,-0.206666644882717,-0.547388732633628,-0.777100205113275,-0.775962299502279,-0.665433256818862,-0.446502991023505,-0.129496946614013
"YNL247W",6.10508458108528,-1.22944737445727e-06,1,0.940511421146335,0.828119572153181,0.669572721139988,0.403571488424751,0.00387767157003072,-0.255818212281464,-0.360468713500926,0.136085742668238,0.380561313604068,0.16098422717576,-0.965513497420542
"SRM1",6.16678376084049,0.00257437525022812,0.601330938797558,0.716265817057401,0.760159075135713,0.764560312509926,0.626314279002208,0.226048446893322,-0.175391266107967,-0.946591722904333,-0.379675349092467,0.043823600314676,0.407585876716099,0.519037076308816
"SRP21",4.48562168440681,0.0040099452379349,0.579965824094934,0.545681856513078,0.454794734844915,0.305398890852841,0.0272743750621933,-0.43722684282998,-0.55432766673952,-0.668257391426791,-0.440461359113023,-0.314397960594178,-0.15783478233536,0
"DPM1",4.38977931949111,0.000529049475507763,0.493306657156763,0.583892693457268,0.599723500500373,0.5122303578016,0.109501467268092,-0.083378750512429,-0.4122955066753,-0.57321792392194,-0.371577454682117,-0.37339359851507,-0.277261409000159,0
"AHP1",7.06505763053667,0.00174164653818222,-0.943014591930753,-0.863292583564641,-0.70397866748259,-0.412551697387018,0.107926505818149,0.622065871127374,1,0.876284111225023,0.481644013015924,0.139427064098683,-0.261817486222134,-0.653055038664382
"PMI40",6.15974842059982,0.00439765904531711,-0.91772066275396,-0.874896978783167,-0.817291679040303,-0.707033841567272,-0.560628709780766,-0.34570730944261,-0.240685622798274,-0.0704398091034567,-0.0988653728050366,0.0995296969538362,0.426948737571143,1
"FMP41",3.03802609339986,-0.000734582029466271,-0.205104167499748,-0.321985169140207,-0.397338893985097,-0.448940802783264,-0.423743434650279,-0.127593853012456,0.183983782631286,0.628846875343899,0.17358349404751,0.105892149303224,0,-0.0210134710028946
"EFT1",5.32655274587189,-0.00473122490317261,1,0.779354569089344,0.483107464719949,0.145682008552993,-0.521711599098047,-0.534623168634876,-0.430474366901992,-0.162709768462872,-0.0815080670477987,-0.197708703324763,-0.386169199438918,-0.603503830600332
"YAP1",5.58605165425532,-0.000145701487691915,-0.417578546354635,-0.594851531505008,-0.719226895990716,-0.729297556459929,-0.494555785834617,-0.305413474759183,0.0869249696308208,1,0.53622858219454,0.268598198373433,0.0858865375432164,0.347489575609224
"VNX1",5.24658318293242,-0.000907806204055213,0.994211095526053,0.846306176553147,0.661832095688108,0.450129771765415,0.138947100112123,-0.110705081644877,-0.0532082327353822,0.472082107251472,0.495510547017331,0.213765303833374,-0.165766796732646,-0.644118874072495
"AIM10",3.70524675550559,0.0101787190281248,0.0487298576903786,-0.115408012945801,-0.301311906561983,-0.497827490685113,-0.811227622763653,-0.8274010656355,-0.607476641491067,-0.15422824991405,-0.112290974790041,-0.103873830277823,-0.0839462351267387,0.0415248676234443
"IVY1",5.34948788788475,0.00144469688452434,1,0.880147130506898,0.731656455551055,0.545663041575907,0.299095799321814,-0.0385613868886738,-0.268344855062942,-0.246271514975433,-0.113294061928098,-0.0125066472900933,-0.213946994783835,-1
"PSA1",5.90243968462755,0.00110472692958439,1,0.819790892345668,0.56851917797842,0.243137644830456,-0.332229947539958,-0.539729009884104,-0.643751882942969,-0.419655781682991,-0.190789596146557,-0.157104103656229,-0.297172143916779,-0.69055950370342
"RPL20A",8.13740371377843,-0.00129004186214306,0.87304485523377,0.885609130052261,0.869076033403474,0.821823627242714,0.655786906670668,0.725943793291562,0.613220846131386,0.400810637793992,0.707547278333835,0.54327919923768,0.0412614063870902,-1
"YDR341C",6.81116020987609,-0.00264314084106406,0.970194062146715,0.933058510809144,0.853882943472712,0.718641240580387,0.420594109522791,0.301512051447341,0.319137317540566,0.333216830598662,0.508597002619281,0.300651806995669,-0.151674334142823,-1
"VTI1",1.96852615750427,-0.00629769575065198,-0.264475774513636,-0.329194183227953,-0.311932265143208,-0.275523841486678,0.00368514443347867,0.298870705161101,0.253671085293316,0.13307178161611,-0.0540601127658403,-0.0282832822787323,0.0157579815842186,0
"IMD4",5.16912181294198,0.00148765097303212,1,0.851934256505925,0.638279728879378,0.354543803077994,-0.114778748501,-0.456526367448594,-0.34725445087631,-0.0682455654405902,0.0473287738563813,-0.170145873568387,-0.421855686980368,-0.698228557807053
"SUR7",5.29410688845048,0.0042969133112889,0.791177065225877,0.703077474191933,0.591062576035995,0.43045524325408,0.219969605967984,-0.0216397759477764,-0.3933082241303,-0.502261340854172,-0.641623032777361,-0.603791649408223,-0.39574090065678,0
"RPL24A",2.86346875501951,-0.000197058476227103,0.455639039443865,0.436675476995597,0.389096419781795,0.325486510947659,0.172601169909557,0.180907468085515,0.106920415002662,-0.322482179673291,0.014361942017343,0.203121516388527,0.256176616773694,0
"BNI4",3.0956216426445,0.00679906817758569,-0.705775758158249,-0.449588171604861,-0.19918893822071,0.0860345260726524,0.427116567219957,0.297361094280294,0.172103473135539,-0.146849228957474,0.083748390718191,0.190766370829784,0.234668893786989,0.102420229659797
"RPS4A",5.17744315417486,0.00108333550686534,1,0.893017825692616,0.733127388956875,0.4990559472528,0.0406787141500556,0.0625926962751742,-0.112478961451523,-0.195772342192103,0.33793761390681,0.449535414352783,0.211749146222162,-0.641497103721961
"ADE5,7",6.11757587707924,0.00263487357723853,1,0.915975899623368,0.7912790178671,0.608193741123955,0.24518757926893,0.286245232199832,0.0844735734852989,-0.146255362840449,-0.365658271703287,-0.58922350495099,-0.666197759503343,-0.418885934512687
"CPA2",2.6431132142862,-0.00508745507512425,0.394307509347859,0.389164352316083,0.37552837275975,0.336706654074003,0.287083199703828,0.122539060721221,-0.177869347158099,-0.184359177837553,-0.08226056170688,-0.0948859514982866,0,0.198409027162636
"TRP5",6.29021743865016,-0.000142826665380547,1,0.817755641300441,0.556341738491924,0.237360839329704,-0.376765995390608,-0.587732670949544,-0.61087304640069,-0.442982595335575,-0.389392474345529,-0.416857320921183,-0.436234012048432,-0.417921104136529
"YGR111W",5.2262316262177,0.00240083924738783,-0.899112334787289,-0.896891015518021,-0.788696240546827,-0.6105634430764,-0.0109582107468682,-0.0633211380852927,-0.0188930064938895,0.0308090978746565,-0.46531181124518,-0.627184342680803,-0.462621084746075,0.351869900416402
"NUT1",6.9301224584491,-0.00142051654819681,1,0.808145711146518,0.548799651761877,0.23177931620073,-0.300504670560315,-0.593078065133596,-0.787365856085166,-0.61536288382157,-0.774735246408198,-0.717725782561586,-0.482658894291673,0.0699663804778711
"RPB4",3.78884383507914,0.00273440171019335,0.463755294214439,0.431208156430426,0.41089201163283,0.396590765937016,0.547483472591634,0.111441168082647,-0.255011991214229,-0.233568544945983,-0.343159264190161,-0.34575683208184,-0.249976333757931,0
"FCY2",5.73873182083751,-0.00688454141403168,0.856606912708609,0.834221671581383,0.772408905934631,0.664175425815357,0.405808915734446,0.416207795900857,0.0425406509652843,-0.288716511384622,0.0265225752183822,0.314068085456938,0.117454370137004,-1
"RTN1",1.75115932743517,0.00558780957650662,0.463673073144208,0.326121414084695,0.186063073621957,0.01365285068452,-0.193015176031462,-0.13334179823069,-0.182648482572772,-0.153266868267534,-0.0559304614655556,-0.0373759625461898,-0.00607016678558236,0
"FMC1",7.3869222337667,0.00764607679896413,0.878036818341702,0.855331059071168,0.834817252038038,0.809411922352773,0.818102493171351,0.660686929152055,0.440444035650197,0.199264652805375,-0.067336357355419,-0.27058947795331,-0.552901235875309,-1
"SSH1",5.36259267877823,-0.00582306055302867,1,0.821507514516514,0.59029456940825,0.321657244641872,-0.106567572104477,-0.331306147620627,-0.354665646366074,-0.28369857407702,-0.322927712019998,-0.382402005000766,-0.429160188614612,-0.418405504408015
"HTS1",5.94536290867093,0.00230588245828308,0.976242635347986,0.926049208309767,0.830989014978012,0.670503192474013,0.368846460136901,0.106496757574285,0.0445567071074542,0.186619204572058,0.415879701356481,0.250693615674782,-0.168486411139191,-1
"SVF1",7.49014566438154,0.00920566009584059,0.603827878015362,0.774310466725395,0.902878994615831,0.985830259934177,0.979109252518718,0.694938111383686,0.470867472098644,0.0324738490625752,-0.178173277574163,-0.454185992907433,-0.655108035326941,-0.758442074218618
"MON2",3.99183022810727,0.00997549212505457,0.818529599391865,0.745842980547843,0.633443067205556,0.458328768661147,0.119288343190233,-0.0389204047362498,-0.0851345975167225,0.01802628489032,0.111894004499463,0.0425659128222494,-0.2061142067455,-0.713742057900121
"NUP84",7.3423519607096,0.00765281154742628,0.974665624099167,0.901126396209389,0.802539910337448,0.702149613649858,0.636530517126579,0.313497491650785,0.0427151600906055,-0.282383906573633,-0.707539734561435,-1,-0.892007311610493,-0.0871962948002074
"LAA1",6.6183913309782,-4.44153260812378e-05,1,0.903650582081882,0.775504867725888,0.641545330877923,0.378015065624092,0.391948588214946,0.398859171665172,0.435306413587133,0.278857037684819,0.0406227961852367,-0.374081477331106,-1
"PBY1",6.27753063939401,0.00915235471582581,0.979820082850932,0.940583167576512,0.860263044219543,0.742265391881413,0.522445289179653,0.236116758845686,0.072284233473959,0.133543590313789,0.0375083817015746,-0.205932613326545,-0.546768086024405,-1
"FUM1",3.04753006770573,-0.0027766985583517,-0.325022047413706,-0.235210322517574,-0.0722764899995867,0.141863491289569,0.610823906562331,0.645329082705802,0.48489112121482,0.406913187599097,0.0251068454896815,-0.00618150191564205,0,0.0939120709979229
"SWD2",4.24891769410951,0.00545522526521748,0.0253767494394969,-0.109189008707933,-0.289858861502456,-0.486726059196285,-0.84782655439661,-0.804519184004781,-0.742601177814891,-0.586840945739929,-0.205605296621823,0.0198624164747364,0.130511440210568,0
"RPB7",5.03010818509917,0.00517268923078485,0.646177808641534,0.654247094296174,0.650147049557592,0.62977111054355,0.644157462592629,0.349079165681591,-0.0226501617406001,-0.107289865128816,-0.174745718342802,-0.179511835547678,-0.300803764425339,-0.671527148600869
"NUP157",6.27508126989683,-0.00524253555168035,0.950139221534068,0.898171707680468,0.750803435203272,0.519170055462983,0.00909442811969718,-0.578269487882273,-0.72151845369049,-0.500646552817298,0.0583800589765875,0.0607126448144035,-0.228175223715292,-1
"FRS1",5.47067344620082,-0.0048230260315081,1,0.82565108658717,0.592804101497077,0.313822445729694,-0.105679192301074,-0.441272323160282,-0.383698821047804,-0.141964674801379,0.353853290348961,0.512624034513405,0.330248714868154,-0.469054761345824
"SPA2",4.54359474917422,0.00695901718784908,-0.374580940686312,-0.194933400522159,0.0304428981658278,0.290157755808674,0.713149500233991,0.992521654166957,0.960349766844777,0.516229202443396,0.246862790932993,0.0417718945002233,-0.0965808518473915,-0.086014093021516
"QDR2",3.46820716785636,0.00408612351033008,0.468020526821097,0.448811317382768,0.435479196930748,0.407861139279614,0.428017411409184,0.261447305377322,0.115531747495745,0.0972359735800288,-0.130241034914792,-0.237268608692972,-0.270771281508411,-0.16752162446368
"DOP1",5.482496863147,0.0058742623143634,0.981685892812333,0.76615112487679,0.489705160171763,0.177307918495567,-0.41029758111323,-0.441784896036002,-0.33170125264229,0.31925709576712,-0.245067288897135,-0.534294800145281,-0.515821604938221,0.269422247251274
"MGM101",2.77473150289307,0.00465726944711837,0.26811440996896,0.0855728822781106,0.000367706787200328,0.0839454311653733,0.773074029322267,0.784869095144939,0.628965198706865,0.0627410459300716,-0.00415635784054637,-0.0504351261353549,-0.0324902196133794,0
"STO1",7.23627117590673,0.00244602524492294,0.893699800468839,0.848270519844338,0.727302928729848,0.532388679133608,0.125174283784427,-0.270967366039582,-0.638852617174228,-0.99514876724829,-0.933041851511261,-0.764361353642082,-0.430417279959172,0.0766457283710585
"YUH1",6.80388383787139,0.00869861869239783,0.685680078214328,0.698064690956104,0.7127927432624,0.678029317781097,0.70599842196538,0.428210711766529,0.0820522908058667,-0.543282955843569,-0.821657569732436,-0.841085573334341,-0.58851738487577,0.0185120993335699
"HOM2",7.09629465542578,0.00667883043854327,1,0.730896786354954,0.423197814860863,0.054681617209237,-0.421589430345371,-0.726900870969516,-0.949806470055326,-0.935626889323814,-0.83821129324614,-0.600616742445169,-0.2524743776739,0.162292362941488
"YCF1",6.06093645729962,-0.00508592575528472,1,0.74596258829407,0.418124157148707,0.0377939935740103,-0.639814098751986,-0.712289854850483,-0.519969060232625,-0.188500914166883,-0.428690353161252,-0.596943674581843,-0.596610123619321,-0.176237638918436
"VIP1",5.32654889752923,0.00515064751279208,0.995647204583577,0.92125458465194,0.793618565018911,0.591114587688856,0.235919334464202,-0.0203272075457864,-0.105938986253827,-0.190696250964573,0.0552397283948329,-0.0546353399990794,-0.362157107963644,-1
"NUP53",5.42200455994991,0.00645245038902707,-0.210992800730599,-0.357991693970509,-0.517282177295624,-0.670258707179467,-1,-0.540022195250393,0.0799039913388641,1,0.381390267901467,-0.177260925696779,-0.48284188245842,-0.00405991812778383
"SNF1",4.30149814094589,0.00382247718381246,0.847443132399258,0.759993228233316,0.633842489442108,0.435332874945227,0.0969990747651434,-0.149089559301484,-0.201053032373797,0.0421613442627766,0.10817091156401,0.0566468672682559,-0.204385638458527,-0.766379987931987
"DAL3",5.57682802782635,0.00527863031467381,-0.899610399419775,-0.829703659271255,-0.739839043909413,-0.619266062636026,-0.467126527253998,-0.267346071043674,-0.119601006216809,-0.148466906905432,-0.127363942143622,0.0147759646553944,0.343728444370956,1
"MIC26",2.50211764178389,0.0016483070542868,-0.524908295531207,-0.480483934843131,-0.3779234079299,-0.295115940254955,0.0105389267828814,-0.0138604708402731,-0.085363466200349,-0.241937271314133,-0.121885404473469,0.0116663105334015,0.136444629136911,0.201989583943279
"MCK1",5.90038884739787,-0.00360540331685587,1,0.777530934244801,0.508564932202597,0.18983395492385,-0.168729920723508,-0.588753873446158,-0.809318614597514,-0.433137700906709,0.269374614690635,0.372392525690512,0.166584019184081,-0.616167756787507
"CCT8",5.49297031229524,0.0127084315361124,0.628724001409626,0.514421179429573,0.327208984192841,0.0775253304645024,-0.408878989841829,-0.645038052336632,-0.828580856130048,-0.927206661460342,-0.599862596432402,-0.375797727416671,-0.159725933180773,0
"MCM3",5.81359772760848,0.000715717337169762,-0.319823511840039,-0.398918640786219,-0.509688513852385,-0.619436179109119,-0.814670494612462,-0.743820804550711,-0.666294895608387,-0.727598357898058,-0.0653788975636224,0.319391705497834,0.46532031731999,0.163255408969653
"NUP188",4.432799251483,0.0060538054719471,1,0.842793353450353,0.622601658912885,0.395476064057579,-0.068623973374798,-0.0646610786863349,0.0331858287455306,0.100298121287956,-0.036011572697464,-0.176257646995164,-0.404005934732174,-0.688884018542758
"MIC10",2.35230952750468,0.00847846558833252,-0.351372726027643,-0.362641677538598,-0.298676224942826,-0.248414037609727,0,0.245637338794859,0.33281015892614,0.20295685445613,0.139659944228526,0.0875868467538522,0.0404771738386498,0.0420765443877296
"HAL5",6.96294526911215,-0.00120964762127011,-1,-0.913425012679595,-0.816416136304787,-0.700024366491317,-0.582554789022091,-0.466250233213075,-0.254855136206268,0.0435193839188621,0.278813529775442,0.470127399995279,0.63880776874695,0.798151512758482
"BEM4",7.624836933817,0.0014532588711183,1,0.954802362489774,0.883990618462325,0.787498142276713,0.620131102795756,0.492703764247576,0.42546054322945,0.416153019470255,0.103416989449027,-0.269406174522513,-0.671274216873613,-1
"NUP133",4.76486093382778,-0.00916590190989821,0.690929436009257,0.644716250152907,0.560620582847107,0.470939400389237,0.297394793266953,0.232488926173239,-0.0334385468555726,-0.296644637423083,-0.348127743967322,-0.610256038871935,-0.57930457787117,0
"SEC21",5.86118375858199,0.00760922538689274,0.984075849771247,0.906360493836884,0.772790060325279,0.59778500866672,0.286065802648034,-0.154294992530203,-0.222383157204825,0.10262522708243,0.415887782579643,0.297762554118266,-0.121152829818457,-1
"MXR2",5.54352082431483,0.00642864707743323,-0.881577414999217,-0.900424634403484,-0.815093764421954,-0.650656015083935,-0.1508297899052,0.201828473966878,0.253588678579028,0.0812159827536779,-0.241592821640451,-0.140937403792909,0.225775844768094,1
"HIS3",1.88011198397197,0.00775336630388338,0.285924729110503,0.309539683515677,0.300109523447762,0.249568663357289,0.0705605314798182,-0.228905892917618,-0.21538662846016,0,0.00895105998977508,0.096899079545173,0.114266192148191,0
"AVT7",5.93053612462605,0.00583625258574832,1,0.89290628339324,0.772864215963668,0.588352998721847,0.325064138643864,0.298188336436284,0.0310562493932058,-0.105869768257556,-0.171671939837139,-0.454452344995305,-0.655440370989486,-0.634669477994456
"OSH3",7.54741750020217,0.0113476804772768,1,0.923658554051655,0.789207888775182,0.603748015011408,0.292912992204301,-0.100389646768283,-0.484977768981398,-0.758484334633371,-0.869150538027145,-0.959545730216985,-0.737185741153028,-0.0281562903794142
"YNR029C",3.42972757231191,0.00108847766990018,-0.577532134842372,-0.576119229136173,-0.547282444731999,-0.46790514586906,-0.298571141236509,0.0320626650550891,0.0778348541123612,0,-0.0157293084307179,0.088512542684918,0.248100021194425,0.500078085018281
"CHC1",5.86376883127472,0.0142440546791527,1,0.876751305682478,0.709517650153444,0.489578403262852,0.159717305518641,-0.180306672728274,-0.382514532580832,-0.354626007177999,-0.269924003574281,-0.344652575610857,-0.460130877550332,-0.63604949743473
"PTC3",8.29079831859003,0.00233754383546464,0.998177620934899,0.969384208910218,0.937834410494536,0.88207438163862,0.855826814137219,0.601999995657132,0.392467104865462,0.173203787151469,-0.236449387777149,-0.507663284582735,-0.760271739552175,-0.975445582888417
"YRB1",5.95020311322714,0.000767213384996692,-1,-0.632440935806508,-0.275499393761558,0.143368084656104,0.515947939465913,0.934729017402885,0.983423075618873,-0.129056873096279,-0.27858082793362,-0.189125631168493,0.118162984756764,0.74986834956014
"SEH1",5.51431516059337,0.00678248683406746,-1,-0.911135812162706,-0.77220825459836,-0.560381783158635,-0.163207362853326,0.14854980971584,0.265441013168538,0.0264335189199873,0.0619610238192057,0.281888627875286,0.525206745560189,0.7979012087613
"IAH1",7.85180846185882,0.00388666115888663,1,0.878075609510064,0.777324155730059,0.688845452582221,0.719269458935332,0.644003439087293,0.555474071527678,0.46745658223432,-0.0969691330572394,-0.510007546278019,-0.79199738403194,-0.722385628884652
"RVB1",6.40833928183025,0.00714878833197214,1,0.920958575941887,0.803482148453693,0.64121272572883,0.359202166865016,0.206361002681631,0.139313463438267,0.279365069575776,0.534251927396016,0.475769163842354,0.0484230379067839,-1
"GLR1",6.69761645703321,-0.0087102180435057,-0.808506287250555,-0.829504914071836,-0.809426864863287,-0.753861917761302,-0.572573643447336,-0.432761296440708,-0.309127789895936,-0.420163170574097,-0.336450099090781,-0.0715789180314839,0.35366155560589,1
"AAP1",3.94678494533745,0.00558917900429877,0.337187807428055,0.280783924778137,0.157513150956865,-0.0702562720206472,-0.561686035504403,-0.888783797794551,-0.753457426468311,-0.449331461915897,-0.173543638665561,-0.129320381884103,-0.0765703723714777,0.0683506755494454
"TFC7",4.37814619948206,-0.00390407311130115,0.944889361371422,0.773190124002369,0.583092373286692,0.352911099203008,0.0825832800069473,-0.0859746628716067,-0.166409076609992,-0.052016246839427,0.214544807234766,0.306455774973601,0.0873658006743103,-0.72871359240792
"NBP2",3.84969542898917,0.00583744415394986,-0.829670219805959,-0.708428040436145,-0.548448408885129,-0.341325880497104,0.0407339741775981,0.0369345040672747,-0.0159672961897631,0.24729382208095,0.171964955898532,0.140478439705353,0.24349763593206,0.524952251313302
"GUK1",4.98651291249079,0.00927370009708903,-1,-0.765937868123047,-0.492218892913582,-0.154949600873226,0.335133364852097,0.487644103278333,0.441114270353657,0.045764235593588,0.0261726744365031,0.135744351106847,0.367270168881415,0.734563382078492
"NAB3",5.15537385443827,-0.00294275394960133,0.984120654775985,0.871109050071821,0.70522190145853,0.519725143609358,0.181471880928595,-0.0858368377834927,-0.144373273465998,0.0996279175056898,0.232699874461939,0.251875134265533,-0.0793121861113288,-1
"KTR3",2.33462388517734,0.00857617307655826,0.101457284231807,-0.0500191974438588,-0.193691748417104,-0.380356031445426,-0.623310017377523,-0.441522696038702,-0.320855310073312,0.0806317832634716,0.0687018460750446,-0.00931863302663649,-0.0647593377844555,0
"CTP1",6.72845032508446,0.00334048500539144,0.787824266334026,0.824339456472847,0.771220398228226,0.619864766597539,0.217972761434885,-0.368549979351749,-0.816114562133836,-0.760757364732802,-0.38873333587945,-0.0303145039054463,0.384160057551449,0.758598872462203
"HOM6",6.96134785354386,-0.0109441175113197,0.994968714843813,0.695085731140061,0.351232196201068,-0.0751349219536401,-0.641400380265792,-0.835412194349317,-0.980073539494742,-0.88742045132422,-0.506857633553882,-0.190540942413139,0.200489015332384,0.602732132671801
"PEP5",6.42948583750704,0.000171133818009724,1,0.92090200020557,0.815816880621033,0.682254305953723,0.479568715341884,0.35836392749849,0.194374118297969,0.126142324660625,-0.0355375628559509,-0.25067224879075,-0.565853753281049,-1
"IRA1",6.52266062800401,0.00484829767449236,1,0.886450495333561,0.756545137636194,0.60982022233712,0.4353892232283,0.227570648881745,0.0461647075022075,-0.399594823728037,-0.490136539370705,-0.548426174953018,-0.561544297921686,-0.561018357111441
"CCC1",5.10907107098093,-0.00736605082319473,-1,-0.785272016658221,-0.536015259158303,-0.223885977603315,0.246425272301827,0.386464609809002,0.118506470585435,-0.302883044271708,-0.40937941096822,-0.317048406912839,0.0260082713541611,0.7571823313579
"SEC28",6.1497114419613,0.00534013547318901,0.796750392376172,0.783150915249237,0.751966886453722,0.722168682850783,0.697535367281505,0.455687325533455,0.258478381507755,0.0570035448992674,-0.0103573324308606,-0.163083140186659,-0.453529473191885,-1
"RHO1",6.51568129080604,0.00684121767642923,-1,-0.95297153870012,-0.838286097369082,-0.604206953818615,-0.00253155589040871,-0.326998135638574,-0.0728166640382011,0.261764499417223,0.510996910945638,0.9242040745023,0.942932268142189,0.0779725923436907
"PBP4",2.50552991947781,0.00217121369280581,-0.380331832117261,-0.349970546739171,-0.26449119482817,-0.149437832834285,0.151963322365064,0.344038104121172,0.337116229049341,-0.0303430362815297,-0.184313680727623,-0.188160842769626,-0.125363297644565,0
"TKL1",5.95008336153155,0.00234766171480025,1,0.964115355915637,0.867891119667247,0.69941690709025,0.325919308745718,0.0785469007547984,-0.0931976453167237,-0.098678339540955,-0.036643154078572,-0.235574601566988,-0.550100028854662,-1
"APL5",5.1710719094828,0.00130657835336993,0.902956145818635,0.681521891915637,0.401961175411044,0.0956677909164131,-0.438165238259801,-0.650101076905895,-0.501107577758697,-0.229753967080142,-0.126667978432711,-0.240830312281039,-0.409986467088798,-0.492352287613985
"FAS1",5.83599988111077,0.00263600606076106,0.748718843944959,0.744362036743247,0.729719793454724,0.671949865153845,0.598391841546462,0.416437542257241,0.265035241719934,0.100555918861135,-0.00184243679703466,-0.242044632674045,-0.504873870458293,-0.812067857499854
"RPO26",8.07183980305274,-0.00848669296321958,0.989423197067225,0.968616372930244,0.905506010681692,0.808748098013263,0.588578643429928,0.529117282041758,0.276635127375259,-0.369606204913943,-0.56101969821527,-0.665124158785177,-0.70817125249791,-0.701293757101077
"TSR4",3.94741260076701,-0.000702799206785032,-0.722782299210862,-0.346010717252148,-0.0183356307931571,0.325954332813939,0.577376415595442,0.49374231025297,0.287355179654647,-0.456112632005088,-0.081435954527005,0.123332782149292,0.286433164423713,0.228541182088751
"TMA108",7.29697530911495,-0.00157154900864682,0.974369667712142,0.910175227364903,0.839116171148872,0.74803286984737,0.664776690490707,0.495004313648451,0.343824133201956,0.237790849972395,-0.0227721386193431,-0.411455915978083,-0.748070555402459,-0.901586775728267
"CTR9",6.84077631965393,-0.00603140465318676,1,0.909500525135832,0.757006124207389,0.542511869213951,0.153156656339475,-0.184149809681536,-0.427532254336912,-0.750077446390125,-0.623678123524044,-0.537878765365443,-0.470563499083811,-0.484721246375415
"ISC1",2.04455189566745,-0.00547122672837179,0.317267549397134,0.29792217285435,0.251195301645836,0.155678448945082,-0.0169882560522506,-0.232911880615699,-0.39775104433591,-0.244619559838337,0.0132099005903898,-0.0179629101848533,-0.0385741935778797,-0.0604706776297249
"MEX67",5.64334127386601,0.00416919919839832,0.731292015085062,0.655531804204003,0.483686992132451,0.214575045079362,-0.342577976612473,-0.703561988640359,-0.887130243913771,-0.549959278361294,-0.0901682032992633,0.0843303666218349,0.305171274190032,0.595356085726105
"RPL30",7.04975877562537,-0.00632621634722211,0.941121344308908,0.874548783900469,0.72280352467708,0.482122731261468,-0.0639186704957962,-0.278334755875895,-0.589058029253115,-0.923692497623552,-0.874019246250383,-0.661804662021259,-0.253093295008313,0.385241234949132
"SEC5",6.45163861428365,-0.00172201503833337,0.806922528898855,0.741588165059953,0.677874212796086,0.598704711175604,0.536844834619862,0.390184903356732,0.2170269854449,-0.0506151952527053,-0.689709025947266,-0.917182434811026,-0.801281515887399,-0.0237041010332615
"SEY1",4.47487444039191,-0.0044205739697779,0.878968222217002,0.786073394858692,0.660387064930741,0.474965190351696,0.230668553455069,0.00395078525044179,-0.0827293762335789,-0.0611641675174386,0.0933498399382359,0.0622335113727097,-0.214606193495826,-0.925778140770478
"ARO3",4.20986067075917,0.00790158355001611,-0.585686553347903,-0.540649338128146,-0.441572293032782,-0.268674718376456,0.119578376300756,0.316491936175812,0.395537518316943,0.35491313722451,0.389335503870494,0.440300690343596,0.357120605641773,0
"VMA5",5.89583396060436,-0.00340170894472963,0.803358075178227,0.572978407347863,0.290222247359843,-0.0623044450142471,-0.595339761656845,-0.774136619613001,-0.77511026371785,-0.630432933396019,-0.535294480884186,-0.375016231731957,-0.0866432343663107,0.394997260338013
"DID2",3.27637855904012,0.0109931041453163,-0.465399577307566,-0.328734389450729,-0.133595745218567,0.0866996692757538,0.525335632213852,0.511233805212003,0.312220374008473,-0.179444095100439,-0.293289861286719,-0.280028423135788,-0.160396986830227,0
"GDH1",8.80311099642498,-0.00352288782611372,-0.916340429753177,-0.898408888990351,-0.871733955400606,-0.849455545965721,-0.842300068244008,-0.728526845582601,-0.496108793251465,0.114430176863874,0.763083667566037,1,0.94380522721336,0.378917397593781
"FMP52",8.06807853835833,0.00146857537503426,-0.890714458656898,-0.90633499260543,-0.871935795601086,-0.79964332406035,-0.540641602748053,-0.409072090078249,-0.483008916961223,-0.70381388364412,-0.874311526939838,-0.587473735284369,0.00112821177871847,1
"GCN1",5.88452635638653,-0.00643862447126968,1,0.951588942785682,0.82488950207126,0.631482868412254,0.174146499348496,-0.0651952671144718,-0.243704662155164,-0.265349860762769,-0.0934634413673238,-0.185534477772194,-0.449170834596918,-1
"SMY1",7.44479527945211,0.00559125969413778,0.74038207944641,0.752913570044398,0.770828009740282,0.76210262962737,0.785981509023853,0.653420025185506,0.573785320406879,0.512249505407044,0.425654428566834,0.0777345175833887,-0.38974368442014,-1
