"Feature","buds","RLS","Sum","dev"
"URE2",22.9885057471264,"13,13,9,9,4,10,16,26,13,18,18,10,10,9,17,17,26,18,24,24,17,17,13,19,19,27,22,24,24,20,20,18,20,19,30,23,24,24,22,22,22,23,20,49,25,25,25,25,25,23,27,20,26,26,26,28,28,25,29,21,27,28,28,29,29,26,35,23,27,28,28,29,29,27,36,24,31,29,29,30,30,27,37,26,31,29,2",6.31317060580402,-0.00477058831099783
"EFT1",17.8,"18,9,12,27,18,19,11,9,21,2,13,16,28,10,54",5.32655274587189,-0.00473122490317261
"MSN5",30.16,"29,30,16,24,52,29,31,27,30,50,13,25,23,30,27,29,30,16,24,52,29,31,27,30,50",3.92901798289319,-0.00472787794732636
"PRO2",13.6774193548387,"2,1,1,6,4,10,7,12,10,3,1,5,7,2,13,1,12,31,19,16,6,7,12,1,11,7,17,8,34,4,13,18,17,18,5,3,5,24,27,13,20,16,21,23,24,22,22,29,26,32,27,20,21,25,21,26,22,4,5,12,12,5",3.538805444828,-0.00471723395737439
"APT2",29.6,"49,20,22,28,29",3.87991171650898,-0.00471334160084439
"ERG6",28.5285714285714,"35,42,19,41,34,27,32,30,17,18,13,63,21,24,26,36,12,29,24,17,17,24,46,28,26,16,31,18,9,14,26,40,38,54,41,35,42,18,35,15,30,32,28,30,27,16,39,36,16,24,33,35,35,18,37,24,36,25,31,24,35,24,21,32,32,35,24,21,32,32",6.29159876157762,-0.00469312410116368
"SPE3",24,"30,23,29,22,16",6.65884906663331,-0.00469153246192628
"AKR1",19.0549450549451,"4,3,24,29,9,16,10,4,5,3,19,10,13,15,12,5,17,5,10,11,34,19,12,15,41,15,25,23,32,25,10,26,31,18,25,30,19,25,26,28,13,34,29,25,22,21,12,38,15,25,25,29,34,25,24,27,32,35,9,16,19,22,28,15,16,25,18,13,25,23,33,11,9,29,30,24,25,27,7,3,20,9,9,17,6,20,18,17,8,14,1",4.33789825160556,-0.00467578100601597
"VID22",13.5555555555556,"18,26,7,11,12,22,8,10,8",5.71388350364485,-0.00457971615944099
"LPD1",28.6627906976744,"12,6,3,13,10,4,14,15,11,19,18,12,20,18,13,22,20,15,25,21,15,25,24,16,25,25,20,26,25,21,26,26,24,29,26,25,30,28,27,32,29,28,33,30,28,34,30,28,36,30,30,39,31,30,44,31,31,46,32,31,34,32,36,32,37,34,38,34,39,35,39,37,39,40,40,43,40,45,41,46,41,46,41,47,44,48,",1.35915835358518,-0.00457476790037868
"PPH22",29.9186046511628,"34,25,29,42,15,10,18,18,18,15,16,4,44,9,35,41,51,49,37,41,15,17,21,37,38,32,37,17,26,37,12,35,29,22,25,34,28,35,13,34,24,47,21,34,51,57,27,38,57,34,52,49,25,38,20,3,32,22,36,42,43,20,58,10,31,30,35,33,21,23,39,29,44,45,35,36,41,27,39,16,12,13,26,20,22,21,",7.41190866706003,-0.0045340504778375
"LCB4",29.1428571428571,"15,21,13,31,16,57,47,43,38,7,38,27,17,28,24,37,29,30,53,29,38,27,17,28,24,15,21,13,31,16,56,46,43,38,7",5.25945557043009,-0.00450920762812669
"AFG3",12.5824175824176,"4,4,4,6,7,7,7,7,8,8,8,9,9,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,1",3.68266285015221,-0.00450660642963927
"TAL1",24.8505747126437,"28,22,27,33,22,32,12,26,35,33,26,20,13,37,19,31,33,34,1,42,31,20,13,23,15,36,31,34,33,23,3,29,29,17,10,32,6,36,23,42,31,20,13,23,15,36,31,34,33,23,3,29,29,17,10,32,6,36,23,9,32,23,28,28,42,25,20,33,23,20,25,29,24,20,26,18,26,18,15,33,30,34,31,15,16,34,29,",1.68199965564842,-0.00447086379940805
"CBR1",19.4,"20,21,16,14,26",3.91624159521717,-0.00442416485511135
"SEY1",16.6,"15,5,25,12,26",4.47487444039191,-0.0044205739697779
"CAN1",27.0813953488372,"3,14,13,6,16,20,7,17,18,13,17,26,14,22,19,15,18,37,23,23,19,16,19,44,24,23,22,16,21,45,27,24,23,19,21,29,27,26,19,22,31,31,27,22,24,31,31,27,24,25,34,35,27,25,27,35,35,30,25,29,36,36,31,27,34,37,37,32,27,36,40,38,33,28,38,42,38,33,28,39,42,38,34,29,48,46,",4.35400113736917,-0.00440937580182395
"ASN2",28.8,"8,27,32,23,28,29,31,38,31,29,43,17,45,21,29,27,45,25,25,22,27,27,34,34,23",5.16661319080476,-0.00440840862883144
"ARO4",26.5333333333333,"30,39,33,37,33,29,27,27,7,12,22,33,30,18,21",2.80639110984266,-0.00436905087789949
"RTT103",22.75,"22,23,5,15,26,41,25,28,24,48,18,19,22,25,23,22,23,5,15,26",7.70625440331279,-0.0043655170079047
"ELP2",25.76,"12,23,9,15,45,33,32,41,34,27,37,31,17,18,23,37,33,30,33,8,18,17,19,21,31",2.9191942997347,-0.00436503332771976
"BNA4",32.6,"39,34,39,22,29",5.72519663707735,-0.00436209895305159
"ADE16",34,"31,31,20,32,56",5.29475286184377,-0.00435834186869328
"PEX25",22.6,"28,25,14,15,31",1.61447651675754,-0.00430576717961998
"YHR045W",22.6,"21,15,8,29,40",5.2072185491449,-0.00429775902236758
"YIR035C",24.48,"26,26,20,18,32,31,32,27,37,47,11,25,17,14,22,15,21,16,29,15,22,25,26,24,34",2.21650803464714,-0.00429422581153435
"LEU4",25.4,"28,24,31,25,19",1.22754260515331,-0.00429400309145572
"CDC73",21.4,"15,28,18,25,15,25,22,33,17,28,27,14,29,23,13,18,14,16,24,21,13,16,12,15,13,37,23,18,31,27,22,22,14,17,23,20,25,29,37,30,17,22,20,9,26",6.81516291283118,-0.00426331804529573
"ENT3",22.2,"18,21,23,22,27",4.51686130606333,-0.0042600938067821
"NUP100",24.4,"23,24,20,33,22",2.60436313350127,-0.00416889974062865
"SSO1",27.8888888888889,"55,20,22,50,44,21,29,52,19,23,28,28,31,17,29,41,12,42,39,26,25,28,36,20,20,25,19,24,27,44,29,27,24,20,9,31,22,26,12,24,43,18,28,27,19",6.23391666608977,-0.00415720210829454
"LYS4",29.5813953488372,"25,27,25,30,26,8,33,52,30,30,39,36,30,31,10,39,30,25,44,20,7,22,46,33,27,35,24,29,34,22,13,23,44,27,26,43,42,40,24,27,30,37,33,47,40,42,40,25,58,30,41,38,32,28,24,43,17,42,19,33,29,29,10,28,19,16,12,39,26,24,27,20,31,27,18,12,25,27,43,31,27,44,22,30,12,39",5.60063470820814,-0.00415531535443092
"TEF4",20,"23,13,22,22,20",4.84778798645424,-0.00406824839788187
"PBS2",17.8,"14,17,19,25,14",3.11993619884641,-0.00399688492339745
"VPS27",28.5294117647059,"29,45,35,38,39,23,24,24,33,11,19,40,34,30,35,33,26,21,40,20,23,31,24,32,33,28,32,37,23,13,37,20,20,18",3.35386598259537,-0.0039902843479929
"MLP1",34,"34,39,30,36,31",5.75834157456264,-0.00395803902272101
"SCS7",18.2,"17,21,21,15,17",2.18889910447508,-0.00394994681200229
"BNA3",24,"20,13,40,27,20",4.52895784848822,-0.00393913253649077
"DSD1",24,"28,16,27,30,19",6.81511271279213,-0.00392677161391193
"CKI1",30.2,"39,25,26,34,27",4.64987289410682,-0.00390161207100441
"YOR131C",23.7,"19,29,36,24,33,26,7,23,15,25",3.16796105129431,-0.00389662275320695
"MAE1",22.3111111111111,"15,31,25,29,13,14,41,17,31,15,18,22,13,41,25,15,32,11,21,33,15,31,25,29,13,14,41,17,31,15,18,22,13,41,25,15,32,11,21,33,18,19,11,22,10",2.72885380349681,-0.0038616346550243
"RPT3",17.65,"11,36,15,13,14,27,28,16,17,14,19,36,13,15,25,21,12,24,21,23,11,33,20,8,7,8,8,14,14,17,19,26,18,14,10,22,15,12,14,16",3.14119762332222,-0.00386060913428576
"ARG3",24,"32,32,33,13,10",5.81540890659947,-0.00385145443270379
"TGL1",26.2,"25,22,21,40,23",3.74713298342225,-0.00383122534331965
"VAC8",19.4,"16,13,26,17,11,23,14,5,17,21,14,24,28,16,34,28,16,27,24,10,12,23,16,19,27,33,18,25,25,27,37,19,20,15,21,21,11,43,18,12,14,19,16,15,17,14,21,16,19,18,22,16,13,26,15,20,21,24,7,23,18,8,19,25,9",5.58592592982212,-0.00380130936253216
"PMR1",26.906976744186,"16,47,17,51,43,54,27,24,24,20,45,42,51,28,43,64,28,51,17,29,44,14,20,18,34,36,26,16,44,34,12,17,43,23,47,18,19,32,21,32,22,28,21,6,18,27,17,18,42,22,30,20,24,39,34,28,26,16,20,24,27,14,21,24,14,18,13,18,30,31,10,18,9,21,27,14,6,19,33,18,26,40,22,36,40,12,",3.07999315396262,-0.00374929527072563
"PHO88",29.8222222222222,"34,30,40,41,15,22,23,32,23,32,29,27,17,30,22,19,44,55,20,22,24,38,33,32,16,28,34,45,52,43,16,36,50,41,29,9,26,30,12,33,9,32,27,27,43",6.291399038609,-0.00374665878205269
"ARO8",26.1363636363636,"9,24,5,25,23,15,27,23,3,15,32,32,36,5,27,28,16,18,20,26,48,35,28,23,29,15,22,3,28,13,25,39,29,12,22,38,15,11,35,32,39,41,52,34,45,19,36,28,14,34,11,35,35,10,28,32,40,21,35,23,3,40,37,6,25,27,24,14,30,21,35,11,41,43,17,30,37,28,26,23,21,42,29,47,47,37,33,3",3.36514399269117,-0.00371884929358911
"DPH5",21.4,"15,38,33,11,10",4.55393922334153,-0.00369523118357929
"MET16",29.8850574712644,"11,20,12,44,32,27,34,30,43,5,45,31,25,26,13,39,49,46,22,43,14,26,23,29,34,16,22,27,52,44,25,30,12,21,25,42,49,40,40,42,29,38,19,16,21,5,29,45,28,56,23,25,43,33,40,3,15,36,7,37,25,51,19,29,44,49,34,55,36,19,39,39,46,41,16,11,4,24,24,53,45,31,11,21,33,3,40,",2.60575587958547,-0.00368161117441913
"MRPL17",26.9651162790698,"33,30,38,38,27,38,37,38,23,24,28,24,36,32,33,25,28,28,21,29,26,24,29,49,16,34,22,15,37,37,26,37,36,35,30,46,14,8,30,37,29,38,26,38,21,26,14,23,27,23,25,10,22,11,26,22,31,21,28,21,18,15,16,22,20,24,30,33,26,27,19,21,22,40,18,30,25,26,23,25,27,37,38,25,31,1",3.74069540158731,-0.00366406882175505
"PSD1",13.9322033898305,"3,8,2,13,1,17,13,18,24,9,15,17,5,33,11,27,20,18,12,10,9,30,10,24,25,27,3,23,13,12,19,8,19,17,31,12,23,14,4,18,9,10,13,6,8,23,17,26,2,2,15,15,3,12,11,2,20,2,9",1.38200255674052,-0.00360683997784269
"MCK1",23.2,"14,30,33,31,8",5.90038884739787,-0.00360540331685587
"GIP3",26.6,"28,18,30,29,28",2.05259374971499,-0.0035780224031114
"DFM1",20.2,"20,32,11,24,14",7.6306161746173,-0.00357795637795918
"MRPS35",28.1333333333333,"35,25,36,13,27,37,38,34,29,33,51,27,31,35,32,21,39,34,34,42,22,33,5,33,14,26,21,23,30,26,26,39,25,38,17,23,22,23,31,30,18,17,19,21,31",6.56824862184515,-0.00357522149461586
"TGL3",27.0444444444444,"21,27,31,14,27,23,50,30,28,18,20,36,21,29,29,44,21,44,25,11,26,35,11,25,7,21,41,24,50,25,30,32,28,24,18,24,35,40,10,21,21,42,28,28,22",2.82532967338642,-0.00357148251094529
"GDH1",26.1333333333333,"18,18,45,22,25,22,29,5,20,18,24,22,26,23,41,38,24,20,5,16,32,25,33,44,25,37,25,28,11,12,40,25,50,33,48,38,36,39,18,20,28,9,11,28,20",8.80311099642498,-0.00352288782611372
"ZRT3",22.8,"19,27,9,29,30",3.53655997568456,-0.0035128349252482
"CGI121",30.4,"21,43,16,49,23",2.92575341548616,-0.00350216042025991
"YDL144C",20,"20,16,21,19,24",6.72426770111783,-0.00348235435313638
"RNR3",31.9714285714286,"55,40,52,41,37,21,38,31,28,36,28,9,26,36,35,31,41,28,24,36,35,13,23,29,18,47,16,34,34,36,26,23,34,25,53",1.4498407916086,-0.00340227823522642
"VMA5",6.28947368421053,"5,2,5,6,1,2,8,8,2,5,2,3,2,3,4,11,4,5,10,1,15,5,2,1,18,2,4,1,2,2,1,3,11,1,8,1,2,2,1,5,4,19,4,9,14,3,3,12,3,4,8,4,15,13,3,8,4,3,2,10,11,14,4,2,4,2,8,12,8,13,13,2,5,17,4,11,18,8,3,15,3,3,8,11,6,5,1,17,1,3,8,32,4,1,3,4,20,5,1,2,2,4,3,1,5,3,26,1,10,4,1,3,4,17,",5.89583396060436,-0.00340170894472963
"PSP2",31.3714285714286,"25,25,9,10,6,35,35,16,11,14,36,36,21,12,18,41,41,22,13,23,48,48,26,15,23,29,16,28,29,17,30,32,17,37,32,18,38,32,23,40,34,23,41,34,23,41,34,24,41,39,25,41,40,26,42,43,26,48,44,27,48,46,31,50,53,37,51,54,51,52",1.53212534845636,-0.00339790382676402
"TIM13",21.2,"18,17,19,21,31",5.27481617119888,-0.00339590255053131
"DAP2",22,"25,23,27,20,15",2.03019263130512,-0.00335554831979417
"TRP4",32.4,"32,34,24,36,36",4.00093379206039,-0.00334077776293316
"NAM7",18.2,"27,16,18,22,8",5.0045241221159,-0.00332077609521369
"YHR112C",24.6,"28,26,15,32,22",3.23022546908752,-0.00329662874683371
"FAR8",26.2,"27,22,34,17,31,27,22,34,17,31",4.43137083488921,-0.00329427398364824
"ADE6",26.2,"35,11,31,16,35,13,24,38,33,27,10,29,22,37,60,35,11,31,16,35,20,13,23,15,35",6.40868242426129,-0.00326388591075842
"HIS4",28.593023255814,"18,25,27,38,37,21,14,21,36,34,40,40,42,23,33,15,33,38,35,35,31,19,15,11,25,34,35,16,9,22,40,37,43,51,18,37,26,29,27,20,48,28,39,20,30,24,11,29,21,28,26,40,54,30,35,35,45,15,20,27,10,39,11,28,34,43,32,13,18,41,37,6,21,16,35,35,17,42,34,27,10,39,11,28,34,43",6.08377293858167,-0.00323697609786443
"MNN5",24,"16,25,11,21,30,14,31,27,32,18,3,21,11,27,35,33,30,14,24,17,25,38,42,30,25",4.72038331343814,-0.00323623618863325
"OST3",25.8769230769231,"20,15,21,31,28,33,18,33,31,17,38,32,35,36,9,37,27,17,25,29,20,15,21,31,28,33,18,33,31,17,38,32,35,36,9,37,27,17,25,29,29,32,21,32,26,18,32,15,18,23,22,19,25,15,21,33,28,7,35,23,40,28,26,18,32",5.85038344092543,-0.00323153356836092
"MET13",22.6,"12,30,21,33,19,21,13,24,31,33,24,16,23,26,6,15,25,18,27,35",3.71832191894255,-0.00319515480531779
"URA1",20.7882352941176,"22,14,28,30,21,23,18,15,20,29,30,14,16,26,22,14,20,20,23,16,15,27,30,34,29,20,11,32,29,25,16,14,9,17,23,4,17,19,19,9,32,16,18,24,16,17,18,19,27,27,26,20,15,25,25,14,20,15,27,19,31,23,14,19,19,19,20,19,32,18,23,23,15,26,33,31,14,13,16,25,19,15,22,20,18",7.46638786300408,-0.00318675054653935
"SUM1",23.7,"25,33,28,24,23,18,29,26,14,17",2.6729576237738,-0.00318587628897817
"EMP70",18.32,"18,21,23,17,18,10,10,17,12,20,20,19,21,16,13,22,24,24,15,22,17,27,11,11,30",5.88809446634434,-0.00315497481090651
"BDF1",24,"39,35,8,22,16",5.15209204347927,-0.00315463032537145
"HMG1",23.5176470588235,"17,33,40,13,32,48,18,26,17,19,33,29,31,31,23,35,11,16,24,35,13,18,19,44,29,13,29,26,26,26,17,16,16,15,31,35,23,31,28,42,24,30,21,24,23,11,24,24,15,31,24,28,15,19,24,12,20,28,17,29,24,18,32,22,19,18,22,22,21,11,16,20,24,26,24,16,14,25,23,28,22,12,21,18,30,",6.79219526733582,-0.00299398843125278
"RKM1",30.5692307692308,"25,33,52,43,34,43,18,27,16,35,11,56,42,44,31,22,42,25,45,34,39,37,41,29,30,32,33,8,13,24,24,31,21,40,32,23,22,18,36,30,41,38,25,20,37,24,27,33,45,37,32,31,14,25,27,26,48,39,28,10,39,15,43,17,25",3.4526676252847,-0.00296093825172902
"IES3",25.8,"18,19,38,29,25",7.97504819117862,-0.00294984230102493
"LHP1",25.4,"14,41,28,18,26",5.06550909093306,-0.00289904479445611
"HEK2",15.2,"17,18,17,16,8,17,18,17,16,8",4.79107031293995,-0.00289434424317399
"PLB2",22.6,"23,20,33,32,5,23,20,33,32,5",5.50142102176502,-0.00288212368583555
"MRI1",23.2,"22,13,20,30,31",7.12714762646278,-0.00285784783011484
"OTU1",22.8,"33,23,30,25,3",4.0256655412448,-0.00284976639358761
"FRA1",31.48,"50,27,47,32,28,28,32,27,14,36,39,16,30,34,28,41,27,18,18,44,65,20,39,22,25",4.82696962003752,-0.0028466363449333
"BZZ1",20.8,"19,18,25,14,28",2.42236381071933,-0.00283043801235473
"FUM1",30.2823529411765,"37,15,43,29,38,15,47,31,38,18,30,27,22,28,41,21,30,37,26,45,36,20,47,8,19,18,19,40,38,26,38,47,29,30,49,20,27,35,22,24,16,21,19,22,26,19,30,41,39,34,30,25,2,10,27,18,16,41,12,54,37,41,51,27,49,16,47,48,43,21,33,33,44,42,41,26,31,34,32,40,33,16,25,28,24",3.04753006770573,-0.0027766985583517
"ADH1",8.05405405405405,"11,5,3,5,5,6,4,4,5,6,10,8,4,3,3,3,6,8,6,3,5,5,1,4,4,7,9,3,3,1,6,2,4,2,6,7,5,8,3,14,9,8,7,18,9,18,16,19,5,10,11,2,10,2,3,5,5,8,6,2,7,5,5,7,4,9,6,12,5,5,7,5,4,3,6,8,11,12,11,8,2,6,16,11,28,11,15,7,21,4,6,11,15,19,17,13,24,20,11,13,23,12,15,6,6,12,7,10,6,3,4",6.5919390315818,-0.00277666681495636
"TAN1",28.2,"23,31,27,40,20",5.81513937250881,-0.00277620440029063
"RPE1",28.8352941176471,"20,19,28,21,6,20,38,22,9,29,37,18,30,31,9,15,20,27,28,24,14,38,34,24,36,40,44,37,35,36,21,22,22,23,37,38,43,29,25,21,14,38,34,24,36,40,44,37,35,36,21,22,22,23,37,38,43,29,25,21,16,31,20,32,27,23,42,20,42,29,19,44,47,46,17,37,41,39,47,51,18,19,17,11,27",2.93808138498229,-0.00273158772900723
"DIP5",25.7111111111111,"30,29,20,35,25,27,30,24,26,34,21,27,25,39,26,21,11,26,22,22,26,47,5,21,17,29,23,25,8,21,26,13,4,34,3,42,36,28,21,38,27,44,42,13,44",4.84067509307242,-0.00273152847236934
"ASC1",21.2,"28,17,25,27,9",7.73707554977383,-0.00263118444203779
"SFA1",25.8,"12,18,40,32,27",3.49530378954734,-0.00259573674652166
"ADH6",27.2444444444444,"41,32,18,43,15,16,25,36,33,33,18,20,26,15,4,30,15,29,33,20,18,27,34,28,43,16,17,22,45,43,48,28,30,1,41,33,38,21,26,36,18,30,26,21,34",5.30935869206824,-0.00259504716884504
"ECM32",28.2333333333333,"20,20,33,14,30,18,20,28,38,38,25,24,28,24,25,49,46,57,28,14,25,24,28,24,25,18,20,28,38,38",3.0982180319707,-0.00252347584644082
"BCH1",27.28,"37,45,34,35,62,15,31,23,31,28,28,25,20,26,17,25,12,36,22,23,23,23,23,21,17",5.70176622557351,-0.00251210627193157
"VMA13",4.15322580645161,"4,3,2,4,2,1,6,1,2,6,2,1,3,2,12,3,3,3,3,3,8,7,1,2,2,3,3,2,3,4,6,3,4,5,5,8,5,2,11,3,3,2,1,1,4,3,1,1,1,3,3,1,2,3,7,3,5,3,1,1,3,3,1,3,3,3,2,3,9,11,9,1,4,1,8,6,4,1,1,4,3,1,6,6,2,2,1,3,4,1,2,1,1,1,6,1,2,5,2,2,4,1,1,9,7,7,2,1,10,21,8,18,8,3,22,6,7,4,2,27,3,1,7,2",7.39148220326576,-0.00250194451230735
"VMA8",9.6,"3,6,6,19,14",0.810318037399372,-0.00250157410577945
"AMD1",28.0666666666667,"39,52,36,43,29,6,22,17,16,24,30,19,22,31,41,25,32,48,23,32,46,16,20,6,29,40,23,42,45,37,46,33,30,15,15,20,7,28,19,24,48,22,30,20,15",2.50347392860483,-0.00248948110113402
"CAR1",30.5777777777778,"36,42,36,26,16,34,32,16,9,31,25,31,28,13,17,24,27,24,36,51,53,5,45,36,57,55,43,40,42,12,20,18,42,30,46,39,38,29,33,5,24,33,25,18,34",3.65407165326662,-0.00248050593723647
"DPB4",23.7790697674419,"32,23,19,22,18,19,20,15,24,20,25,21,16,27,29,29,21,28,9,21,18,21,20,21,16,22,14,19,20,20,14,20,22,20,26,14,21,14,20,20,19,23,17,21,49,22,33,22,38,38,18,51,16,27,34,46,26,16,33,18,46,22,11,16,31,17,23,26,28,46,15,25,21,24,25,17,18,28,19,28,44,33,30,7,29,29",5.49206117395959,-0.00245822121808834
"DOT5",27.6590909090909,"16,2,19,32,31,25,20,23,16,16,29,26,25,23,23,15,25,24,20,18,41,33,31,30,26,20,36,34,42,21,40,27,51,31,20,40,27,38,21,58,36,37,17,32",1.1158593375214,-0.00245455732001531
"MKC7",19,"14,30,18,16,17",3.28927541086787,-0.00244436453466113
"KES1",34,"50,29,14,53,24",3.94751986987678,-0.00241608895011952
"TIF3",17.92,"19,22,40,32,21,9,21,34,19,10,4,7,9,31,28,9,7,24,29,18,16,6,18,11,4",3.88839643057072,-0.00240204974775844
"YNR021W",24.2,"30,5,15,21,50",7.17215316527118,-0.00239831216623168
"CEX1",25.8,"25,19,22,39,35,36,16,8,21,13,20,23,22,31,22,23,18,7,24,16,32,57,54,32,30",6.58747038249627,-0.00239683827560537
"PSY2",20.6,"23,20,20,21,19",3.59237128210664,-0.00239439974919286
"ARO2",12,"12,16,15,9,8",2.82872284961103,-0.00238369273814787
"MET10",31.8604651162791,"31,37,27,30,27,18,24,7,7,36,27,29,27,35,44,32,14,22,42,10,23,13,29,35,41,21,22,48,47,25,22,41,33,30,33,35,50,25,24,34,50,29,39,47,49,32,41,28,45,44,28,16,12,43,58,42,36,51,28,35,28,25,27,7,40,18,33,36,53,45,12,24,35,41,33,24,44,29,50,49,34,33,29,37,13,31,",7.93681825431934,-0.00236798909219244
"GCS1",21,"18,21,21,29,16",0.618791844406671,-0.00233143909357269
"MTR10",22.6516853932584,"47,35,10,42,34,52,25,31,14,24,32,18,14,12,18,22,25,15,43,41,28,22,28,29,15,25,34,12,22,28,33,26,44,7,24,23,25,18,36,29,7,21,4,3,1,5,3,4,8,9,11,16,14,14,26,8,10,10,10,32,25,30,22,24,37,24,20,11,20,27,37,19,36,19,33,19,21,20,20,28,22,40,22,28,30,10,28,19,47",7.31903237654651,-0.00230957188869033
"APL4",20,"17,20,20,17,26",2.560014804346,-0.0023076132375647
"EMP47",26.4651162790698,"23,23,25,33,37,34,21,36,30,6,27,26,15,30,16,31,32,34,14,15,23,43,34,21,26,36,41,31,35,27,36,36,13,27,25,13,21,44,19,31,38,24,10,24,24,24,29,14,24,35,14,18,24,22,22,45,25,32,18,23,9,29,16,32,14,25,15,38,29,13,39,30,35,32,12,41,23,33,21,39,31,16,37,36,17,35",5.40696039962379,-0.00229838791179265
"CAF40",32.125,"6,4,11,16,13,19,18,19,19,20,20,21,22,21,23,22,23,22,24,23,26,24,26,24,26,24,29,25,29,27,32,31,33,31,33,32,34,32,37,39,40,41,41,42,42,42,43,43,43,44,44,44,44,46,47,47,48,49,50,50,50,51,52,53",2.75118827923675,-0.002282145820597
"MNN11",27.6666666666667,"23,21,26,2,15,26,34,15,33,32,28,22,26,26,24,23,23,19,18,8,21,32,29,23,28,52,20,25,14,24,30,33,27,33,13,27,32,26,32,39,25,32,29,15,30,35,32,6,25,32,24,34,38,46,39,34,32,38,34,42,41,40,14,35,36,37,22,29,25,13,32,23,23,39,35,15,32,33,34,32,30,36,45,33,41,3,3",3.04810533098504,-0.00227915081509188
"YLR118C",33.2,"37,60,28,21,20",2.97001368179626,-0.0022781283252883
"MDL2",18.1230769230769,"9,10,16,18,11,12,12,9,13,11,11,16,17,9,18,16,15,15,15,21,9,10,16,18,11,12,12,9,13,11,11,16,17,9,18,16,15,15,15,21,30,22,20,29,35,13,27,16,48,16,17,31,8,27,30,20,38,19,15,32,10,25,38,43,21",7.30510217551465,-0.00226998780666969
"APL6",23.28,"43,34,33,43,27,19,26,16,15,28,30,16,10,23,23,20,5,15,25,22,25,17,27,20,20",5.93224292593324,-0.00226421029722058
"DJP1",27.1,"29,11,31,27,17,29,37,44,18,15,28,15,10,28,24,29,19,33,19,22,52,40,49,55,33,28,15,10,28,24,29,19,33,19,22,29,37,44,18,15",6.14740413103472,-0.00219186728698336
"DUG2",27.8,"31,17,46,20,25",4.7648749247362,-0.00217554250113069
"VTA1",29.4,"47,39,11,21,29",3.06670233581749,-0.00212446853520518
"MAP1",27,"25,24,24,26,36",6.13318124892993,-0.00210816611840189
"PUT2",22,"14,20,29,31,16",5.6903984099671,-0.00209719872203226
"YCR090C",27.8,"18,32,36,22,31",4.54603891055241,-0.00208284590181697
"RPL37B",29.2790697674419,"23,17,24,34,17,50,10,12,38,39,40,23,39,26,42,23,33,24,22,27,35,24,44,50,20,54,36,22,57,17,31,51,57,21,46,46,26,36,42,27,39,20,25,20,44,23,17,7,22,19,25,37,32,32,48,23,25,23,27,16,45,26,12,14,36,35,40,40,31,36,33,29,21,25,15,17,30,19,19,21,21,39,23,43,16,3",4.66834957809772,-0.00206261291568493
"AIM45",30.48,"33,40,53,38,40,39,41,18,31,31,16,18,30,53,33,28,46,20,39,20,22,17,14,30,12",4.13844088570999,-0.00202256119907963
"MKT1",25,"26,25,5,27,42",4.97490672920302,-0.00200217822292385
"RSC2",20.4,"16,28,45,22,5,13,17,20,24,14",2.09600644821009,-0.00196896985088553
"PPN1",21.8,"23,18,29,17,22",3.49582351769885,-0.00196799632117117
"YHB1",29.4,"37,38,33,19,29,23,25,39,24,31,37,28,47,40,34,21,28,39,33,35,34,39,36,45,37,33,24,41,25,18,25,25,16,51,28,32,21,34,36,12,19,19,15,28,28,19,19,15,28,28",7.93883345797061,-0.00195255623677927
"ERV41",31.0222222222222,"13,21,14,20,27,16,22,28,17,22,42,18,25,43,20,31,22,33,22,34,25,34,26,35,28,36,32,37,32,37,33,37,34,37,35,37,36,40,39,43,41,43,42,43,44",3.13958661483251,-0.00193599017286833
"RRP6",23.6,"28,31,26,16,17",8.56310324888479,-0.00190249953121386
"VPS28",18.4,"24,18,13,25,12",4.89669117852686,-0.00184322535085264
"RIM1",23.5116279069767,"23,10,16,19,10,4,14,25,16,19,20,12,10,15,30,18,21,21,14,11,15,30,19,23,23,15,11,17,33,20,26,23,18,12,18,23,27,23,18,13,19,23,27,24,23,20,24,25,28,29,23,23,25,26,28,30,29,26,27,26,28,30,29,27,28,31,31,34,31,29,28,31,32,36,32,30,30,32,33,36,33,30,31,33,34,3",4.40494329408833,-0.00182654270642982
"YGL039W",22.8,"16,24,23,27,24,16,24,23,27,24",3.75110411340642,-0.001825070464676
"YKR018C",26.4,"25,26,24,27,30",5.01844940002985,-0.00180299585598284
"YPL225W",27.4,"27,37,28,34,11",5.78085932606143,-0.00175449158215728
"ATP12",7.625,"7,4,3,3,3,4,4,10,9,4,4,6,10,10,7,4,14,6,11,10,23,11,5,11",5.06625584408739,-0.00175365440295088
"IKI3",27.5,"21,35,41,36,41,29,11,20,33,8",4.77525762442461,-0.00174489651932458
"PTC7",24,"36,36,13,20,15",4.61299622120471,-0.00172990422839242
"RPD3",21.6630434782609,"22,20,44,31,45,20,24,25,24,33,41,43,23,40,32,38,21,40,22,37,36,24,16,43,28,24,21,24,16,30,42,8,16,21,27,27,50,22,5,25,14,25,21,4,16,6,3,13,22,4,2,5,7,13,6,6,27,3,27,23,15,24,13,16,29,18,14,23,12,9,1,17,4,14,31,23,7,2,4,26,30,35,18,5,26,10,25,53,40,49,21,2",3.3669108660425,-0.00166709496539878
