"Feature","buds","RLS","Sum","dev"
"YIM1",25.25,"32,37,2,36,18,35,22,11,46,37,44,10,30,18,16,31,18,28,36,25,15,19,21,19",4.29730743610596,-0.00165657046981549
"UBP6",18.8620689655172,"32,23,22,19,20,22,13,19,16,22,16,21,18,35,26,27,27,21,22,22,19,16,15,11,18,12,9,23,21,14,20,22,17,24,16,10,20,10,24,16,30,14,25,21,6,19,10,19,17,19,24,17,20,25,25,17,25,21,19,4,22,12,18,21,14,28,11,27,33,21,19,29,14,11,11,15,22,15,17,3,24,17,20,21,25,12,2",2.81301945360841,-0.00165496719729916
"CBC2",31.8,"25,23,42,44,41,14,41,32,30,23,22,30,25,51,16,35,52,13,44,33,42,24,23,33,37",4.15673218968497,-0.00164785598079688
"MSC6",27.6,"26,20,38,26,28",5.03391581227365,-0.00164003252058664
"SLA1",11.375,"38,25,14,12,29,10,38,44,38,40,10,14,6,27,43,14,1,23,23,34,5,6,5,5,6,9,4,5,4,3,10,6,6,4,2,3,6,6,5,4,8,4,6,5,8,6,5,2,6,5,9,6,14,13,7,4,12,10,5,6,8,5,6,9,8,9,9,8,6,6,13,8,13,11,9,13,8,13,11,9",5.84982091926495,-0.00163428251305901
"PCT1",21.2,"18,17,19,21,31",5.80492780299497,-0.00158966637797664
"TMA108",23.2,"13,36,22,19,26",7.29697530911495,-0.00157154900864682
"DUN1",19.75,"23,18,20,25,17,13,9,16,15,15,43,14,5,36,5,25,33,17,14,32",5.20361891169657,-0.00156863552807441
"GAP1",21.5384615384615,"18,19,18,22,25,13,20,14,24,11,32,23,25,24,17,19,30,14,18,39,29,21,11,26,14,28,25,29,26,30,22,28,31,13,16,25,24,15,24,20,16,14,21,13,22,16,21,19,22,27,19,17,24,12,21,18,39,18,9,38,27,23,20,24,18",6.45261254181518,-0.0015393153621405
"ELO1",19.6,"26,25,9,28,10",6.22643409741102,-0.00150754860621018
"HOC1",19.2,"23,18,17,22,16",2.60717721046486,-0.00148416077727108
"TCB2",25.8,"12,29,25,36,27",3.13350876711032,-0.00147203553954863
"RKR1",23.6,"19,28,18,16,37",2.14263732006832,-0.00144677696474622
"STE20",16.0769230769231,"26,13,8,21,20,27,16,16,20,17,11,12,28,22,11,13,17,13,17,17,23,17,24,21,20,12,23,11,17,10,14,7,5,18,15,11,7,7,16,15,23,20,27,15,27,32,22,18,12,11,20,27,16,30,13,20,27,19,25,19,13,17,16,22,5,10,12,10,11,6,8,7,9,4,9,21,4,13,14,9,9,18,9,8,13,22,19,25,18,22,19",7.86925225770262,-0.0014423449427123
"ERG3",26.2,"23,18,41,15,34",3.01671846414727,-0.00143747445912836
"NUT1",26.8,"20,30,19,43,22",6.9301224584491,-0.00142051654819681
"TRM82",27.4,"32,14,21,45,25",5.5964541723662,-0.00141753059372428
"RPL19B",20.6091954022989,"11,4,13,5,14,6,15,8,15,8,16,9,16,10,17,11,17,11,18,13,18,14,18,14,19,16,21,16,21,16,21,16,22,17,23,17,23,17,24,17,24,19,24,19,24,19,25,19,26,20,26,20,27,20,27,20,28,20,28,20,28,21,29,21,29,21,29,22,30,22,30,22,30,23,31,24,31,24,32,24,33,24,33,24,34,25,35,",5.12458579727521,-0.0014138478493257
"RSN1",20.4,"18,26,16,17,25",5.62210451827016,-0.00139468862727013
"YBL036C",32.75,"46,18,21,37,19,29,59,54,47,31,31,26,45,30,21,46,18,21,37,19",4.94587917783888,-0.00138512042418129
"HCH1",24.4,"27,29,20,30,16",1.63695830830868,-0.00135627890872734
"PIN4",17.8,"12,29,7,19,22,12,29,7,19,22",3.59852731980138,-0.0013406357687192
"PEP8",29.3333333333333,"34,34,39,39,34,32,22,24,30,28,34,46,17,32,16,30,20,35,34,35,23,34,30,19,7,17,17,15,54,49",7.89926625170444,-0.00133124899200276
"ARO1",21.8,"20,38,14,17,20",5.11711132521666,-0.00131123427282421
"RPL20A",35.775,"9,10,12,18,19,25,28,33,33,34,34,36,36,36,37,40,40,40,46,47,23,24,31,31,33,34,35,35,36,39,39,40,40,40,42,44,45,47,47,57,8,8,10,10,13,22,22,23,23,25,29,30,31,31,31,33,33,35,36,38,39,40,41,42,43,47,47,47,47,51,51,51,52,52,53,53,54,55,65,66",8.13740371377843,-0.00129004186214306
"CPA1",23.2,"23,17,37,24,41,19,21,18,11,21",6.41509845327284,-0.0012879019245847
"EDC3",29.8,"21,33,45,27,23",3.73661477404747,-0.00127506733998567
"PTM1",25.8,"27,28,27,20,27",5.43825856123534,-0.0012370917763702
"CPR3",25.5,"22,16,28,21,24,28,21,33,35,25,18,23,30,30,28,36,21,26,21,24,23,28,20,36,17,24,26,35,34,22,21,18,19,38,26,21,16,24,25,37",5.86346909484673,-0.00123322673820885
"GRX5",21,"23,21,17,23,21",5.4639262298057,-0.00122999090914731
"ILV6",23.6,"21,22,34,15,26",2.64208747155903,-0.00121462798603539
"HAL5",27.4,"50,48,42,25,26,19,28,16,20,29,17,35,9,16,39,25,25,25,29,16,22,23,37,20,44",6.96294526911215,-0.00120964762127011
"RTS1",37.7333333333333,"12,15,14,19,27,15,20,51,23,23,58,25,23,58,27,24,32,24,33,25,36,34,37,36,38,36,39,39,41,41,46,44,48,44,52,48,52,51,54,52,55,54,59,55,59",5.82962512167494,-0.00120875406868406
"YGR125W",21.2,"18,17,19,21,31",5.43754844022562,-0.00120773068484017
"BNA6",23.4,"22,18,15,29,33,22,18,15,29,33",5.48140143260812,-0.00119614492875816
"TCB3",28.7093023255814,"44,24,23,20,34,36,30,27,21,27,34,22,32,17,22,36,23,20,25,37,37,18,25,32,17,41,26,20,32,26,23,43,22,31,32,24,42,27,34,30,23,43,30,20,32,34,18,30,42,27,44,20,45,22,30,19,32,27,34,41,43,42,29,19,15,38,29,19,25,16,37,26,38,31,38,31,38,21,29,43,2,22,14,34,38,3",6.86584444713776,-0.00119282367218407
"YPT31",23.4888888888889,"15,19,27,23,31,18,29,20,21,12,15,33,15,31,15,19,15,17,16,28,20,38,32,34,31,16,10,18,33,30,17,16,24,23,25,29,27,34,32,20,24,27,19,24,35",3.71852860024297,-0.00112173521351275
"REE1",26.4,"29,20,28,25,30",3.38428766414321,-0.00109870328524849
"SNF4",22.3863636363636,"24,17,15,32,18,1,36,19,17,24,33,28,19,20,48,26,12,16,15,21,32,31,26,14,27,21,19,19,11,9,31,6,22,20,22,26,17,16,10,16,26,35,25,9,25,21,30,30,16,47,35,25,30,19,27,20,21,37,29,18,27,25,32,34,24,18,16,3,18,27,22,34,32,17,17,12,31,36,33,39,11,10,23,26,4,26,9,3",7.30340580177476,-0.00108074720111591
"TUB3",30.4166666666667,"38,19,48,47,33,29,45,10,36,42,43,42,45,40,4,32,14,37,33,27,14,45,41,39,10,46,40,17,41,20,24,21,11,22,29,40,29,22,27,19,20,21,23,15,24,4,47,13,13,32,24,32,27,31,44,52,34,48,46,54",3.5845170215086,-0.0010212812472413
"CKA2",36.5411764705882,"4,11,9,13,15,17,18,19,20,22,22,22,22,25,22,26,22,28,22,28,23,37,23,38,25,39,25,41,27,42,27,46,28,50,29,53,30,60,31,62,31,31,32,32,32,32,33,33,34,34,35,35,35,37,37,39,39,40,40,41,41,41,43,44,44,44,44,45,45,46,48,49,49,49,49,52,52,53,56,57,60,60,62,71,77",7.28730782922063,-0.00101606240662328
"ERG2",26.4,"21,34,19,40,18",0.915643529632698,-0.000948855634740393
"MSC7",18.6,"17,16,23,18,19",3.13628647638029,-0.000942043221179141
"VNX1",26.72,"26,16,24,33,36,26,32,3,17,37,13,34,26,11,3,38,21,36,21,26,20,46,30,42,51",5.24658318293242,-0.000907806204055213
"HEM14",36.7833333333333,"49,53,44,47,46,20,35,44,44,22,35,35,11,52,43,46,26,58,46,40,46,39,50,37,37,22,46,25,44,11,35,24,43,19,44,52,22,33,23,50,55,43,25,39,26,44,40,17,40,41,16,19,38,17,43,51,36,49,44,26",3.91773521182193,-0.000907320146421191
"MRPL13",25.8941176470588,"40,35,28,50,31,11,27,48,28,31,32,32,37,36,32,35,32,23,24,35,35,35,47,35,25,40,45,43,46,34,42,49,20,34,45,25,36,20,19,41,6,10,23,18,25,29,7,14,17,30,23,20,25,11,36,13,29,37,8,23,13,7,22,22,23,24,9,11,22,17,24,4,10,22,11,19,29,8,28,21,17,17,14,12,28",1.66309772400938,-0.000905400095305548
"MNN1",30.5384615384615,"11,3,19,17,19,17,21,18,23,21,25,21,27,21,30,24,31,24,32,25,33,25,33,25,35,25,35,26,36,27,36,27,37,27,38,28,44,28,49,29,29,29,29,29,31,31,32,32,32,33,33,34,35,36,36,38,38,38,38,39,42,43,50,52,54",5.04197537443972,-0.000842409103836738
"DAL2",26.6,"27,22,47,15,22",4.98587634341795,-0.000807615247801878
"TUF1",34,"51,20,26,20,53",3.61918998723965,-0.000803571968700357
"PDX1",20.5185185185185,"14,12,30,13,14,27,23,21,23,37,40,24,24,13,18,36,44,12,19,11,12,12,7,6,15,14,19,10,14,8,33,19,17,21,30,17,21,19,26,21,12,20,19,34,26,15,25,30,25,18,17,19,21,31",1.07156502124262,-0.000802278041817513
"SLA2",7.4,"7,8,9,3,10",3.94127650970278,-0.000784090971215744
"DLD2",32.8,"41,34,54,23,12",3.52452493017926,-0.000774251229928108
"AAT1",26.2083333333333,"28,36,25,20,17,28,32,46,21,32,27,14,16,3,21,33,16,23,38,13,36,35,47,22",8.01264920858918,-0.000772027903784439
"HHF1",22.68,"58,27,55,18,31,20,22,18,5,16,24,36,25,22,11,21,3,11,22,20,18,30,23,12,19",5.4349125463943,-0.0007523727396344
"PHO84",23.5333333333333,"18,16,24,17,33,33,12,23,26,27,10,18,30,32,10,15,17,32,20,25,23,17,35,38,28,25,21,25,20,32,14,10,20,41,32,20,24,26,27,26,23,26,20,29,19",3.21405357608673,-0.000740620205491217
"FMP41",22.4,"19,16,15,34,28",3.03802609339986,-0.000734582029466271
"SPE2",24.4,"31,25,21,20,25",5.18111205426334,-0.00068165887683319
"PRS5",31.4,"46,32,35,29,15",4.48217256628578,-0.000661021248321984
"APL1",25.6,"33,13,26,38,18",4.38403192380316,-0.000655111237101726
"WTM1",23.6,"24,17,20,20,37",1.71037115869028,-0.000637739315940103
"HOS3",28,"29,33,24,30,24",4.08116340398121,-0.000627002314841968
"YIP5",21.6,"18,17,22,21,30",2.97680449962776,-0.000590315513353994
"BAR1",20,"19,20,18,24,19",3.14317982945852,-0.000576040040570138
"GAT1",24.8023255813953,"9,14,28,14,23,20,21,38,40,33,10,18,27,21,19,10,18,27,37,25,9,14,28,14,23,20,21,38,40,33,10,18,27,21,19,10,18,27,37,25,29,16,30,26,13,15,34,31,33,28,30,39,12,24,34,18,18,38,31,37,29,16,30,26,13,15,34,31,33,28,30,39,12,24,34,18,18,38,31,37,29,20,37,29,32,10",3.39676129052972,-0.000565601482272598
"LEA1",9.6,"4,5,12,12,15",5.56365686203972,-0.000560649971208999
"COG6",28.8,"21,48,22,34,19",5.34690093946783,-0.000520578246680209
"AIM7",23.8,"31,22,20,25,15,20,30,22,21,32",5.71735125191441,-0.000509401429856207
"TDH1",24.6,"10,23,17,17,2,19,22,13,11,26,21,12,22,20,26,26,12,19,14,20,17,24,40,25,28,35,16,23,21,21,18,14,17,19,33,24,26,29,17,31,38,34,11,53,44,40,19,24,41,44,21,34,20,44,26,35,33,25,43,32,23,16,18,28,23",5.24711387283515,-0.000464846532961823
"SHM2",28.28,"63,20,37,30,44,20,28,27,24,35,16,33,12,25,34,31,29,35,19,27,21,35,29,25,8",1.81622703542131,-0.000445549968985684
"CRZ1",26.2,"29,32,27,10,33",6.64776051159543,-0.000438716666270703
"HBS1",35.4615384615385,"5,17,4,8,13,19,10,25,14,23,15,25,15,26,19,26,20,26,21,40,24,29,22,24,33,25,26,35,25,26,37,29,31,38,30,34,41,31,35,42,42,41,48,45,43,49,47,44,54,48,50,59,52,50,61,54,53,61,56,54,62,57,62,64,61",5.01380317784369,-0.000418871050778725
"DPL1",22.52,"22,17,7,17,24,18,30,16,39,16,37,23,31,21,34,22,17,7,17,24,35,31,12,17,29",4.59448019701918,-0.000392798682590643
"HHT1",26.64,"35,49,40,37,29,17,30,19,20,37,18,29,19,25,16,20,17,18,22,22,29,18,26,51,23",7.77212081489386,-0.000373769550271975
"FPR1",22.08,"23,31,33,22,12,23,16,20,16,28,25,3,17,28,30,21,24,19,20,22,11,11,25,22,50",3.97179998543811,-0.000335687794167088
"FAA1",21.2,"25,24,7,27,23",6.55642961184713,-0.000288811535096098
"MGR3",31.4,"29,33,32,25,38",3.73148226262166,-0.000283490593500248
"PEP3",16.2,"17,19,13,15,15,22,14,19,19,11,15,11,17,16,23,22,15,13,26,2,17,16,12,16,20",6.00538917865354,-0.000234477367331817
"PHO91",27.72,"14,29,27,23,41,19,20,12,32,26,28,31,20,22,29,41,26,24,22,37,43,33,53,29,12",5.11758099479263,-0.000212523608060893
"YBT1",30.2375,"27,21,52,35,54,38,28,29,42,42,53,19,33,37,5,30,53,34,27,37,34,16,39,12,33,38,19,31,27,30,45,36,38,21,31,29,37,41,23,29,19,25,22,41,23,21,27,8,21,21,30,20,26,41,33,20,44,46,10,26,40,44,10,34,39,20,40,46,9,31,28,27,35,44,34,13,14,28,10,44",5.86729575252922,-0.000210062205797754
"ROT2",23.1,"14,41,13,23,15,32,29,20,17,27",3.88158417988911,-0.000185434011451401
"PDX3",16.6,"14,22,15,20,12",7.17171033916949,-0.000179191333040796
"POP2",11.4,"14,3,14,13,13",5.19102639977846,-0.00014639633018172
"YAP1",22.8068181818182,"25,22,27,18,17,20,9,26,25,21,17,13,19,36,15,7,4,8,26,17,14,17,18,19,23,25,25,13,13,16,20,19,21,22,14,28,14,24,38,13,11,2,36,18,30,36,42,41,39,36,23,31,28,37,21,15,21,33,29,11,41,24,48,15,48,25,10,11,27,35,4,8,20,39,43,30,33,41,33,23,13,12,18,23,24,29,20,2",5.58605165425532,-0.000145701487691915
"TRP5",34,"40,40,30,33,27,40,40,30,33,27",6.29021743865016,-0.000142826665380547
"SXM1",29.6,"35,37,21,23,32",6.81752359856234,-0.000140745548929357
"ANP1",23.4235294117647,"17,30,21,27,27,27,21,18,27,22,22,18,33,16,23,31,41,16,25,15,34,16,24,26,14,21,10,21,31,22,27,34,19,24,18,31,39,23,35,16,19,26,36,26,31,23,14,32,18,28,14,18,7,25,20,19,31,22,31,20,26,18,29,36,21,29,26,24,26,18,21,25,36,17,25,41,32,36,31,24,3,7,6,3,9",5.22642554118277,-0.000109013825491606
"VTC2",23.4,"15,24,22,28,28",6.32876842180385,-0.000107069915924085
"CYS4",24.6666666666667,"12,28,29,30,16,17,43,22,14,33,27,38,30,22,31,25,41,16,28,23,23,26,14,38,21,41,30,18,30,29,22,23,23,46,41,7,14,23,9,35,11,11,7,23,20",2.58802977938271,-0.000100712473616886
"YLR179C",27.6,"31,29,28,19,31",4.66367848481258,-7.51111832308411e-05
"ZUO1",22,"24,19,26,23,18",3.59165028345625,-7.22877241236792e-05
"ZRC1",32.6,"38,48,18,28,31",4.49157638161655,-4.75196657086949e-05
"LAA1",18.2,"20,17,17,19,18",6.6183913309782,-4.44153260812378e-05
"MAF1",28.0348837209302,"10,43,28,25,17,26,24,20,32,34,39,40,35,23,28,48,59,28,24,21,29,42,16,45,16,23,22,39,34,32,40,14,19,29,21,27,18,18,46,33,43,21,43,20,22,30,26,28,19,15,28,23,10,33,40,24,24,32,40,30,12,22,35,38,20,20,26,25,42,25,23,26,27,36,25,32,30,31,40,41,19,38,28,26,3,3",2.96162891353185,-2.62318478688647e-05
"ATP11",18.8103448275862,"9,13,3,8,16,40,49,15,40,29,23,39,32,26,29,43,38,37,43,28,41,27,27,34,25,18,31,39,22,42,8,9,13,10,13,7,13,6,9,6,8,5,4,8,4,6,4,9,3,3,9,8,7,11,7,14,7,14",2.97882279793185,-1.43329256888384e-05
"PGM1",23,"11,24,21,26,33",5.18830455880878,-9.30155258244735e-06
"HAT2",23.2,"22,7,23,37,27",1.18258178333688,-6.54787269330088e-06
"MRPS28",31.7384615384615,"32,39,44,33,39,33,31,31,47,31,29,31,28,27,34,32,26,27,30,37,42,36,38,28,19,30,27,27,23,37,24,35,29,3,29,31,20,43,27,47,26,16,18,40,48,11,40,43,33,17,53,22,42,56,50,26,16,18,40,48,11,40,43,33,17",2.53401251097195,-4.37141113867049e-06
"PHB2",9.1078431372549,"7,8,10,9,6,12,2,10,6,4,11,10,8,4,11,9,4,7,13,9,3,14,10,10,16,5,6,8,8,8,7,11,13,12,16,8,6,14,17,10,13,9,18,13,12,11,12,14,3,1,2,10,2,12,10,15,4,5,1,4,4,1,10,14,1,2,10,12,8,10,17,11,9,18,11,4,7,12,9,14,10,8,12,11,14,17,12,7,15,6,10,12,17,6,5,10,8,8,13,1,9,1",5.8797527933826,8.919627111768e-05
"UME1",19,"5,22,23,25,20",2.18728829535638,0.000103321312401485
"NNT1",22.6,"23,30,22,20,18",4.43053647774304,0.000104813388678153
"CAJ1",22.8,"26,26,12,26,24",5.03925266007327,0.000170758578540154
"PEP5",14.16,"11,14,10,16,7,11,14,19,15,16,5,17,13,20,16,22,17,13,13,8,12,14,14,23,14",6.42948583750704,0.000171133818009724
"IML2",17.6,"20,11,17,21,19",4.13410690028795,0.000183971733605641
"NUP120",13.2,"8,12,15,15,13,3,22,16,11,29,19,12,15,10,14,3,11,26,12,18,6,21,17,23,13,12,15,1,17,6,19,17,18,10,13,12,7,12,8,1,16,16,13,15,2",4.480897239279,0.000186664890707103
"RNR4",6.2,"3,10,5,2,11",1.92834293295565,0.000200346361911272
"CAF16",23,"24,22,25,27,17",3.71890064680235,0.000201414671752362
"GGA2",26,"41,41,25,17,34,9,18,20,24,22,23,24,27,37,37,41,41,25,17,34,9,18,20,24,22",7.22739705638262,0.000234469248927006
"VPS60",28.2209302325581,"10,16,15,4,23,14,17,16,19,29,18,18,16,22,29,18,19,21,24,36,22,21,21,24,58,23,26,21,25,25,30,24,26,27,31,25,26,28,31,27,26,29,33,27,28,30,33,28,28,31,36,28,28,33,36,28,28,35,37,28,29,36,38,28,30,36,41,29,30,37,41,31,30,39,44,31,31,42,44,31,31,43,55,31,31,3",6.18295496611127,0.00024423788800499
"VPS1",30.8,"31,10,32,37,15,53,49,46,44,31,43,39,45,28,32,46,35,38,22,44,47,24,39,5,47,11,43,30,38,21,14,41,39,37,41,35,23,21,43,16,17,10,12,28,22,27,20,19,38,34,23,25,35,17,39,22,44,18,33,30",2.51062612486971,0.00029112655445778
"GUP1",27.6,"59,14,32,16,17,59,14,32,16,17",5.00775565328182,0.000296883698473711
"RBS1",33.08,"29,35,35,35,57,23,50,33,4,30,20,49,48,47,50,36,27,21,24,22,3,43,45,13,48",6.06730391438034,0.000352687909011844
"MCT1",20,"15,13,26,26,20",6.27172714341464,0.000363324996988289
"MET12",24.2,"22,16,16,35,32",6.75199093624626,0.000385295653508354
"CNA1",25.08,"32,15,29,18,59,15,13,17,26,23,39,6,29,27,32,15,13,17,26,23,32,15,29,18,59",5.83384818469189,0.000486931547176225
"CHS5",22,"17,19,24,23,27",3.3098209256297,0.000494192755269936
"NOT3",25.4,"25,26,27,17,32",5.13881117893615,0.000571679408406357
"UTR4",16.6,"27,16,14,13,13",7.30172490230274,0.000572734367350512
"ANT1",23.4,"36,22,22,25,12",6.20624243407457,0.000577439407677916
"TRS33",25.3,"21,28,28,23,32,25,32,21,19,24",3.23247531209069,0.000585355047373618
"RAS2",24.8735632183908,"22,31,33,20,25,59,24,32,20,8,23,35,28,24,22,26,39,23,29,26,18,26,14,33,45,31,25,17,29,20,10,7,38,9,14,25,30,29,28,37,37,12,32,27,14,19,15,12,13,23,39,15,10,38,31,10,25,13,8,27,31,21,29,19,37,33,37,25,29,26,32,22,33,30,32,20,23,17,11,30,31,21,29,19,37,33,3",3.16209448225833,0.000617440931973448
"TAF14",22.0674157303371,"28,19,34,33,27,27,44,41,49,21,26,22,18,32,16,44,33,13,28,38,42,17,25,32,28,8,16,13,23,6,17,15,4,9,12,17,14,21,7,10,8,29,16,20,23,25,34,39,26,30,24,37,32,16,10,26,33,30,20,35,46,33,40,7,6,18,15,18,21,21,26,21,18,20,16,8,9,27,12,21,16,11,13,13,11,23,11,7,14",7.10353060079071,0.000642334431326078
"ADO1",18.6,"3,24,22,29,15",4.86079408239101,0.000703575647695251
"NGG1",24.1555555555556,"25,25,14,16,23,27,14,36,40,28,10,29,43,17,26,24,21,29,14,12,22,15,14,36,20,12,23,29,23,34,28,12,18,34,45,24,12,20,17,31,26,43,36,33,7",5.21232549567293,0.000735991428885873
"ENO1",23.9885057471264,"10,5,4,9,11,11,14,9,13,11,14,26,10,23,14,14,28,10,23,16,15,29,11,23,18,16,11,26,20,16,11,28,22,16,14,31,24,17,14,31,29,19,16,31,31,19,16,32,33,19,18,33,34,19,19,37,36,23,20,38,38,23,22,39,44,24,23,40,44,24,23,40,45,25,24,42,50,25,24,46,50,25,25,49,55,26,2",6.28134897578831,0.000756029012693188
"SKI2",31.52,"31,28,23,20,28,10,44,38,39,45,45,29,35,20,15,10,28,43,24,50,57,21,16,38,51",2.67460807898649,0.000768883268551778
"PDA1",15.3010752688172,"5,8,6,7,3,8,7,8,1,5,9,6,8,15,1,8,5,22,10,11,10,13,1,15,12,18,12,12,21,9,17,15,12,12,10,8,14,23,37,21,39,30,21,17,33,18,22,11,28,11,23,37,25,25,15,18,21,24,11,24,13,24,9,19,12,14,4,18,16,26,20,38,23,26,12,18,17,10,14,3,10,11,10,21,15,24,16,22,15,14,14,16,1",0.92373724507938,0.000771452313512779
"SNO1",29.4,"40,24,31,24,28",6.40974284130954,0.000782128789409868
"YKE2",24.48,"36,42,13,42,23,18,34,22,5,23,12,26,33,18,24,37,12,15,11,40,23,33,10,18,42",5.817757768587,0.000805410628613779
"NUP2",28.2,"19,17,27,42,36",4.26550870430143,0.000812208261258735
"CCS1",28.8,"28,38,31,15,32",8.2316896182714,0.000830389769042727
"VTC4",25.44,"29,38,28,5,18,37,20,3,39,28,41,43,37,45,2,24,17,31,33,20,24,10,18,25,21",7.14706596493625,0.000850455110419515
"YCR051W",23.2,"39,13,11,36,17",5.37771793027244,0.000858735741006539
"LSM12",24.4,"26,25,28,30,13",6.06926008301191,0.000891718811522175
"MRP21",32.4883720930233,"31,31,44,56,42,47,47,46,42,39,39,20,29,34,40,33,29,8,21,33,36,33,43,34,38,29,37,18,37,23,25,41,44,17,10,23,37,20,45,47,17,7,40,32,40,45,24,22,50,40,38,45,46,42,22,37,43,22,50,45,37,28,27,20,20,28,16,33,45,20,46,35,30,47,38,22,19,26,29,37,29,15,33,19,36,4,",2.44817243423988,0.000900912585333319
"ARG1",29.8735632183908,"9,29,27,29,48,37,16,21,33,26,40,26,35,24,32,52,13,21,38,47,34,33,31,31,26,39,26,26,23,33,23,20,21,4,25,25,20,39,21,18,6,35,36,33,37,34,36,36,22,23,33,42,32,47,34,12,21,38,25,37,39,47,27,38,26,27,33,43,18,48,37,48,23,39,31,44,30,42,43,34,37,15,20,8,21,38,3",4.30673851916055,0.000943674538668241
"ARC18",18.5,"13,7,39,15",3.34590208761491,0.000970424483023417
"HUL5",18.6,"29,24,20,11,9",3.16032233817557,0.000979101724584393
"YKL069W",20.6,"26,43,13,18,3",5.62635729676648,0.00102253755476294
"PTH2",27.4,"19,32,19,35,32,19,32,19,35,32",2.63238606536536,0.00104556698705483
"DPH2",17,"14,23,19,16,13",5.37406751797728,0.0010611602137565
"YNR029C",30.6,"30,31,47,23,22",3.42972757231191,0.00108847766990018
"PHO13",29.6,"25,24,30,35,34",4.71533559176353,0.00111196040563403
"SKY1",29.2,"37,10,47,21,31",7.16737963355471,0.00118077964419146
"RPS6A",27.8620689655172,"57,21,38,30,22,30,14,26,35,23,16,18,35,19,24,57,58,11,26,31,15,24,22,21,28,7,22,24,21,13,24,11,18,5,42,20,51,9,41,29,24,38,30,40,7,31,49,27,40,19,16,21,33,45,26,17,17,24,24,35,24,39,51,27,27,23,12,22,26,45,52,32,47,30,22,27,25,30,25,21,29,51,22,26,43,40,5",4.73949436404048,0.00119384860158063
"TOR1",14.1578947368421,"1,6,10,9,4,5,2,7,14,10,4,10,3,12,19,11,8,13,3,12,20,11,8,15,3,13,21,11,8,15,4,13,22,11,8,17,4,14,30,12,8,18,4,14,32,12,9,18,4,14,33,12,10,19,5,14,35,12,10,20,5,15,35,13,11,20,5,16,37,14,11,21,5,16,38,15,11,22,5,16,40,15,12,22,5,16,43,16,12,23,5,16,46,16,1",7.1118663456052,0.00121573812438476
"APE2",24.2,"27,24,28,18,24",3.93684526336343,0.00122449275854225
"AAT2",23.6,"23,28,25,25,17",5.28586201147202,0.00124119763993801
"SSM4",25.2674418604651,"13,25,21,13,36,14,24,20,23,27,14,20,41,35,26,24,24,32,36,45,29,36,17,10,28,33,35,24,33,30,14,23,23,14,22,25,7,34,16,33,19,29,22,17,31,35,29,29,18,18,24,31,30,18,42,37,20,23,17,32,26,31,23,25,22,31,17,27,27,29,13,39,27,27,16,25,14,22,23,17,26,25,43,36,40,2",3.73461446782387,0.00124496480242508
"ERV25",32.14,"9,12,10,10,9,14,22,22,17,23,33,33,20,23,44,44,21,24,47,47,23,28,24,29,24,29,24,31,25,34,32,35,33,36,35,41,38,42,38,42,42,43,46,43,53,47,54,48,55,49",3.52614073000983,0.00124593899682024
"YNL010W",18.8,"3,26,11,32,22",4.64270264478194,0.00126153659942333
"APL5",26.6,"29,32,32,26,14",5.1710719094828,0.00130657835336993
"DLD3",25,"22,23,24,37,19",6.47699587716461,0.00133727415481766
"DDP1",27.1142857142857,"22,12,28,40,46,33,21,9,12,31,22,22,25,24,29,23,16,25,32,28,32,38,35,59,31,22,12,28,40,46,33,21,9,12,31",6.92365904341428,0.00139300449027998
"FSH1",23.8,"35,19,24,19,22",6.40997189432554,0.0014291509521968
"IVY1",25.6,"23,20,34,26,25",5.34948788788475,0.00144469688452434
"BEM4",19.3409090909091,"17,19,28,16,15,29,14,10,36,26,14,16,16,18,14,23,13,23,14,17,15,28,11,5,19,31,8,15,25,18,10,23,10,17,24,24,38,23,22,25,19,16,17,30",7.624836933817,0.0014532588711183
"FMP52",21.2,"31,20,19,27,9",8.06807853835833,0.00146857537503426
"IMD4",28.2,"31,41,41,31,48,31,41,41,31,48,37,14,34,38,17,10,24,17,25,9,11,35,26,20,22,22,25,28,40,8",5.16912181294198,0.00148765097303212
"COQ9",18.7333333333333,"23,19,18,30,22,12,26,6,27,11,14,9,13,1,23,15,16,30,2,21,17,17,20,34,19,13,17,18,45,11,10,31,32,12,40,44,8,22,30,11,12,13,11,3,15",7.67298399920868,0.0015650621553449
"FSH3",24.8,"25,28,23,23,25",5.37408960440862,0.00158170066137342
"ARF2",29,"39,13,33,33,27",4.46416470352471,0.00158380253775891
"YTA12",20.5393258426966,"15,11,29,14,38,35,10,19,40,23,19,22,4,23,29,28,15,18,20,23,13,20,10,8,2,1,1,20,10,1,21,16,2,30,15,41,33,28,18,20,19,16,36,29,15,27,30,28,14,26,29,32,14,20,16,3,31,20,29,26,26,18,32,22,24,9,24,3,30,20,13,19,34,20,26,16,25,27,8,27,30,21,28,7,22,23,21,25,23,",4.95245515555758,0.00158501836831664
"GGC1",22.7126436781609,"43,32,21,9,21,15,27,4,27,12,1,27,30,36,14,18,16,31,27,13,11,22,9,19,24,14,24,27,21,18,32,18,34,19,34,28,20,23,29,22,19,34,25,24,17,29,32,17,24,29,10,19,17,12,11,23,48,14,21,30,17,18,20,30,23,27,16,15,27,21,38,28,32,33,24,24,23,28,31,38,17,18,20,30,23,27,1",3.95638658589623,0.00160307179011301
