"ORF","H7.8","H10.7","H14","H17.8","H22","H26.8","H32.2","H38.4","H45.4","H53.3","H62.2","H72.3"
"YGR124W",0,0.0580147270520741,0.15350364252783,0.289964832104547,0.532536602133882,0.719336524006978,0.866145906507126,0.948103331278147,1,0.980603997179147,0.832689798445108,0.49519253714714
"YOR331C",0.969278990655307,0.987399963344122,1,0.986818758292471,0.992500630361912,0.830283810800685,0.591982243789406,0.23175182029959,0,0.00365760895757507,0.264011914334266,0.926731296589549
"YNL178W",0.262598557975988,0.331224709037296,0.405325237102501,0.49322491433415,0.621468935730756,0.761344010884964,0.71697474541503,0,0.10123092737614,0.289597738047768,0.597396041649071,1
"YLL048C",1,0.870682905689667,0.728900470784852,0.6084884754043,0.446965262275349,0.534389082711971,0.60040406749781,0.445758729137977,0.331465101642895,0.239781045397337,0.126242413261983,0
"YLR179C",0.630721573566543,0.563985296658894,0.463869577582053,0.34269316324515,0.0814282184345711,0,0.0325981270289649,0.340910479386298,0.452118938234932,0.580703833464797,0.753814305269018,1
"YEL027W",1,0.925186543181464,0.820012028440424,0.686923604475536,0.453416545011858,0.312597945229492,0.200149929229262,0.134819355960423,0,0.00959677057153667,0.177655228545636,0.605287332020695
"YGR240C",1,0.93436313279365,0.848165277666389,0.753146750365454,0.583519280892015,0.531510992823031,0.532245554716908,0.657923834732408,0.655117874568766,0.555680621447156,0.354590004871992,0
"YOR184W",1,0.888552814988252,0.755297777124311,0.623624144827139,0.414551547910817,0.404152982372663,0.463195276858816,0.644192738470581,0.608881921873416,0.498802364704779,0.301049886986135,0
"YER016W",0.376677318917247,0.301232502496989,0.230079223547245,0.184703205589276,0.138486449939446,0.211527229082948,0.396428887854022,0.917565981693241,1,0.898787195818834,0.585448354495136,0
"YOR270C",1,0.870299031770464,0.712465315216812,0.545409515504806,0.28617814159038,0.20251033767599,0.192881987206413,0.354210504878932,0.218227670112654,0.1097167678008,0.0166970522474762,0
"YPL131W",0.16081521900554,0.149791483644449,0.117577453842197,0.118850538463411,0,0.305920267509895,0.585997591014902,0.517335771267132,0.870290910691707,1,0.899728533846735,0.389049514817619
"YHR123W",0.507989375038195,0.547373659690494,0.615764003329587,0.688302873220807,0.885382297117456,0.853025908705865,0.672439641451636,0.0933933321964735,0,0.117637601995169,0.438764487332953,1
"YLR052W",1,0.975481938325692,0.939215150330901,0.885748040674125,0.809706765391967,0.711140896057035,0.584331037569978,0.381618719405748,0.268986212936465,0.167049656800052,0.079841571102762,0
"YER074W",0.727792967787363,0.751126889370879,0.763797743180034,0.773328931848142,0.738867232283765,0.759491888349371,0.806801930081883,0.956401693976767,1,0.865680686731445,0.557753449581983,0
"YGL123C-A",1,0.980261898458302,0.941844989992235,0.902848206503694,0.80154957395839,0.831729875789499,0.861789347801339,0.824397826505364,0.936346199172442,0.852301433050439,0.58401445550418,0
"YLL018C",1,0.844924237313383,0.651276855861566,0.445970284931166,0.113626156615872,0.0218414353036913,0,0.0846003221822789,0.0318875678476847,0.0171975537370959,0.0415208679667599,0.143303814634591
"YEL061C",0,0.0310933049570351,0.0693571721802156,0.11232104086632,0.168715148505879,0.211632584661557,0.253790296764601,0.267223636218519,0.41007388060389,0.5723473931797,0.772543532691441,1
"YOL103W",0.407994850996734,0.380542750117167,0.345196291455827,0.292185322603765,0.244488313450235,0.0952300711316509,0,0.153960012743988,0.138493623213807,0.227597428993479,0.475342492229493,1
"YMR205C",1,0.906488671363104,0.782171880833863,0.639596782148003,0.394615071134254,0.280235284580092,0.243603753425587,0.408601680583559,0.415010895951797,0.348305132127535,0.220464642206254,0
"YGL022W",0.360082242917864,0.338667430907566,0.304727720086232,0.253644356614039,0.165642475435153,0.0556378994724087,0,0.127927976204363,0.240505711224432,0.398524645051017,0.644017731731723,1
"YER105C",1,0.898171707680468,0.757075607579463,0.595624074558667,0.31005732763639,0.194985982340578,0.154331804913201,0.294405242453034,0.292367635005887,0.231078274704667,0.134651252497572,0
"YGR125W",0.477480619319368,0.383567202067475,0.284980915026632,0.18506393681851,0.0721715902346327,0.011790829907388,0,0.0781695857971527,0.0292672207052093,0.148512809479853,0.436866506548321,1
"YLR264W",0.15664762175641,0.151678352991221,0.179500077147312,0.245210830528966,0.386415807311074,0.578589216353785,0.781403097871147,1,0.7864419265801,0.581172883848808,0.296761726625416,0
"YLR066W",0.866758232583629,0.782642361477343,0.69694537256328,0.612558719062398,0.53809687009322,0.491742863718523,0.416022670533386,0.21191915902078,0,0.0429935640810402,0.323639535035164,1
"YHR182C-A",1,0.868096155304336,0.70939676890683,0.542756039612719,0.287649839494566,0.189760424387784,0.218315646232723,0.625125634102488,0.542625442280877,0.405452714530697,0.209900821299109,0
"YHR143W",0.421833980637163,0.375279186020037,0.312710174116719,0.238873337673268,0.108848385249664,0.0492947604066253,0.0166134715017189,0,0.0965778299507091,0.276919408509861,0.569653662649783,1
"YMR083W",1,0.944615969995092,0.852679178669708,0.743319699340265,0.506520641108335,0.431980633896624,0.458460504475723,0.796265931253193,0.823064345814463,0.69477816034449,0.430407934535736,0
"YMR120C",1,0.931607138905435,0.850393744551071,0.765057387400309,0.632632139277552,0.604349820284715,0.591377154221149,0.595709540956328,0.393905527898318,0.231941351331769,0.0804684155571791,0
"YMR230W",0,0.208608353452138,0.372696700308484,0.541987372003069,0.579761115487071,0.877593835731666,1,0.552194369661781,0.7060407411147,0.629395830710994,0.416117089097618,0.0558606744687408
"YML104C",0.400778189574276,0.519489581279392,0.639214773255538,0.760058126973164,0.915902223641942,1,0.905889831484046,0.354700081147397,0.0649829784995906,0,0.174792012562108,0.800155276023273
"YHR208W",1,0.969122860602878,0.933304381114808,0.8944389199878,0.836921041372806,0.802792981993498,0.796118705093223,0.902966155710699,0.801826948548668,0.630915397628068,0.369094193642241,0
"YPL096C-A",0.322840377439647,0.309452176174103,0.285000269298751,0.24330225805585,0.166812025929064,0.0695836716148564,0,0.0207088488589299,0.0803030996600766,0.238842899357988,0.529406689823694,1
"YDR050C",1,0.880608369491069,0.743469722694016,0.582154761588849,0.368908495347225,0.168684894606096,0.0571478053268224,0.217892825917533,0.106536828136444,0.0336417696627114,0,0.0339506168141881
"YLR432W",0.964490436926581,0.973657800259667,0.980221105128048,0.985757874517007,0.988401671938379,1,0.97006613831118,0.806559132510365,0.759159994002885,0.623720753113054,0.392090993812173,0
"YER019C-A",0.141525740026723,0.204884309747949,0.300283140020277,0.394969619051194,0.578305500898697,0.589851591636883,0.494398934325453,0.0484376230175423,0,0.152477111841296,0.481063973169506,1
"YOR332W",0.528253999991702,0.543780626530268,0.560179038806152,0.562978964022861,0.591251272669251,0.5005197815234,0.357846751570894,0.112838600103698,0,0.0825101021583147,0.379231725953781,1
"YFL004W",0.878886058723659,0.905592629292627,0.913185353935143,0.896294758731322,0.83417762733513,0.713630500797887,0.520983199346961,0.228433223116909,0,0.0177017291284432,0.292515688821834,1
"YLR447C",0.850818852397819,0.777672779270872,0.676153548938519,0.550470463955886,0.333206202349927,0.214433273539614,0.123108625584537,0.0408926500031357,0,0.114137965282113,0.415970945312786,1
"YDL095W",0.178106535739868,0.124866853103358,0.0749767449441115,0.0497846608384783,0,0.126249234410649,0.355506608691573,0.868801853724194,0.763949090843561,0.745427556957235,0.769538032858864,1
"YGR020C",1,0.95576082079418,0.909156090030827,0.842418162314214,0.792327833374483,0.617521124140369,0.41150399881195,0.154959125142337,0.0695255863189363,0.0219502940250487,0.0137017944829044,0
"YGL103W",1,0.925163381252363,0.759753398409449,0.557708156948594,0.0264673992513921,0,0.112487419576814,0.442318816785683,0.759042393259375,0.785483995748288,0.62079605875359,0.170600489957552
"YFL046W",0.49783503447012,0.547116485147659,0.603911229806207,0.637032975472331,0.733359284388498,0.569231404646427,0.347886480484069,0.0819853574883038,0,0.0899899187355759,0.394539540396627,1
"YBR196C",1,0.881516396839426,0.737140640570036,0.580864889595617,0.328701267494095,0.234952974151399,0.243488836086443,0.521196079476981,0.44996234842924,0.341716018174382,0.18638980769399,0
"YIL069C",0.686339534236118,0.692356103775478,0.680964121453045,0.664189800290784,0.579335457955483,0.589771552654655,0.64977288771468,0.845022366302561,1,0.922256185351492,0.631426560285272,0
"YDL185W",1,0.883945577021655,0.728424070051477,0.55366696128683,0.245084266825268,0.136282455695827,0.0963461750068877,0.209784885921836,0.122250485075976,0.0515520696108988,0,0.010029269381436
"YLL014W",0,0.110568426612627,0.256175205765329,0.422354957350202,0.700202829533492,0.843071255331698,0.912914687146759,0.746918424362376,0.927389066661813,1,0.974095885869869,0.731178133569791
"YNR043W",0,0.0679476482129203,0.142752383972883,0.213587106134814,0.313300156998491,0.288059783021461,0.268452662076255,0.362456151613083,0.496413297908298,0.629447812809914,0.796678681618162,1
"YPR114W",0.589964665205316,0.585544003480546,0.589971141600348,0.601337653133907,0.64498980548061,0.644304075901359,0.696803741334957,0.964295958819585,1,0.868642969540852,0.561308927481416,0
"YGL234W",1,0.947539183948859,0.884086823943331,0.819476588733959,0.714250744629861,0.709976921705361,0.711632312293252,0.694224178943768,0.560903830527392,0.41077649504901,0.219904530576668,0
"YNL131W",0.834217492822169,0.87740975949533,0.920554791190917,0.939701574305102,1,0.856869437499449,0.628419052029069,0.256068919828562,0.0636097777273515,0,0.0912268950362067,0.415101212289437
"YPR035W",1,0.981999474835894,0.950332013701765,0.908015889459408,0.81193675245252,0.765607614535012,0.751814221916207,0.898327449514966,0.687630327567982,0.468687291943357,0.217387484715214,0
"YIL163C",0.54887541926279,0.471298027070818,0.375695253541653,0.267792213666759,0.118947486924922,0.00553181691603454,0,0.253970739557986,0.586280281315218,0.800055561154256,0.971375251939767,1
"YNL190W",1,0.839515353396443,0.672032466712211,0.486944876495829,0.289977746616348,0.0709850093634986,0,0.32009764400348,0.465418263550293,0.497626355887689,0.441200816481634,0.172773124875252
"YLR339C",1,0.84021520440737,0.623441092629047,0.414350604896719,0,0.0974466660402418,0.190133467916945,0.0013718316774963,0.0442353158833764,0.13770728609367,0.279948111967807,0.50200713032452
"YFR025C",1,0.969871220783806,0.914501938736386,0.831657677516184,0.671626855770585,0.524397423365041,0.421313344731589,0.518671758721752,0.390229734067038,0.249255338344085,0.107311195391418,0
"YIL145C",1,0.818996797034875,0.607250778813721,0.389688257009166,0.0468757841608463,0,0.0533580195006468,0.127597878757901,0.422612368965003,0.66972859438783,0.896402178866616,0.981009100361185
"YOR164C",0.905599223830549,0.764267556807542,0.611533731797633,0.445565229692533,0.28067585297657,0.102550037953803,0,0.0812508201348028,0.0488724612257857,0.155301264638721,0.44170271793547,1
"YIL114C",0.446341020644848,0.37691740188789,0.291502650800254,0.199269623420081,0.0680652260889303,0,0.0287870926709237,0.330981669495505,0.394071883393822,0.489093365966379,0.662847767880157,1
"YCL011C",0.642160421191877,0.722220327840918,0.807180140612951,0.880561665352448,1,0.949722139971538,0.765869223845483,0.312533178971221,0.0528216469980915,0,0.156961260778769,0.669484104307417
"YJR134C",1,0.999669174819961,0.98964639892825,0.954544081112988,0.916351365869123,0.756301094630582,0.534857152525667,0.221795626400062,0.00426226071603633,0,0.222334216977544,0.798813484565816
"YGL102C",1,0.918967899181657,0.751469672588482,0.548883439652957,0.0309107330132807,0,0.116255948976546,0.45447130666894,0.850063358331248,0.934336663093399,0.81262141646424,0.350359124496404
"YLR021W",0.996228689276696,1,0.973655848086302,0.904673849916438,0.770965129602017,0.546126207234612,0.294254057436806,0.04279876399594,0,0.0568192708136547,0.2761763685412,0.711498862358802
"YCR059C",0,0.0549357953269114,0.106655030117883,0.153207605120595,0.156593733064693,0.16746003881926,0.242632269442321,0.518288020723541,0.911142778915091,1,0.812416351257054,0.105255456257315
"YBR043C",0,0.0500537018561426,0.146282922189754,0.253336299566811,0.563482808409397,0.496228048828186,0.362117636912263,0.117074400026124,0.36432997276063,0.59517865677669,0.851046922487511,1
"YLR413W",0.98020340407624,0.903664401940634,0.817041495416027,0.727643263295485,0.636174214603345,0.551363933402578,0.541548622041335,0.717892258716265,1,0.984622210912267,0.723315646111627,0
"YML106W",1,0.854163337758178,0.647365355180673,0.430723022958772,0.00355509791519975,0,0.0557110871512189,0.0654721367389853,0.250783206159128,0.308922942426412,0.280411286766927,0.0853669561010285
"YDL131W",0.840807718892293,0.832820240091761,0.826532892138347,0.829949052511555,0.823986976458507,0.863538792352661,0.908535215599269,0.984296645023385,1,0.878276369988176,0.580384760198789,0
"YGR192C",1,0.824607493300739,0.621285151813818,0.409335331585413,0.0965600510893282,0,0.00566975727099416,0.221524074493267,0.0514224508782113,0.0210151920889427,0.111410063677294,0.452916661843536
"YKL152C",1,0.855610991794493,0.6822033598453,0.488919223106481,0.195237080167246,0.0397802708047543,0,0.255904725035938,0.200576885264376,0.138969441749458,0.0716858901644346,0.0118042943906222
"YFR035C",0,0.0895793981976453,0.177504359306059,0.245438607481604,0.333757865831345,0.236504442836664,0.146958135738838,0.198806583577053,0.401449921291579,0.56436816845501,0.769114974998254,1
"YKL128C",0.55216422160105,0.495420133951169,0.39723243410075,0.289956377238879,0,0.0149933704482315,0.181760760000976,0.731560161329633,0.930420102960936,1,0.96189879260335,0.800547335444613
"YGR172C",1,0.95110957341527,0.878927317973029,0.777222418876134,0.634947632443964,0.439332065712508,0.253910093444231,0.161920002283533,0.0442378042450412,0,0.0672099300349596,0.314117946647689
"YPR086W",0,0.0620317514045885,0.170307131466022,0.32433492852809,0.617678069586436,0.863087724626343,1,0.77181388125497,0.69799051869028,0.723278841405381,0.786225468968873,0.923996120987657
"YLR044C",1,0.869799260185127,0.711998199882377,0.537633958825193,0.244570260776591,0.101069393239915,0.139135427953622,0.705556559291638,0.831843925285423,0.778342656434841,0.538135999270811,0
"YKL060C",1,0.89468483652372,0.764486833806263,0.609712816479372,0.373440566883045,0.200150635757531,0.121509139552003,0.321781160299348,0.260723892175451,0.182739392053622,0.0948691633193978,0
"YDL093W",0,0.106869283017906,0.227332983786014,0.343659610686428,0.51552166032637,0.503984168551406,0.517106597718483,0.72131050002666,0.954830421534087,1,0.911804991436867,0.590680864951196
"YBR187W",0.496175733935632,0.434244808702316,0.341101561719953,0.241702697315736,0,0.014817906759084,0.103506509592783,0.318442820495327,0.395474360595595,0.524974522258692,0.709008434560084,1
"YMR294W",0.226913821668385,0.28111825310663,0.340068572079854,0.389459542100078,0.481935105941994,0.421230486391219,0.299873341876127,0.0981021841672767,0,0.0830404805190467,0.373535932128816,1
"YJR118C",1,0.806479079357202,0.579628154516662,0.358734146405432,0.0247988152770924,0,0.0536191620731971,0.227679374351565,0.0384155816053988,0.0636372825834804,0.277123880124836,0.874822957070629
"YDR062W",0.0779844492955824,0.0440605471337199,0.0202918806532689,0.0577698649955233,0.0679663264084623,0.400715665571726,0.709351271560479,1,0.45328014451555,0.177087197377854,0,0.256110103411678
"YIL085C",0.0133458452711777,0.013745652248606,0.0121377352462605,0.0168685584998389,0,0.0693366679811756,0.134976188583668,0.0602354526671628,0.339918667959638,0.588247864777534,0.836291687670606,1
"YOL119C",1,0.961950821837289,0.898323453356613,0.799680118793477,0.65055106098901,0.434427293598637,0.21455222331269,0.0341260734978685,0,0.0607085889121467,0.269837557314946,0.674292135710218
"YDL198C",1,0.933738930503432,0.864851887419914,0.756690165091453,0.680558782683779,0.331658787157932,0.0396177020792628,0,0.261292471249704,0.452679654926641,0.643834973978968,0.65353413174923
"YHR172W",0.266473252108813,0.331331661816837,0.395968395664213,0.452430662363483,0.528010295380905,0.478267446906841,0.460743424564764,0.612027812378781,0.972981662392927,1,0.756433241969616,0
"YKL153W",1,0.852691967074641,0.675367573075843,0.478498639125131,0.172859024047211,0.0234100101445416,0,0.288635191115428,0.270041224695989,0.249949778017833,0.232147505442588,0.228656806195809
"YOR160W",1,0.953952361123103,0.854550952938015,0.705699818041095,0.394967174098582,0.159718657748955,0,0.123802119278344,0.0595073948421817,0.0187049833872035,0.0630457353003895,0.272301382403938
"YIL047C",0,0.00653921097226134,0.0164188514945121,0.032381935458364,0.0450276382292339,0.0857717018864952,0.175985414110484,0.383423059189717,0.557241033843963,0.710033733067723,0.861529995566388,1
"YEL002C",1,0.889242115117629,0.753712123542831,0.634582200735489,0.380050874147699,0.490690019856702,0.630112609410192,0.795674766611995,0.41487548988978,0.186040357765514,0,0.0352845062065844
"YPL010W",0.751310630809242,0.654551394326219,0.560267334588438,0.477246983072147,0.39858913806801,0.417246020107988,0.42177887475298,0.320765663839134,0.00573127970084235,0,0.255801214581107,1
"YML078W",0.809625151006455,0.829734989318288,0.864988243729917,0.886068057138874,1,0.854939180511955,0.617966214403908,0.217868033871445,0.0558715212834486,0,0.0541217768852778,0.231976788334228
"YDL170W",0.193740748191579,0.184118141840982,0.160084478155546,0.124669657863788,0.0198725236848292,0,0.0423268824930925,0.248086623359134,0.271946479626347,0.376977557729092,0.586650732326609,1
"YBR205W",0.134085099882781,0.130980851881367,0.159020239829319,0.217562985383144,0.376689982622477,0.44738124763654,0.567869163855986,0.924035180953802,1,0.910207093706184,0.611021997002657,0
"YOR326W",0.06614400937106,0.0626613318398689,0.0454158424436533,0.0489748390746302,0,0.128191771178692,0.304518688044455,0.604922841831892,0.82376704036331,0.946591617624982,1,0.983306241439331
