"ORF","Feature","AvgLife","Slope","AntiProb","H10.7","H14","H17.8","H22","H26.8","H32.2","H38.4","H45.4","H53.3","H62.2","H7.8","H72.3"
"YPL105C","SYH1",30.3764705882353,0.194046241154954,0,0.124820089826024,0.136913786585822,0.151975062609299,0.172826079135988,0.198667279207921,0.206718298625146,0.198692468922261,0.155523614579385,0.130918901187047,0.129979636794843,0.115344797805979,0.177388354903875
"YDL101C","DUN1",19.75,0.291124536301657,0,0.170403462756896,0.168593283385204,0.166576224091025,0.16061851140747,0.154535002711364,0.144262857427745,0.135535090715136,0.107925542987877,0.118741384146353,0.167418965894713,0.170257952662297,0.293281630411695
"YER017C","AFG3",12.5824175824176,0.297065057535164,1,0.301011254054897,0.299071345167974,0.295046266041865,0.276213219592054,0.268892309328671,0.243947451661323,0.206296573288616,0.191740762531359,0.215879126869772,0.2797390281434,0.297167753271073,0.544819075753296
"YNL169C","PSD1",13.9322033898305,0.322532032694251,0,0.273841189433516,0.264412502095852,0.257996972454554,0.247818958782781,0.2643260988194,0.273485810160274,0.282738927949312,0.264213221855981,0.253631606688765,0.260243951143328,0.282496388079758,0.315598664724235
"YKL212W","SAC1",15.8947368421053,0.334310104609777,0,2.32701768416759,2.38285770597713,2.4662557404126,2.61483141946733,2.67548429264772,2.65485232281037,2.60310277735548,2.5206646734683,2.53672638845573,2.52633665322506,2.28866464364084,2.44806111130612
"YOL052C","SPE2",24.4,0.339274357654579,0,0.235143277489975,0.243524709060836,0.25621228509889,0.276135397885207,0.298960655956293,0.31202212471347,0.29915233357213,0.246422891452174,0.224057153423045,0.235423833545208,0.22973389022531,0.342292262539325
"YIL052C","RPL34B",36.2093023255814,0.347105527445556,1,0.0892780207228601,0.0918371107818826,0.0961380310446783,0.105369078584996,0.106074542937182,0.106443145838978,0.105604515244904,0.100579268046827,0.100811782498475,0.0997456759693818,0.0877456710968672,0.0954368127710985
"YBL007C","SLA1",11.375,0.352633310850414,0,5.33088340451811,5.72758833286602,6.1622112286953,6.84061099760948,6.74012999449764,6.17124443131533,4.84581543167164,4.52654363716682,4.75278686482768,5.79089301302202,4.9979393883553,9.48074618013795
"YFR047C","BNA6",23.4,0.385681983545946,0,0.477687766687474,0.48421966723124,0.495168585688519,0.505698209563891,0.518663456762118,0.541435945596689,0.557805525461532,0.605106869806952,0.595305852584012,0.548258363860024,0.470383570917452,0.453089711185601
"YJR066W","TOR1",14.1578947368421,0.431015003748129,1,1.36184454811855,1.47774542299552,1.66155733854214,2.04028808103735,2.48623749410222,2.70027577196595,2.7558348541172,2.51107575478526,2.29987642068278,2.03438224603597,1.29736362256032,1.78640561700379
"YPL031C","PHO85",12.5230769230769,0.447861444490835,0,0.122789993494767,0.149336981173896,0.191312430953418,0.254118913496037,0.33895709616782,0.387252576222438,0.383673185648105,0.338679227990336,0.296688675340238,0.251189289153144,0.10525376983906,0.220035807770746
"YDR121W","DPB4",23.7790697674419,0.460762731426737,0,0.0909988303557854,0.087927171910314,0.0854365037877356,0.0824920529122224,0.0829836253827719,0.0870742228684214,0.109766081678106,0.138972288714819,0.144271586130425,0.127778925388527,0.0941660129411081,0.0784330704422471
"YNL330C","RPD3",21.6630434782609,0.493237286412627,1,0.270430167785983,0.257305919505638,0.24424545219993,0.22946715743304,0.265206209484561,0.311237937920175,0.353464515149701,0.376255279996946,0.362706328159898,0.325359573151923,0.285385035162711,0.265869307672403
"YOR136W","IDH2",15.1,0.51551117969935,1,4.31027291362946,4.55596263309156,4.83339823537091,5.17133985523007,5.34146024024709,5.30781531065595,4.89358746909588,4.93899169560672,4.93966576276267,4.97548547968716,4.09164260572144,5.06791116072579
"YGL115W","SNF4",22.3863636363636,0.515627448057018,1,0.295119083673359,0.324662088649345,0.377030376528273,0.466650367907641,0.640489167221086,0.75523383045374,0.811447957602818,0.713479889189529,0.618221357512288,0.529452157214242,0.281794731129447,0.498639027235726
"YLR373C","VID22",13.5555555555556,0.53253505364319,0,0.364531075351175,0.380342563098093,0.404047247617955,0.445415557366476,0.493332607730404,0.471719973022238,0.410088355784681,0.381640907770842,0.391740982951304,0.432384739144144,0.354224828158062,0.531101865914186
"YHL011C","PRS3",28.2,0.53464059454924,1,0.319206613753524,0.310578008582189,0.301592988908721,0.29540257011383,0.297826652502012,0.309583899861738,0.326248232993847,0.303057312801798,0.296411566566954,0.325910210063652,0.329183984842735,0.436271653956452
"YDR262W","YDR262W",21.4,0.599680191046343,0,0.118434221572659,0.110723540515296,0.103072497615922,0.0880377987950327,0.109759595973038,0.121069958899792,0.126961418864485,0.131469292549909,0.132831187527696,0.131420714230472,0.125340947099773,0.129843874624571
"YLR180W","SAM1",22.8390804597701,0.611148549237903,1,2.04386332162785,2.0752437260258,2.10744482297864,2.17100677469613,2.19528193704936,2.16807726065561,2.05968081639005,1.98808531090369,2.03818434339485,2.24464984264707,2.02218686683198,2.81760758004754
"YJR077C","MIR1",25.9770114942529,0.614693745607258,1,1.18479999643117,1.16781536307027,1.16775377785205,1.15147747799758,1.1391674875668,1.18287907364773,1.31403408975234,1.30015855829,1.2916868692272,1.26554449983087,1.19595759582303,1.2205108746836
"YNL180C","RHO5",19.4,0.623431212178501,0,0.496184623583941,0.504546486803135,0.525372260290499,0.536006943061067,0.65142242796629,0.88047472006309,1.27960660520716,1.35974846212227,1.29868930937989,1.02108124796336,0.491121410036993,0.68549936655171
"YFR010W","UBP6",18.8620689655172,0.638778220690972,0,4.86585891499838,5.40326764659871,5.93700259902269,6.4142919019382,6.33378648773892,5.91747047115326,5.24247587151886,5.58434851618625,5.78872782983429,6.25113981099247,4.41424964557058,7.00460413704729
"YKL206C","ADD66",23.8,0.647597148007018,0,0.32032287406665,0.317726644390527,0.307537763814514,0.268199297784877,0.338798383764134,0.432542333671694,0.510133041429971,0.523935645358458,0.463269095121785,0.4084136281081,0.322171911922072,0.41103256762644
"YDR395W","SXM1",29.6,0.64794562141213,0,1.70347676383257,1.744660913973,1.78656279037858,1.82583828023755,1.76014519165619,1.73240744261181,1.70458933278567,1.7005019159219,1.73747673378005,1.85031063037156,1.66103721323309,2.11329678849393
"YKL069W","YKL069W",20.6,0.653429923115763,0,0.452200230508507,0.464083505538174,0.489336914763977,0.539641271830835,0.626476084623117,0.672744974832544,0.65402128906996,0.602188196234731,0.603343095097452,0.600331513165722,0.449925596692427,0.591697495832392
"YER091C","MET6",26.3218390804598,0.653788146516774,0,31.9823590728918,32.8615772453808,33.9113093762479,35.7988255211734,36.5430090720784,36.8492733580798,35.7143774469742,35.0676429922046,35.036207785732,35.4312584197661,31.3315323584812,36.5687064065018
"YNL220W","ADE12",31.4,0.670999651280846,1,4.14842151972173,4.23458858570312,4.32277177006522,4.45830415750621,4.46034302913823,4.41644508984565,4.38210797720097,4.31532904063761,4.27594597255801,4.37500101402234,4.07777326020605,4.75107308669578
"YMR029C","FAR8",26.2,0.678194505652628,1,0.255484289845141,0.264629337981164,0.28243711795532,0.298144964659058,0.346126493726024,0.413773966159785,0.451064151581097,0.399014509070827,0.361569139380467,0.345929456969171,0.249133622940413,0.385132923511879
"YLR384C","IKI3",27.5,0.68583669144098,1,0.76793498717413,0.779071538506223,0.79789853303433,0.829070585739741,0.885914025158915,0.916957871984282,0.974768697410857,0.891162863226157,0.852699661516307,0.850927247420772,0.763804282787181,0.948938407207021
"YIL103W","DPH1",31,0.68890726081053,0,0.0846122406143983,0.0840688399343056,0.0854770707275142,0.0926978149325654,0.102360279654098,0.113291321774869,0.132726950125367,0.120233543237237,0.114972395113493,0.110292061438288,0.0872268229197339,0.108161920448387
"YIL066C","RNR3",31.9714285714286,0.69329016783318,0,2.10232222356836,2.13347855682182,2.19188507901527,2.37403533662985,2.77012566075827,2.80739963839822,2.63255052372209,2.33934102472142,2.38683153193698,2.59527408838793,2.11812020689151,2.98266490852455
"YGL135W","RPL1B",31.1294117647059,0.724154530905675,1,0.979046588930654,1.00692749714044,1.04918857900271,1.12982879539774,1.15645961475627,1.16437192919252,1.16666217975001,1.11674401793545,1.11674217192449,1.13258142124553,0.961074207654478,1.17662983785887
"YOR061W","CKA2",36.5411764705882,0.728215638398255,1,0.612926761712685,0.638363896285721,0.676392918360243,0.743878614331332,0.805216244865339,0.833864139884929,0.858893911494449,0.912088344434901,0.919369111387229,0.872570113282758,0.596153340569404,0.756218053059826
"YNL123W","NMA111",28.6,0.730759811363251,0,1.13022133677899,1.17237423148765,1.23256276755504,1.35986934199977,1.43941977916328,1.4575080169021,1.35814676514426,1.22802047822123,1.26551179343528,1.43154778953906,1.10646161769296,1.9724574478937
"YML073C","RPL6A",35.5,0.735178238386126,0,0.0511751022312733,0.0512447294816042,0.0510839973714996,0.0508034534439698,0.0490890297442849,0.04943210179165,0.0519989476963302,0.0557888926760353,0.0579099198045677,0.0579182087896308,0.0510676609780146,0.0541116630013796
"YKL135C","APL2",18.8,0.739344719912955,0,0.971228773348701,1.00615369234887,1.05184745576716,1.11577028151395,1.20128550822825,1.28215622486109,1.33882514117599,1.34851660709936,1.32617019560133,1.2725521015716,0.945418415818744,1.1914296286085
