fbud,Feature.Systematic.Name,t7.8,t10.7,t14,t17.8,t22,t26.8,t32.2,t38.4,t45.4,t53.3,t62.2,t72.3,tRowSum,,hours,St7.8,St10.7,St14,St17.8,St22,St26.8,St32.2,St38.4,St45.4,St53.3,St62.2,,tDifSum,,absSt1,absSt2,absSt3,absSt4,absSt5,absSt6,absSt7,absSt8,absSt9,absSt10,absSt11,ABStsum,,tMin,tMax,tRange,,buds,,tn7.8,tn10.7,tn14,tn17.8,tn22,tn26.8,tn32.2,tn38.4,tn45.4,tn53.3,tn62.2,tn72.3,,p7.8,p10.7,p14,p17.8,p22,p26.8,p32.2,p38.4,p45.4,p53.3,p62.2,p72.3,,hours,,StSlopeDifs,pSopeDifs-tSlopeDifs,,,,Sp-St7.8,Sp-St10.7,Sp-St14,Sp-St17.8,Sp-St22,Sp-St26.8,Sp-St32.2,Sp-St38.4,Sp-St45.4,Sp-St53.3,Sp-St62.2,SpSlopeDifs,,ABSSp-St7.8,ABSSp-St10.7,ABSSp-St14,ABSSp-St17.8,ABSSp-St22,ABSSp-St26.8,ABSSp-St32.2,ABSSp-St38.4,ABSSp-St45.4,ABSSp-St53.3,ABSSp-St62.2,SumABSSp-St,buds,,,,,Sp7.8,Sp10.7,Sp14,Sp17.8,Sp22,Sp26.8,Sp32.2,Sp38.4,Sp45.4,Sp53.3,Sp62.2,,pSlopeSum,,ABSSp7.8,ABSSp10.7,ABSSp14,ABSSp17.8,ABSSp22,ABSSp26.8,ABSSp32.2,ABSSp38.4,ABSSp45.4,ABSSp53.3,ABSSp62.2,ABSpSlopeSome,,buds,,pn7.8,pn10.7,pn14,pn17.8,pn22,pn26.8,pn32.2,pn38.4,pn45.4,pn53.3,pn62.2,pn72.3,,pMin,pMax,pRange,,p-tn7.8,p-tn10.7,p-tn14,p-tn17.8,p-tn22,p-tn26.8,p-tn32.2,p-tn38.4,p-tn45.4,p-tn53.3,p-tn62.2,p-tn72.3,SDp-tn,,,ABSp-tn7.8,ABSp-tn10.7,ABSp-tn14,ABSp-tn17.8,ABSp-tn22,ABSp-tn26.8,ABSp-tn32.2,ABSp-tn38.4,ABSp-tn45.4,ABSp-tn53.3,ABSp-tn62.2,ABSp-tn72.3,SDABSp-t,,,tA,pA,tA/pA,tR/pR,Averages/Ranges,tM/tR,pM/pR,t/p
CYS3,YAL012W,289,273,251,228,189,177,184,233,257,263,254,222,2820,,,-5.517241379,2.056074766,-6.052631579,-9.285714286,-2.5,1.296296296,7.903225806,3.428571429,0.759493671,-1.011235955,-3.168316832,,-12.09147806,,5.517241379,7.586206897,6.052631579,-9.285714286,2.5,1.296296296,7.903225806,3.428571429,0.759493671,1.011235955,3.168316832,29.93750556,,177,289,112,,17,,1,0.857142857,0.660714286,0.455357143,0.107142857,0,0.0625,0.5,0.714285714,0.767857143,0.6875,0.401785714,,3139,3103,3047,2954,2789,2711,2581,2489,2516,2426,2317,2190,,,,-12.09147806,-156.9188482,,,,-6.896551724,-19.02577174,-18.42105263,-30,-13.75,-25.37037037,-22.74193548,-0.01084991,-12.15189873,-11.23595506,-9.405940594,-169.0103262,,6.896551724,19.02577174,18.42105263,30,13.75,25.37037037,22.74193548,0.01084991,12.15189873,11.23595506,9.405940594,169.0103262,17,,,,,-12.4137931,-16.96969697,-24.47368421,-39.28571429,-16.25,-24.07407407,-14.83870968,3.417721519,-11.39240506,-12.24719101,-12.57425743,,-181.1018043,,12.4137931,16.96969697,24.47368421,39.28571429,16.25,24.07407407,14.83870968,3.417721519,11.39240506,12.24719101,12.57425743,187.9372473,,17,,1,0.962065332,0.903055848,0.805057956,0.631190727,0.548998946,0.412012645,0.315068493,0.343519494,0.248682824,0.133825079,0,,2190,3139,949,,0,0.104922475,0.242341563,0.349700813,0.52404787,0.548998946,0.349512645,-0.184931507,-0.37076622,-0.519174319,-0.553674921,-0.401785714,0.08919163,,,0,0.104922475,0.242341563,0.349700813,0.52404787,0.548998946,0.349512645,0.184931507,0.37076622,0.519174319,0.553674921,0.401785714,4.149856992,,,235,2688,0,0,2,3,1,2
YME1,YPR024W,37,38,39,41,44,47,49,56,55,52,44,32,534,,,0.344827586,-0.093457944,0.526315789,0.714285714,0.625,0.37037037,1.129032258,-0.142857143,-0.379746835,-0.898876404,-1.188118812,,1.00677458,,0.344827586,0.344827586,0.526315789,0.714285714,0.625,0.37037037,1.129032258,0.142857143,0.379746835,0.898876404,1.188118812,6.664258499,,32,56,24,,17,,0.208333333,0.25,0.291666667,0.375,0.5,0.625,0.708333333,1,0.958333333,0.833333333,0.5,0,,17,15,14,11,8,8,8,8,8,9,10,11,,,,1.00677458,-4.172042304,,,,-1.034482759,-0.209572359,-1.315789474,-1.428571429,-0.625,-0.37037037,-1.129032258,0.142857143,0.506329114,1.011235955,1.287128713,-3.165267724,,1.034482759,0.209572359,1.315789474,1.428571429,0.625,0.37037037,1.129032258,0.142857143,0.506329114,1.011235955,1.287128713,9.060369573,17,,,,,-0.689655172,-0.303030303,-0.789473684,-0.714285714,0,0,0,0,0.126582278,0.112359551,0.099009901,,-2.158493144,,0.689655172,0.303030303,0.789473684,0.714285714,0,0,0,0,0.126582278,0.112359551,0.099009901,2.834396604,,17,,1,0.777777778,0.666666667,0.333333333,0,0,0,0,0,0.111111111,0.222222222,0.333333333,,8,17,9,,0.791666667,0.527777778,0.375,-0.041666667,-0.5,-0.625,-0.708333333,-1,-0.958333333,-0.722222222,-0.277777778,0.333333333,-2.805555556,,,0.791666667,0.527777778,0.375,0.041666667,0.5,0.625,0.708333333,1,0.958333333,0.722222222,0.277777778,0.333333333,6.861111111,,,45,10,4,3,2,2,2,1
SRB2,YHR041C,60,60,60,60,58,57,56,60,61,61,63,64,720,,,0,0,0,-0.476190476,-0.208333333,-0.185185185,0.64516129,0.142857143,0,0.224719101,0.099009901,,0.242038441,,0,0,0,-0.476190476,0.208333333,0.185185185,0.64516129,0.142857143,0,0.224719101,0.099009901,1.029075478,,56,64,8,,17,,0.5,0.5,0.5,0.5,0.25,0.125,0,0.5,0.625,0.625,0.875,1,,12,12,12,12,12,12,12,13,12,12,13,13,,,,0.242038441,-0.337009287,,,,0,0,0,0.476190476,0.208333333,0.185185185,-0.483870968,-0.269439421,0,-0.112359551,-0.099009901,-0.094970846,,0,0,0,0.476190476,0.208333333,0.185185185,0.483870968,0.269439421,0,0.112359551,0.099009901,1.834388835,17,,,,,0,0,0,0,0,0,0.161290323,-0.126582278,0,0.112359551,0,,0.147067595,,0,0,0,0,0,0,0.161290323,0.126582278,0,0.112359551,0,0.400232152,,17,,0,0,0,0,0,0,0,1,0,0,1,1,,12,13,1,,-0.5,-0.5,-0.5,-0.5,-0.25,-0.125,0,0.5,-0.625,-0.625,0.125,0,-3,,,0.5,0.5,0.5,0.5,0.25,0.125,0,0.5,0.625,0.625,0.125,0,4.25,,,60,12,5,6,1,8,10,1
PDX3,YBR035C,158,156,155,155,160,156,151,146,132,122,113,109,1713,,,-0.689655172,0.093457944,0,1.19047619,-0.833333333,-0.925925926,-0.806451613,-2,-1.265822785,-1.011235955,-0.396039604,,-6.644530254,,0.689655172,0.344827586,0,1.19047619,0.833333333,0.925925926,0.806451613,2,1.265822785,1.011235955,0.396039604,9.463768165,,109,160,51,,17,,0.960784314,0.921568627,0.901960784,0.901960784,1,0.921568627,0.823529412,0.725490196,0.450980392,0.254901961,0.078431373,0,,230,232,232,231,222,220,235,252,252,241,237,253,,,,-6.644530254,16.41806239,,,,1.379310345,-0.093457944,-0.263157895,-3.333333333,0.416666667,3.703703704,3.548387097,2,-0.126582278,0.561797753,1.98019802,9.773532134,,1.379310345,0.093457944,0.263157895,3.333333333,0.416666667,3.703703704,3.548387097,2,0.126582278,0.561797753,1.98019802,17.40659504,17,,,,,0.689655172,0,-0.263157895,-2.142857143,-0.416666667,2.777777778,2.741935484,0,-1.392405063,-0.449438202,1.584158416,,3.12900188,,0.689655172,0,0.263157895,2.142857143,0.416666667,2.777777778,2.741935484,0,1.392405063,0.449438202,1.584158416,12.45805182,,17,,0.303030303,0.363636364,0.363636364,0.333333333,0.060606061,0,0.454545455,0.96969697,0.96969697,0.636363636,0.515151515,1,,220,253,33,,-0.657754011,-0.557932264,-0.538324421,-0.568627451,-0.939393939,-0.921568627,-0.368983957,0.244206774,0.518716578,0.381461676,0.436720143,1,-1.971479501,,,0.657754011,0.557932264,0.538324421,0.568627451,0.939393939,0.921568627,0.368983957,0.244206774,0.518716578,0.381461676,0.436720143,1,7.13368984,,,143,236,1,0,2,3,2,2
UTR4,YEL038W,68,68,68,69,70,71,72,74,74,82,98,126,940,,,0,0,0.263157895,0.238095238,0.208333333,0.185185185,0.322580645,0,1.012658228,1.797752809,2.772277228,,6.800040561,,0,0,0.263157895,0.238095238,0.208333333,0.185185185,0.322580645,0,1.012658228,1.797752809,2.772277228,6.800040561,,68,126,58,,17,,0,0,0,0.017241379,0.034482759,0.051724138,0.068965517,0.103448276,0.103448276,0.24137931,0.517241379,1,,69,69,67,64,58,47,39,32,29,25,21,18,,,,6.800040561,-22.9589111,,,,0,-0.606060606,-1.052631579,-1.666666667,-2.5,-1.666666667,-1.451612903,-0.379746835,-1.518987342,-2.247191011,-3.069306931,-16.15887054,,0,0.606060606,1.052631579,1.666666667,2.5,1.666666667,1.451612903,0.379746835,1.518987342,2.247191011,3.069306931,16.15887054,17,,,,,0,-0.606060606,-0.789473684,-1.428571429,-2.291666667,-1.481481481,-1.129032258,-0.379746835,-0.506329114,-0.449438202,-0.297029703,,-9.35882998,,0,0.606060606,0.789473684,1.428571429,2.291666667,1.481481481,1.129032258,0.379746835,0.506329114,0.449438202,0.297029703,9.35882998,,17,,1,1,0.960784314,0.901960784,0.784313725,0.568627451,0.411764706,0.274509804,0.215686275,0.137254902,0.058823529,0,,18,69,51,,1,1,0.960784314,0.884719405,0.749830967,0.516903313,0.342799189,0.171061528,0.112237999,-0.104124408,-0.45841785,-1,4.175794456,,,1,1,0.960784314,0.884719405,0.749830967,0.516903313,0.342799189,0.171061528,0.112237999,0.104124408,0.45841785,1,7.300878972,,,78,45,2,1,2,2,1,2
SEY1,YOR165W,37,37,37,37,38,37,37,37,37,37,35,32,438,,,0,0,0,0.238095238,-0.208333333,0,0,0,0,-0.224719101,-0.297029703,,-0.491986899,,0,0,0,0.238095238,0.208333333,0,0,0,0,0.224719101,0.297029703,0.968177376,,32,38,6,,17,,0.833333333,0.833333333,0.833333333,0.833333333,1,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.5,0,,83,86,89,94,101,106,107,107,104,101,101,105,,,,-0.491986899,6.773401392,,,,1.034482759,0.909090909,1.315789474,1.428571429,1.25,0.185185185,0,-0.379746835,-0.379746835,0.224719101,0.693069307,6.281414492,,1.034482759,0.909090909,1.315789474,1.428571429,1.25,0.185185185,0,0.379746835,0.379746835,0.224719101,0.693069307,7.800401834,17,,,,,1.034482759,0.909090909,1.315789474,1.666666667,1.041666667,0.185185185,0,-0.379746835,-0.379746835,0,0.396039604,,5.789427593,,1.034482759,0.909090909,1.315789474,1.666666667,1.041666667,0.185185185,0,0.379746835,0.379746835,0,0.396039604,7.308414935,,17,,0,0.125,0.25,0.458333333,0.75,0.958333333,1,1,0.875,0.75,0.75,0.916666667,,83,107,24,,-0.833333333,-0.708333333,-0.583333333,-0.375,-0.25,0.125,0.166666667,0.166666667,0.041666667,-0.083333333,0.25,0.916666667,-1.166666667,,,0.833333333,0.708333333,0.583333333,0.375,0.25,0.125,0.166666667,0.166666667,0.041666667,0.083333333,0.25,0.916666667,4.5,,,37,99,0,0,5,6,1,4
TOM70,YNL121C,86,85,83,82,80,80,79,75,71,68,65,64,918,,,-0.344827586,0.186915888,-0.263157895,-0.476190476,0,-0.185185185,-0.64516129,-0.571428571,-0.379746835,-0.337078652,-0.099009901,,-3.114870504,,0.344827586,0.689655172,0.263157895,-0.476190476,0,0.185185185,0.64516129,0.571428571,0.379746835,0.337078652,0.099009901,3.039060612,,64,86,22,,17,,1,0.954545455,0.863636364,0.818181818,0.727272727,0.727272727,0.681818182,0.5,0.318181818,0.181818182,0.045454545,0,,427,424,423,422,419,440,456,470,469,453,439,437,,,,-3.114870504,9.587859573,,,,-0.689655172,-0.489946191,0,-0.238095238,4.375,3.148148148,2.903225806,0.444846293,-1.64556962,-1.235955056,-0.099009901,6.472989069,,0.689655172,0.489946191,0,0.238095238,4.375,3.148148148,2.903225806,0.444846293,1.64556962,1.235955056,0.099009901,15.26945143,17,,,,,-1.034482759,-0.303030303,-0.263157895,-0.714285714,4.375,2.962962963,2.258064516,-0.126582278,-2.025316456,-1.573033708,-0.198019802,,3.358118564,,1.034482759,0.303030303,0.263157895,0.714285714,4.375,2.962962963,2.258064516,0.126582278,2.025316456,1.573033708,0.198019802,15.83393639,,17,,0.156862745,0.098039216,0.078431373,0.058823529,0,0.411764706,0.725490196,1,0.980392157,0.666666667,0.392156863,0.352941176,,419,470,51,,-0.843137255,-0.856506239,-0.785204991,-0.759358289,-0.727272727,-0.315508021,0.043672014,0.5,0.662210339,0.484848485,0.346702317,0.352941176,-1.896613191,,,0.843137255,0.856506239,0.785204991,0.759358289,0.727272727,0.315508021,0.043672014,0.5,0.662210339,0.484848485,0.346702317,0.352941176,6.677361854,,,77,440,0,0,3,4,1,3
TOM1,YDR457W,9,9,9,8,8,8,8,8,8,8,8,8,99,,,0,0,-0.263157895,0,0,0,0,0,0,0,0,,-0.263157895,,0,0,0.263157895,0,0,0,0,0,0,0,0,0.263157895,,8,9,1,,16,,1,1,1,0,0,0,0,0,0,0,0,0,,26,25,24,22,21,23,25,28,28,29,30,32,,,,-0.263157895,0.821916508,,,,-0.344827586,-0.303030303,-0.263157895,-0.238095238,0.416666667,0.37037037,0.483870968,0,0.126582278,0.112359551,0.198019802,0.558758614,,0.344827586,0.303030303,0.263157895,0.238095238,0.416666667,0.37037037,0.483870968,0,0.126582278,0.112359551,0.198019802,2.856980658,16,,,,,-0.344827586,-0.303030303,-0.526315789,-0.238095238,0.416666667,0.37037037,0.483870968,0,0.126582278,0.112359551,0.198019802,,0.295600719,,0.344827586,0.303030303,0.526315789,0.238095238,0.416666667,0.37037037,0.483870968,0,0.126582278,0.112359551,0.198019802,3.120138553,,16,,0.454545455,0.363636364,0.272727273,0.090909091,0,0.181818182,0.363636364,0.636363636,0.636363636,0.727272727,0.818181818,1,,21,32,11,,-0.545454545,-0.636363636,-0.727272727,0.090909091,0,0.181818182,0.363636364,0.636363636,0.636363636,0.727272727,0.818181818,1,2.545454545,,,0.545454545,0.636363636,0.727272727,0.090909091,0,0.181818182,0.363636364,0.636363636,0.636363636,0.727272727,0.818181818,1,6.363636364,,,8,26,0,0,6,7,1,5
SSH1,YBR283C,199,195,191,186,179,178,177,178,175,175,179,189,2201,,,-1.379310345,0.373831776,-1.315789474,-1.666666667,-0.208333333,-0.185185185,0.161290323,-0.428571429,0,0.449438202,0.99009901,,-3.209197122,,1.379310345,1.379310345,1.315789474,-1.666666667,0.208333333,0.185185185,0.161290323,0.428571429,0,0.449438202,0.99009901,4.830660978,,175,199,24,,16,,1,0.833333333,0.666666667,0.458333333,0.166666667,0.125,0.083333333,0.125,0,0,0.166666667,0.583333333,,282,288,299,317,348,383,382,371,355,373,419,507,,,,-3.209197122,43.40535068,,,,3.448275862,2.959501558,6.052631579,9.047619048,7.5,0,-1.935483871,-1.596745027,2.278481013,4.719101124,7.722772277,40.19615356,,3.448275862,2.959501558,6.052631579,9.047619048,7.5,0,1.935483871,1.596745027,2.278481013,4.719101124,7.722772277,47.26061136,16,,,,,2.068965517,3.333333333,4.736842105,7.380952381,7.291666667,-0.185185185,-1.774193548,-2.025316456,2.278481013,5.168539326,8.712871287,,36.98695644,,2.068965517,3.333333333,4.736842105,7.380952381,7.291666667,0.185185185,1.774193548,2.025316456,2.278481013,5.168539326,8.712871287,44.95634682,,16,,0,0.026666667,0.075555556,0.155555556,0.293333333,0.448888889,0.444444444,0.395555556,0.324444444,0.404444444,0.608888889,1,,282,507,225,,-1,-0.806666667,-0.591111111,-0.302777778,0.126666667,0.323888889,0.361111111,0.270555556,0.324444444,0.404444444,0.442222222,0.416666667,-0.030555556,,,1,0.806666667,0.591111111,0.302777778,0.126666667,0.323888889,0.361111111,0.270555556,0.324444444,0.404444444,0.442222222,0.416666667,5.370555556,,,183,360,1,0,7,8,2,5
PEP3,YLR148W,14,14,13,13,13,13,13,13,13,12,11,11,153,,,0,0.093457944,0,0,0,0,0,0,-0.126582278,-0.112359551,0,,-0.145483885,,0,0.344827586,0,0,0,0,0,0,0.126582278,0.112359551,0,0.583769415,,11,14,3,,16,,1,1,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.333333333,0,0,,0,0,0,0,1,1,1,1,1,1,1,1,,,,-0.145483885,0.529063008,,,,0,-0.093457944,0,0.238095238,0,0,0,0,0.126582278,0.112359551,0,0.383579123,,0,0.093457944,0,0.238095238,0,0,0,0,0.126582278,0.112359551,0,0.570495011,16,,,,,0,0,0,0.238095238,0,0,0,0,0,0,0,,0.238095238,,0,0,0,0.238095238,0,0,0,0,0,0,0,0.238095238,,16,,0,0,0,0,1,1,1,1,1,1,1,1,,0,1,1,,-1,-1,-0.666666667,-0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,1,1,1,,,1,1,0.666666667,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,1,1,7.666666667,,,13,1,23,12,2,4,2,2
STE20,YHL007C,46,45,43,41,38,37,37,37,37,38,38,40,477,,,-0.344827586,0.186915888,-0.526315789,-0.714285714,-0.208333333,0,0,0,0.126582278,0,0.198019802,,-1.282244455,,0.344827586,0.689655172,0.526315789,-0.714285714,0.208333333,0,0,0,0.126582278,0,0.198019802,1.379448248,,37,46,9,,16,,1,0.888888889,0.666666667,0.444444444,0.111111111,0,0,0,0,0.111111111,0.111111111,0.333333333,,4,4,5,5,6,8,9,9,9,9,9,10,,,,-1.282244455,3.806476204,,,,0.344827586,0.116114415,0.526315789,0.952380952,0.625,0.185185185,0,0,-0.126582278,0,-0.099009901,2.524231749,,0.344827586,0.116114415,0.526315789,0.952380952,0.625,0.185185185,0,0,0.126582278,0,0.099009901,2.975416108,16,,,,,0,0.303030303,0,0.238095238,0.416666667,0.185185185,0,0,0,0,0.099009901,,1.241987294,,0,0.303030303,0,0.238095238,0.416666667,0.185185185,0,0,0,0,0.099009901,1.241987294,,16,,0,0,0.166666667,0.166666667,0.333333333,0.666666667,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,1,,4,10,6,,-1,-0.888888889,-0.5,-0.277777778,0.222222222,0.666666667,0.833333333,0.833333333,0.833333333,0.722222222,0.722222222,0.666666667,2.833333333,,,1,0.888888889,0.5,0.277777778,0.222222222,0.666666667,0.833333333,0.833333333,0.833333333,0.722222222,0.722222222,0.666666667,8.166666667,,,40,7,6,2,3,5,2,3
SAC1,YKL212W,103,103,103,103,103,104,105,105,105,105,104,103,1246,,,0,0,0,0,0.208333333,0.185185185,0,0,0,-0.112359551,-0.099009901,,0.182149067,,0,0,0,0,0.208333333,0.185185185,0,0,0,0.112359551,0.099009901,0.60488797,,103,105,2,,16,,0,0,0,0,0,0.5,1,1,1,1,0.5,0,,236,240,246,254,270,279,279,274,265,266,262,251,,,,0.182149067,7.265324043,,,,1.379310345,1.818181818,2.105263158,3.80952381,1.666666667,-0.185185185,-0.806451613,-1.139240506,0.126582278,-0.337078652,-0.99009901,7.44747311,,1.379310345,1.818181818,2.105263158,3.80952381,1.666666667,0.185185185,0.806451613,1.139240506,0.126582278,0.337078652,0.99009901,14.36358304,16,,,,,1.379310345,1.818181818,2.105263158,3.80952381,1.875,0,-0.806451613,-1.139240506,0.126582278,-0.449438202,-1.089108911,,7.629622177,,1.379310345,1.818181818,2.105263158,3.80952381,1.875,0,0.806451613,1.139240506,0.126582278,0.449438202,1.089108911,14.59810064,,16,,0,0.093023256,0.23255814,0.418604651,0.790697674,1,1,0.88372093,0.674418605,0.697674419,0.604651163,0.348837209,,236,279,43,,0,0.093023256,0.23255814,0.418604651,0.790697674,0.5,0,-0.11627907,-0.325581395,-0.302325581,0.104651163,0.348837209,1.744186047,,,0,0.093023256,0.23255814,0.418604651,0.790697674,0.5,0,0.11627907,0.325581395,0.302325581,0.104651163,0.348837209,3.23255814,,,104,260,0,0,25,37,2,24
AAP1,YHR047C,14,14,14,13,13,13,13,13,12,13,14,17,163,,,0,0,-0.263157895,0,0,0,0,-0.142857143,0.126582278,0.112359551,0.297029703,,0.129956494,,0,0,0.263157895,0,0,0,0,0.142857143,0.126582278,0.112359551,0.297029703,0.94198657,,12,17,5,,16,,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0,0.2,0.4,1,,22,22,23,23,25,25,25,24,23,23,24,25,,,,0.129956494,0.442804641,,,,0,0.303030303,0.263157895,0.476190476,0,0,-0.161290323,0.016274864,-0.126582278,0,-0.198019802,0.572761135,,0,0.303030303,0.263157895,0.476190476,0,0,0.161290323,0.016274864,0.126582278,0,0.198019802,1.544545941,16,,,,,0,0.303030303,0,0.476190476,0,0,-0.161290323,-0.126582278,0,0.112359551,0.099009901,,0.70271763,,0,0.303030303,0,0.476190476,0,0,0.161290323,0.126582278,0,0.112359551,0.099009901,1.278462832,,16,,0,0,0.333333333,0.333333333,1,1,1,0.666666667,0.333333333,0.333333333,0.666666667,1,,22,25,3,,-0.4,-0.4,-0.066666667,0.133333333,0.8,0.8,0.8,0.466666667,0.333333333,0.133333333,0.266666667,0,2.866666667,,,0.4,0.4,0.066666667,0.133333333,0.8,0.8,0.8,0.466666667,0.333333333,0.133333333,0.266666667,0,4.6,,,13,24,1,1,1,3,3,1
YOP1,YPR028W,500,482,466,448,437,415,398,398,372,359,356,366,4997,,,-6.206896552,1.495327103,-4.736842105,-2.619047619,-4.583333333,-3.148148148,0,-3.714285714,-1.64556962,-0.337078652,0.99009901,,-24.50577563,,6.206896552,5.517241379,4.736842105,-2.619047619,4.583333333,3.148148148,0,3.714285714,1.64556962,0.337078652,0.99009901,28.26044689,,356,500,144,,16,,1,0.875,0.763888889,0.638888889,0.5625,0.409722222,0.291666667,0.291666667,0.111111111,0.020833333,0,0.069444444,,88,89,89,91,96,94,94,96,99,100,95,77,,,,-24.50577563,49.14143795,,,,6.551724138,-1.495327103,5.263157895,3.80952381,4.166666667,3.148148148,0.322580645,4.09403255,1.772151899,-0.224719101,-2.772277228,24.63566232,,6.551724138,1.495327103,5.263157895,3.80952381,4.166666667,3.148148148,0.322580645,4.09403255,1.772151899,0.224719101,2.772277228,33.62030918,16,,,,,0.344827586,0,0.526315789,1.19047619,-0.416666667,0,0.322580645,0.379746835,0.126582278,-0.561797753,-1.782178218,,0.129886688,,0.344827586,0,0.526315789,1.19047619,0.416666667,0,0.322580645,0.379746835,0.126582278,0.561797753,1.782178218,5.651171963,,16,,0.47826087,0.52173913,0.52173913,0.608695652,0.826086957,0.739130435,0.739130435,0.826086957,0.956521739,1,0.782608696,0,,77,100,23,,-0.52173913,-0.35326087,-0.242149758,-0.030193237,0.263586957,0.329408213,0.447463768,0.53442029,0.845410628,0.979166667,0.782608696,-0.069444444,2.965277778,,,0.52173913,0.35326087,0.242149758,0.030193237,0.263586957,0.329408213,0.447463768,0.53442029,0.845410628,0.979166667,0.782608696,0.069444444,5.398852657,,,416,92,5,6,1,3,4,1
PDA1,YER178W,244,240,237,234,237,234,231,233,209,198,195,211,2703,,,-1.379310345,0.280373832,-0.789473684,0.714285714,-0.625,-0.555555556,0.322580645,-3.428571429,-1.392405063,-0.337078652,1.584158416,,-5.605996121,,1.379310345,1.034482759,0.789473684,0.714285714,0.625,0.555555556,0.322580645,3.428571429,1.392405063,0.337078652,1.584158416,12.16290226,,195,244,49,,15,,1,0.918367347,0.857142857,0.795918367,0.857142857,0.795918367,0.734693878,0.775510204,0.285714286,0.06122449,0,0.326530612,,588,577,564,550,533,526,523,515,474,433,428,493,,,,-5.605996121,-12.06244721,,,,-2.413793103,-4.219767771,-2.894736842,-4.761904762,-0.833333333,0,-1.612903226,-1.761301989,-3.797468354,-0.224719101,4.851485149,-17.66844333,,2.413793103,4.219767771,2.894736842,4.761904762,0.833333333,0,1.612903226,1.761301989,3.797468354,0.224719101,4.851485149,27.37141363,15,,,,,-3.793103448,-3.939393939,-3.684210526,-4.047619048,-1.458333333,-0.555555556,-1.290322581,-5.189873418,-5.189873418,-0.561797753,6.435643564,,-23.27443946,,3.793103448,3.939393939,3.684210526,4.047619048,1.458333333,0.555555556,1.290322581,5.189873418,5.189873418,0.561797753,6.435643564,36.14572658,,15,,1,0.93125,0.85,0.7625,0.65625,0.6125,0.59375,0.54375,0.2875,0.03125,0,0.40625,,428,588,160,,0,0.012882653,-0.007142857,-0.033418367,-0.200892857,-0.183418367,-0.140943878,-0.231760204,0.001785714,-0.02997449,0,0.079719388,-0.733163265,,,0,0.012882653,0.007142857,0.033418367,0.200892857,0.183418367,0.140943878,0.231760204,0.001785714,0.02997449,0,0.079719388,0.921938776,,,225,517,0,0,3,5,2,3
HEK2,YBL032W,84,84,84,84,84,83,82,82,82,83,85,89,1006,,,0,0,0,0,-0.208333333,-0.185185185,0,0,0.126582278,0.224719101,0.396039604,,0.353822465,,0,0,0,0,0.208333333,0.185185185,0,0,0.126582278,0.224719101,0.396039604,1.140859502,,82,89,7,,15,,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.142857143,0,0,0,0.142857143,0.428571429,1,,126,127,127,127,125,129,149,171,174,160,134,96,,,,0.353822465,-0.829713302,,,,0.344827586,0,0,-0.476190476,1.041666667,3.888888889,3.548387097,0.379746835,-1.898734177,-3.146067416,-4.158415842,-0.475890837,,0.344827586,0,0,0.476190476,1.041666667,3.888888889,3.548387097,0.379746835,1.898734177,3.146067416,4.158415842,18.88292498,15,,,,,0.344827586,0,0,-0.476190476,0.833333333,3.703703704,3.548387097,0.379746835,-1.772151899,-2.921348315,-3.762376238,,-0.122068372,,0.344827586,0,0,0.476190476,0.833333333,3.703703704,3.548387097,0.379746835,1.772151899,2.921348315,3.762376238,17.74206548,,15,,0.384615385,0.397435897,0.397435897,0.397435897,0.371794872,0.423076923,0.679487179,0.961538462,1,0.820512821,0.487179487,0,,96,174,78,,0.098901099,0.111721612,0.111721612,0.111721612,0.086080586,0.28021978,0.679487179,0.961538462,1,0.677655678,0.058608059,-1,3.177655678,,,0.098901099,0.111721612,0.111721612,0.111721612,0.086080586,0.28021978,0.679487179,0.961538462,1,0.677655678,0.058608059,1,5.177655678,,,84,137,1,0,8,14,2,7
