Name	RLS
ctf4	"3,12,8,4,10"
ctf8	"12,8,5,3,12"
cth1	"7,12,11,16,12,17,13,17,13,17,14,18,14,18,15,18,17,20,18,20,19,24,19,25,19,25,20,25,20,26,21,27,22,27,23,29,23,29,23,31,24,31,24,31,25,33,25,34,26,34,27,35,27,36,27,37,28,38,28,38,28,39,29,40,29,40,30,40,30,42,30,44,30,44,30,46,30,48,30,48,31,31,31,32,33,3"
cti6	"35,18,30,17,40,19,22,14,28,30,20,28,26,22,35,35,22,31,26,25,36,31,36,8,17"
ctk1	"11,7,12,5,12,5,4,3,5,3,14,10,16,5,1,4,3,2,3"
ctk2	"39,42,29,35,43,53,37,35,20,48,18,52,43,30,37,46,25,48,25,31,43,52,46,30,54,24,20,20,20,19,21,21,24,17,17,48,18,17,15,23,17,22,16,19,17"
ctk3	"4,8,10,14,8"
ctl1	"35,29,31,25,19"
ctm1	"27,8,18,33,24"
ctp1	"13,14,21,20,15,30,28,18,25,14,32,5,13,26,20,16,19,30,19,17,13,14,21,20,15,30,28,18,25,14,32,5,13,26,20,16,19,30,19,17,18,4,27,18,19"
ctr1	"1,4,2,1,3,2,2,1,2,1,1,1,1,2,4,2,2,1,1,1,1,3,1,2,30,6,28,20,30"
cts1	"26,14,36,20,10"
cts2	"38,19,35,29,21"
ctt1	"12,47,32,16,17,24,16,23,19,39,27,23,34,8,34,22,25,43,28,21,13,36,16,29,30,4,24,27,35,39,28,36,15,28,21,13,36,16,30,16,20,23,26"
cue1	"18,38,47,12,36"
cue2	"13,18,30,10,22"
cue3	"37,35,21,45,26"
cue4	"26,38,22,29,26"
cue5	"22,22,20,17,26"
cul3	"30,27,24,18,21"
cup2	"51,36,28,19,44,7,25,23,28,23,27,11,33,34,15,37,39,38,51,37,11,8,37,48,38,36,19,14,9,38,33,25,5,27,51,10,3,15,12,14,31,37,26,37,21"
cup5	"1,4,1,1,1,2,1,1,1,3,21,10,5"
cup9	"6,5,11,6,15,7,16,9,18,10,19,14,20,14,20,14,21,15,22,15,23,16,25,16,25,17,26,18,26,18,27,18,27,18,27,19,28,20,28,20,29,21,30,21,31,21,31,21,32,21,35,21,36,22,36,22,36,22,37,22,38,23,39,23,39,24,39,24,41,25,42,25,43,25,45,25,48,26,49,27,51,27,52,28,55,28,60"
cur1	"23,11,25,11,26,12,26,12,27,13,28,14,30,17,31,22,32,25,33,27,37,28,37,29,37,32,38,32,38,34,39,35,39,35,41,38,41,40,42,49,42,43,45,50,52"
cus2	"38,32,22,25,22"
cwc15	"17,23,12,29,28"
cwc21	"26,22,21,25,24"
cwc27	"19,23,17,18,21"
cwh36	"25,12,22,24,5"
cwh41	"14,34,10,38,21,14,34,10,38,21"
cwh43	"21,23,20,34,27"
cwp1	"24,24,24,25,23"
cwp2	"24,32,26,19,42"
cyb2	"29,10,34,25,23,23,11,15,19,25,31,31,34,36,29,12,38,26,29,34,41,36,26,17,44,41,36,26,17,44"
cyb5	"17,29,14,47,25,16,25,21,19,23,8,28,27,28,24,18,29,19,31,15,17,17,23,19,25"
cyc1	"5,15,9,11,7,8,16,11,14,9,8,20,17,15,14,10,22,17,15,18,14,24,18,17,18,17,24,21,20,20,26,22,24,21,29,24,26,21,30,25,26,22,31,27,26,24,32,28,27,27,32,28,27,27,32,29,27,27,33,29,28,28,34,30,28,28,34,30,29,29,34,31,29,30,37,31,30,35,37,32,30,43,43,33,30,34,30,"
cyc2	"13,12,30,32,29,19,19,40,22,30,17,33,22,28,18,21,32,22,36,25,26,19,23,14,24"
cyc7	"22,37,44,32,33,37,21,30,29,26,21,11,35,26,17,29,31,25,8,21,21,19,28,27,15"
cyc8	"18,29,28,24,14,26,13,18,30,17,26,27,18,21,23,14,24,26,14,25,24,32,25,15,13"
cyk3	"19,25,22,22,15"
cym1	"28,21,21,14,21"
cys3	"9,11,11,9,12,9,11,15,10,11,11,11,10,9,11,10,9,12,10,11,3,2,2,1,4,2,4,3,3,4,2,2,3,1,5,4,2,5,4,2,18,42,10,38,25,28,24,17,20,15,26,19,54,18,20,29,35,20,45,68,29,53,32,41,29,18,42,10,38,25,28,24,17,20,15"
cys4	"12,28,29,30,16,17,43,22,14,33,27,38,30,22,31,25,41,16,28,23,23,26,14,38,21,41,30,18,30,29,22,23,23,46,41,7,14,23,9,35,11,11,7,23,20"
cyt1	"18,28,38,51,39,24,20,34,41,23,14,22,16,39,17,13,35,29,27,22,38,32,6,32,22,18,26,25,24,27,23,23,8,38,19,4,28,10,13,13,41,20,31,17,19,11,30,4,19,24,9,13,11,8,8,8,6,9,13,15,27,33,21,36,16,30,26,39,40,7,31,43,13,32,29,34,27,24,29,30,27,17,16,18,15,24,13,25,7,"
cyt2	"3,4,6,3,5,3,6,5,14,25,5,6,18,10,18,8,26,32,16,14,27,24,31,31,21,26,19,19,5,32,30,28,21,38,14,30,33,24,28,13,31,6,12,22,14,17"
dak1	"14,18,22,33,19"
dak2	"28,32,21,24,51"
dal1	"20,12,26,24,10"
dal2	"27,22,47,15,22"
dal3	"28,14,38,36,29"
dal4	"15,21,22,22,22"
dal5	"28,16,14,10,31,25,25,21,30,35,22,34,20,24,24,15,37,37,27,26,16,28,43,42,29,16,22,32,18,36,27,18,23,34,26,30,22,34,28,46,28,36,24,36,23"
dal7	"39,16,13,17,21,23,35,21,25,26,19,30,16,26,9,19,13,14,33,31,29,25,17,28,22,24,25,24,11,15,25,10,9,31,25,28,36,18,40,35,26,25,26,43,31"
dal80	"37,29,25,24,20,28,30,31,37,16,9,39,39,34,34,26,41,31,25,23,34,18,36,30,17,28,33,37,30,23,23,24,20,26,18,35,11,34,18,32,34,18,36,30,17,28,33,37,30,23,23,24,20,26,18,35,11,34,18,32,39,39,30,36,30,36,32,33,24,22,20,21,43,27,29,37,30,46,48,33,39,39,30,36,30,3"
dal81	"44,52,47,37,30,29,12,27,26,21,8,33,27,43,17,31,23,27,35,36,16,27,13,26,28"
dal82	"22,17,39,29,30,16,12,11,25,21,29,30,28,28,40,40,40,22,40,17,22,17,39,29,30,16,12,11,25,21,29,30,28,28,40,40,40,22,40,17,36,13,27,10,35"
dan1	"25,39,27,17,22"
dan2	"21,21,13,24,10"
dan3	"14,18,18,18,20"
dap1	"47,46,42,64,34,28,23,27,28,23,28,18,30,26,24,7,39,26,35,28,26,27,11,25,28,28,32,25,20,25,34,23,34,38,29"
dap2	"25,23,27,20,15"
das1	"18,20,20,30,24"
das2	"19,6,12,5,9,8,25,18,17,10,11,12,31,24,19,13,23,13,33,26,19,14,24,19,42,29,20,20,24,22,30,22,23,25,27,32,22,25,26,28,33,23,25,27,29,36,23,25,27,29,36,25,26,33,32,39,26,29,33,33,41,29,29,35,33,44,32,31,35,35,46,36,32,35,37,46,36,33,36,37,37,34,37,38,37,35,3"
dat1	"21,27,17,19,15"
dbf2	"3,9,19,5,10,14,7,11,6,21,7,6,6,10,11,10,20,3,8"
dbf20	"15,5,11,10,13,17,12,17,12,14,22,13,18,15,21,29,18,18,15,23,29,19,18,23,25,21,19,27,25,30,21,32,26,30,21,32,27,35,27,35,29,40,28,36,29,44,28,36,30,45,28,39,32,47,31,40,35,49,33,40,36,50,33,40,37,35,40,40,36,41,43,39,46,43,49,49,47,50,56,47"
dbp1	"25,27,6,17,20"
dbp3	"17,13,14,16,11,17,12,10,10,10,20,15,16,16,16,25,13,14,18,18,22,16,17,19,17,25,18,17,21,21,23,16,19,24,21,27,18,17,35,35,25,24,24,24,23,29,19,18,54,54,27,25,25,24,23,31,21,22,28,26,26,26,24,33,24,25,28,29,27,30,24,33,29,26,29,31,27,30,27,34,30,28,31,31,28,"
dbp7	"14,15,7,38,25,15,15,15,32,15,27,23,23,18,16,11,22,12,10,16,27,26,16,20,13"
dbr1	"50,19,13,10,13,16,15,11,18,15,15,11,16,18,16,19,13,18,7,16,14,25,17,20,19,19,15,18,10,15,20,23,22,30,20,25,20,15,14,20,23"
dcc1	"4,11,8,4,2"
dcg1	"32,33,32,25,40"
dci1	"27,41,40,17,22,28,19,15,41,35,39,15,51,29,27,27,41,40,17,22,24,35,40,8,26"
dcn1	"25,17,21,21,26"
dcr2	"21,27,36,22,5"
dcs1	"18,46,47,4,20"
dcs2	"22,26,24,23,35,18,20,19,15,26"
dcw1	"18,32,34,33,28"
ddc1	"28,25,11,20,19,13,22,29,32,24"
ddi1	"22,18,27,22,16"
ddi3	"51,12,28,18,53"
ddp1	"22,12,28,40,46,33,21,9,12,31,22,22,25,24,29,23,16,25,32,28,32,38,35,59,31,22,12,28,40,46,33,21,9,12,31"
ddr48	"32,33,42,29,29"
def1	"30,27,28,27,16"
deg1	"41,32,42,23,36,28,28,30,20,27,27,25,47,31,32,22,40,15,21,18,36,8,34,35,38,24,21,16,38,34,27,22,22,11,21"
dem1	"24,21,21,23,23"
der1	"6,32,34,28,25,37,22,44,39,32,43,34,31,24,37,47,20,43,50,35,41,41,37,19,38,33,36,18,24,54,12,28,29,43,41,36,61,16,35,30,55,13,49,10,47,18,12,28,12,14,45,40,38,31,58,44,41,38,14,39,23,15,29,34,50,38,33,20,38,39,43,46,50,49,28,1,15,46,38,49,53,33,46,32,41,21"
det1	"20,21,25,22,12,18,28,28,38,9"
dfg10	"28,29,21,52,25,10,34,37,29,13,23,49,32,15,32"
dfg16	"23,26,21,22,36"
dfg5	"5,16,35,10,28"
dfm1	"20,32,11,24,14"
dga1	"27,21,22,17,28"
dgk1	"6,21,14,18,25,30,20,28,41,23,30,41,24,30,61,25,32,26,32,26,35,26,35,28,36,29,38,30,38,30,39,31,41,31,41,31,42,32,44,34,44,41,48,51,48"
dgr2	"10,18,31,26,23"
dhh1	"16,6,29,24,27,25,6,20,28,28,24,28,32,20,20,29,7,25,14,15"
dia1	"24,24,18,14,27"
dia2	"4,4,5,13,3"
dia3	"1,24,18,32,21,17,26,20,17,43,23,21,22,35,33,34,16,36,32,16,3,28,25,30,25,38,20,16,10,39,22,47,31,16,27,14,32,36,32,34,1,24,18,32,21,17,26,20,17,43,23,21,22,35,33,34,16,36,32,16,3,28,25,30,25,38,20,16,10,39,22,47,31,16,27,14,32,36,32,34,46,21,25,20,31,25,3"
dia4	"5,39,35,33,38"
dic1	"23,23,17,14,17,36,44,25,19,33,20,14,24,23,17"
did2	"9,16,12,16,22,10,17,14,24,24,13,19,15,25,30,14,23,16,26,31,16,23,17,27,37,20,23,19,27,22,24,20,27,23,26,20,28,24,26,22,29,24,29,23,29,27,29,24,32,29,30,24,32,29,31,25,32,31,33,27,33,32,34,28,34,33,37,28,35,35,38,29,35,36,39,29,35,36,39,29,37,38,43,30,37,3"
did4	"4,41,28,31,30"
die2	"37,21,26,39,36,26,22,20,41,31,28,4,39,22,34,30,18,31,26,32,36,29,27,18,24,15,30,27,31,29,23,35,23,28,25,26,26,13,11,16,34,23,36,15,42,24,21,35,26,35,39,20,39,35,31,32,11,29,16,25,24,12,17,24,27,39,23,34,25,36,27,31,32,21,36,19,21,24,30,40,21,6,30,2,32,29,"
dif1	"21,28,7,24,22,12,16,22,24,26,14,38,15,32,34,12,16,22,24,26,21,28,7,24,22"
dig1	"16,15,30,19,23"
dig2	"14,22,40,16,17"
din7	"11,22,42,21,17"
dip5	"30,29,20,35,25,27,30,24,26,34,21,27,25,39,26,21,11,26,22,22,26,47,5,21,17,29,23,25,8,21,26,13,4,34,3,42,36,28,21,38,27,44,42,13,44"
dit1	"10,26,19,15,13"
dit2	"45,49,32,38,39,17,19,24,34,14,39,31,27,28,29,43,38,36,21,53,27,39,25,29,55"
djp1	"29,11,31,27,17,29,37,44,18,15,28,15,10,28,24,29,19,33,19,22,52,40,49,55,33,28,15,10,28,24,29,19,33,19,22,29,37,44,18,15"
dld1	"36,20,20,26,51"
dld2	"41,34,54,23,12"
dld3	"22,23,24,37,19"
dls1	"46,46,38,32,24,30,27,36,19,40,29,46,27,37,38,16,34,32,38,28,53,33,34,23,55,23,14,34,16,43,45,38,32,25,56,29,21,24,12,45,28,40,37,25,44,22,31,26,26,26,38,25,43,28,7,24,33,41,23,54,39,34,20,36,45,46,27,41,51,33,47,27,27,36,29,27,59,24,38,45,47,36,36,32,48,4"
dlt1	"3,8,9,8,13,11,13,8,5,21,6,13,10,12,13,12,14,14,10,26,7,14,17,16,18,13,18,19,26,41,7,14,18,19,18,17,19,20,27,48,8,15,20,23,19,20,20,25,28,53,8,15,20,23,20,24,21,26,31,9,15,23,23,22,29,27,30,35,9,17,24,26,22,31,27,32,39,12,17,25,26,24,32,28,39,40,14,18,31,2"
dma1	"16,18,17,27,23"
dma2	"29,23,18,15,30"
dmc1	"8,9,28,21,8,26,8,46,25,45,25,19,18,23,25"
dmr1	"29,24,26,32,17"
dnf1	"25,17,31,37,24,42,41,25,40,26,20,30,38,37,24,31,22,25,32,27,32,29,26,19,27,26,46,39,38,26,6,27,19,14,26,41,14,6,11,15,29,38,26,14,35"
dnf2	"28,30,41,30,39,36,21,24,34,17,39,33,29,36,32,33,42,24,27,32,43,33,43,35,48,46,31,28,39,33,38,18,42,48,43,34,18,32,43,25,14,18,18,36,32,10,21,36,29,31,15,40,17,16,11"
dnf3	"11,33,36,43,34"
dnl4	"13,27,36,43,22"
dnm1	"34,21,26,36,21,24,41,19,17,27,23,12,7,30,5,23,17,32,22,20,29,29,6,24,39,12,42,21,9,20,46,22,14,20,30,18,24,18,27,41,25,33,20,11,29,22,23,23,38,22,26,29,29,19,49,27,31,33,42,15,33,43,26,29,44,32,13,28,18,28,18,31,36,44,16,21,26,29,33,44,13,38,12,28,8,41,26"
doa1	"21,30,37,23,16"
doa4	"18,10,21,5,22,16,11,19,18,18"
doc1	"4,6,10,10,30,11,22,7,5,6,9,4,7,9,7,12,12,27,6,18,31,7,19,4"
dog1	"32,11,21,18,11,36,22,29,26,50,20,24,19,36,32,32,11,21,18,11,36,22,29,26,50"
dog2	"16,11,34,18,20"
dom34	"11,34,12,18,21,6,16,42,12,22,22,7,26,46,12,23,22,11,31,56,15,25,24,19,33,61,17,25,26,28,34,17,26,26,30,37,18,27,27,32,38,18,33,27,32,39,18,34,29,34,41,18,34,29,34,41,21,35,31,43,22,36,32,43,22,37,32,44,29,45,38,45,30,50,42,45,31,51,43,46,31,53,44,48,35,54"
don1	"20,14,18,25,22"
dos2	"36,13,24,24,9,17,52,14,31,51,26,22,27,13,44,14,12,49,37,32,36,13,24,24,9,17,52,14,31,51"
dot1	"24,17,21,15,36,20,45,40,21,35,37,23,22,22,25,17,20,15,22,23,17,24,21,22,23,12,20,15,25,24,29,22,27,4,19,30,31,21,16,13,19,38,18,36,18,18,24,28,17,26,31,30,21,32,13,30,30,26,21,21,15,8,28,27,35,22,7,27,21,19,41,45,44,24,42,32,29,22,21,23,37,21,35,32,44,21,"
dot5	"16,2,19,32,31,25,20,23,16,16,29,26,25,23,23,15,25,24,20,18,41,33,31,30,26,20,36,34,42,21,40,27,51,31,20,40,27,38,21,58,36,37,17,32"
dot6	"15,21,19,33,13"
dpb3	"30,9,25,15,16"
dpb4	"32,23,19,22,18,19,20,15,24,20,25,21,16,27,29,29,21,28,9,21,18,21,20,21,16,22,14,19,20,20,14,20,22,20,26,14,21,14,20,20,19,23,17,21,49,22,33,22,38,38,18,51,16,27,34,46,26,16,33,18,46,22,11,16,31,17,23,26,28,46,15,25,21,24,25,17,18,28,19,28,44,33,30,7,29,29"
dph1	"30,34,27,44,20"
dph2	"14,23,19,16,13"
dph5	"15,38,33,11,10"
dpl1	"22,17,7,17,24,18,30,16,39,16,37,23,31,21,34,22,17,7,17,24,35,31,12,17,29"
dpp1	"53,56,47,21,54,22,24,38,23,23,22,17,27,22,33,15,18,43,43,35,22,24,38,23,23,22,17,27,22,33,53,54,47,21,54"
drn1	"23,32,6,50,28"
dsd1	"28,16,27,30,19"
dse1	"42,24,27,17,28"
dse2	"25,8,10,24,10"
dse3	"37,21,36,33,34,32,21,33,29,8,30,18,20,38,13,29,36,25,18,25,37,21,36,33,34,32,21,33,29,8,30,18,20,38,13,29,36,25,18,25,26,25,25,37,18,47,35,30,16,25,21,22,40,23,37,12,35,34,37,20,26,25,25,37,18,47,35,30,16,25,21,22,40,23,37,12,35,34,37,20,34,37,30,40,25"
dse4	"20,9,22,20,5,14,25,31,11,22,20,22,14,16,26,18,14,26,29,25,29,14,36,15,13,30,28,30,21,19,27,22,38,29,28,36,14,25,29,22,30,35,24,35,41,44,34,25,25,26,17,21,27,26,36,43,30,26,32,19,29,26,45,42,17,32,43,31,19,21,49,12,16,35,23,41,28,28,32,34,8,32,23,23,32,41,"
dsf2	"16,30,11,19,34,13,19,35,20,19,53,22,24,60,24,25,25,26,27,26,29,28,31,28,32,31,32,37,34,38,35,40,36,40,38,43,39,45,40,45,43,45,43,46,48"
dsk2	"19,12,9,31,12,11,32,14,15,49,19,15,52,20,16,20,16,23,18,26,18,26,20,27,22,27,24,27,25,29,26,30,28,32,28,33,29,34,29,34,30,35,30,35,31,36,32,38,34,39,34,39,34,40,35,40,35,40,36,43,37,45,38,46,38,47,40,47,40,47,40,48,42,48,43,49,44,49,47,50,48,50,54,51,54"
dss1	"10,30,30,24,42,22,46,31,42,43,40,43,15,33,34,37,30,35,18,34,39,29,21,5,30,36,34,35,33,27,31,14,15,17,26,32,17,14,29,33,21,42,33,40,41,38,19,40,16,39,28,12,34,41,18,24,9,40,39,29,25,33,40,36,31,25,27,29,28,34,37,17,25,31,22,13,34,22,18,21,37,37,30,42,27"
dss4	"26,28,18,33,34,19,14,24,10,41,31,26,28,27,11,24,34,12,26,11,20,22,35,36,28"
dst1	"18,17,15,14,17,19,14,15,15,15,12,27,21,12,19,20,38,23,14,42,20,17,13,11,31,21,18,17,20,27,13,29,16,39,24,25,20,13,23,27,28,21,20,42,11,24,33,14,32,16,32,19,25,19,28,13,35,22,28,23,57,24,27,40,26,23,18,34,32,33,15,38,32,53,27,15,38,32,53,27"
dtd1	"29,21,24,27,17"
dtr1	"13,35,16,7,32"
dug1	"16,15,16,24,24,16,15,16,24,24"
dug2	"31,17,46,20,25"
dug3	"23,16,12,11,24"
dun1	"23,18,20,25,17,13,9,16,15,15,43,14,5,36,5,25,33,17,14,32"
dur3	"27,22,20,22,20"
dus3	"5,26,22,20,17"
dus4	"14,31,42,18,27"
dyn1	"12,22,26,4,31,25,24,4,21,10,12,14,31,7,16,14,24,29,25,5,19,19,23,49,23,28,24,21,23,17"
dyn2	"27,34,29,11,15"
dyn3	"18,23,24,29,8"
eaf1	"19,14,20,17,34"
eaf3	"15,36,44,19,12,4,30,16,14,10,29,29,11,24,17,25,38,28,11,15,23,36,37,32,31,30,38,17,31,18,26,7,28,27,33,22,15,40,9,34,15,36,44,19,12,4,30,16,14,10,29,29,11,24,17,25,38,28,11,15,23,36,37,32,31,30,38,17,31,18,26,7,28,27,33,22,15,40,9,34,31,11,21,45,26"
eaf5	"26,32,23,25,25"
eaf6	"37,19,31,12,15"
eaf7	"15,18,20,28,21,29,20,27,13,12,27,19,28,14,23,21,18,12,16,23,35,58,9,29,43"
eap1	"3,2,1,1,4,6,4,4,9,10,8,7,4,4,1,8,4,4,2,3,17,7,3,6,11,1,4,7,13,7,12,2,9,5,5,3,11,3,5,1,12,28,4,1,4,2,2,3,8,3,19,15,13,15,15,17,3,5,8,2,11,22,9,9,4,6,7,11,7,6,11,11,1,1,3,13,2,3,1,2,23,10,25,33,20,24,24,29,5,20,17,25,16,20,18,21,26,25,26,16,19,28,17,24,22,2"
ear1	"18,39,27,28,21"
ebs1	"22,22,25,22,21"
eci1	"14,21,21,16,29"
ecm10	"29,25,18,5,20,33,8,2,14,17,32,14,20,28,7,12,7,22,16,30,40,15,23,15,39,48,21,20,22,24,22,30,13,20,27,20,11,24,20,25,34,24,26,33"
ecm11	"21,22,14,12,18"
ecm12	"29,23,30,22,19"
ecm13	"19,43,36,14,27,31,17,19,18,14,28,12,7,18,24,19,43,36,14,27"
ecm14	"18,17,25,27,24"
ecm15	"14,21,24,28,27,14,21,24,28,27"
ecm17	"24,43,4,21,22,35,41,25,20,3,30,15,38,9,23,44,26,34,29,29,31,32,29,37,41,15,27,20,23,24,22,41,21,34,22,44,36,45,25,32,25,50,48,52,44,19,29,11,27,43,32,36,48,51,38,61,28,38,33,54,30,37,34,25,44,41,17,31,28,53,21,50,50,25,17,15,45,31,38,38,32,52,33,31,23,29,"
ecm18	"41,14,16,31,4,26,34,31,15,39,23,38,20,36,22,33,20,34,16,31,41,14,16,31,4,26,34,31,15,39"
ecm19	"20,12,23,23,3,37,45,28,26,35,24,20,24,14,29,17,21,22,21,20"
ecm2	"39,13,34,30,35"
ecm21	"32,55,48,37,26,38,13,25,38,49,21,23,21,25,21,18,20,42,47,28,56,43,45,21,30,28,48,15,48,26,49,17,27,38,30,33,40,22,9,31,26,20,20,28,37"
ecm22	"34,26,20,36,24"
ecm23	"22,30,32,27,20"
ecm25	"21,34,23,30,29"
ecm27	"29,26,8,12,27"
ecm29	"16,33,41,23,29,31,26,37,29,25,39,35,12,56,13,14,28,26,18,34,15,32,31,18,21,11,32,25,14,25,19,33,24,18,35,28,31,40,23,19,14,20,21,16,20"
ecm3	"27,38,22,8,30"
ecm30	"32,31,36,21,34,14,28,33,25,24,43,46,26,15,28,14,28,33,25,24,32,31,36,21,34"
ecm31	"40,45,26,19,43"
ecm32	"20,20,33,14,30,18,20,28,38,38,25,24,28,24,25,49,46,57,28,14,25,24,28,24,25,18,20,28,38,38"
ecm33	"23,6,4,28,28"
ecm34	"18,17,19,21,31"
ecm37	"22,14,23,33,13"
ecm38	"18,34,17,16,20"
ecm4	"28,24,31,24,22"
ecm40	"21,41,18,18,20"
ecm5	"19,19,21,28,22"
ecm7	"9,29,16,8,3"
ecm8	"17,50,31,30,17"
edc1	"11,20,18,18,11"
edc2	"24,37,31,39,38"
edc3	"21,33,45,27,23"
ede1	"23,17,16,17,22,30,19,30,26,15,23,23,24,24,17,16,9,15,11,17,17,20,21,21,22,15,17,26,28,22,14,24,23,21,14,5,39,27,21,9,18,18,17,27,16,20,12,19,11,18,18,13,6,12,28,11,16,16,16,18,15,21,22,17,4,16,18,22,10,20,16,22,20,18,14,11,17,18,20,12,19,13,3,14,12,20,18,"
eds1	"26,24,24,40,38"
eeb1	"19,35,10,23,26,28,15,26,24,16,22,25,16,24,29,25,17,24,16,17,61,29,41,56,21"
eft1	"18,9,12,27,18,19,11,9,21,2,13,16,28,10,54"
eft2	"18,19,14,23,18,19,31,12,36,23,27,27,25,35,7"
egd1	"27,20,26,15,26"
egd2	"14,14,27,13,33,19,18,14,19,35,33,18,16,30,13,12,25,11,19,17,18,28,13,24,22"
egt2	"46,32,15,17,25"
ehd3	"22,20,12,11,32"
eht1	"23,12,22,14,32,20,12,34,11,14,10,40,15,18,15,29,9,30,35,5,23,12,22,14,32,20,12,34,11,14,10,40,15,18,15,29,9,30,35,5,13,8,33,16,24"
eki1	"26,23,18,22,17"
ela1	"34,34,55,13,31"
elc1	"27,18,38,35,20"
elf1	"32,38,56,15,28"
elg1	"19,15,22,35,34"
elm1	"4,5,5,4,4,6,2,1,2,3,3,4,2,3,2,7,5,10,5,3,3,2,3,4,3,3,3,1,2,6,3,2,2,4,6,4,3,2,4,2,18,32,20,20,36"
elo1	"26,25,9,28,10"
elp2	"12,23,9,15,45,33,32,41,34,27,37,31,17,18,23,37,33,30,33,8,18,17,19,21,31"
elp3	"32,36,15,23,33"
elp4	"26,12,20,7,11,12,41,22,23,8,12,15,41,23,24,14,13,15,47,24,25,16,16,17,51,25,26,18,18,17,26,26,24,20,22,30,30,28,21,25,31,30,28,21,27,32,33,29,22,29,36,34,29,22,30,37,35,31,23,33,38,38,31,23,33,38,39,32,24,34,39,40,32,24,38,39,40,32,26,38,40,41,33,26,38,42"
elp6	"31,17,38,43,9"
emi1	"16,15,47,28,27,14,13,10,20,29,20,12,19,27,19,18,24,13,21,27,37,34,41,37,38,18,24,13,21,27,20,12,19,27,19"
emi2	"24,20,22,35,38"
emi5	"32,10,5,35,12,10,37,14,12,37,22,12,39,24,14,26,19,28,21,28,22,28,23,29,24,29,27,30,27,31,27,36,27,38,27,40,29,41,31,42,32,45,32,55,33,34,35,35,36,36,37,37,38,39,39,39,41,43,44,44,44,45,46,52,52"
emp46	"16,14,26,22,24,16,29,25,15,15,16,16,21,14,19,12,18,13,19,17,15,23,18,15,32"
emp47	"23,23,25,33,37,34,21,36,30,6,27,26,15,30,16,31,32,34,14,15,23,43,34,21,26,36,41,31,35,27,36,36,13,27,25,13,21,44,19,31,38,24,10,24,24,24,29,14,24,35,14,18,24,22,22,45,25,32,18,23,9,29,16,32,14,25,15,38,29,13,39,30,35,32,12,41,23,33,21,39,31,16,37,36,17,35"
emp70	"18,21,23,17,18,10,10,17,12,20,20,19,21,16,13,22,24,24,15,22,17,27,11,11,30"
enb1	"17,16,45,25,28,27,16,19,25,28,27,21,39,16,35,23,30,17,21,26,6,19,13,27,29,17,30,40,22,27,17,27,27,10,35,23,16,47,12,17,25,11,23,31,13"
end3	"34,27,16,35,30"
eno1	"10,5,4,9,11,11,14,9,13,11,14,26,10,23,14,14,28,10,23,16,15,29,11,23,18,16,11,26,20,16,11,28,22,16,14,31,24,17,14,31,29,19,16,31,31,19,16,32,33,19,18,33,34,19,19,37,36,23,20,38,38,23,22,39,44,24,23,40,44,24,23,40,45,25,24,42,50,25,24,46,50,25,25,49,55,26,2"
ent1	"21,36,32,31,30"
ent2	"27,26,23,22,17"
ent3	"18,21,23,22,27"
ent4	"31,24,33,19,26"
ent5	"11,30,21,24,19"
eos1	"6,6,8,24,15,8,12,10,17,14,14,9,45,18,8,12,13,17,15,15,12,58,20,15,18,14,19,18,18,13,61,21,16,20,15,20,19,19,17,61,21,21,21,19,24,25,25,20,22,22,21,21,27,25,25,21,22,23,23,22,27,27,27,21,22,29,24,23,29,28,28,21,22,31,25,25,29,30,30,21,24,31,26,25,31,32,32,"
eps1	"34,13,18,35,22"
ept1	"19,9,11,15,24,23,43,41,43,14,34,31,27,23,16,19,9,11,15,24,23,43,34,43,14"
erd1	"30,24,17,31,29"
erf2	"15,16,10,26,25,17,44,18,43,40,22,42,45,33,25,26,40,24,5,5"
erg2	"21,34,19,40,18"
erg24	
erg28	"6,9,12,12,13"
erg3	"23,18,41,15,34"
erg4	"15,19,16,23,31,26,12,26,39,32,12,27,36,16,17,50,39,46,16,35,21,23,20,26,31,41,20,27,26,24,29,42,46,33,30,27,12,12,11,14,50,39,46,16,35"
erg5	"32,34,23,39,49,33,19,45,10,23,25,27,34,27,31,22,29,27,35,19,18,17,18,20,11,26,24,12,18,35,24,12,26,13,25,23,19,19,19,31,36,41,29,32,36"
erg6	"35,42,19,41,34,27,32,30,17,18,13,63,21,24,26,36,12,29,24,17,17,24,46,28,26,16,31,18,9,14,26,40,38,54,41,35,42,18,35,15,30,32,28,30,27,16,39,36,16,24,33,35,35,18,37,24,36,25,31,24,35,24,21,32,32,35,24,21,32,32"
erj5	"25,25,9,21,19,25,25,9,21,19"
erp1	"22,37,26,34,35,18,17,20,16,26,32,38,26,31,35,45,28,29,32,22,24,19,17,19,25,29,10,19,13,23,32,28,23,17,20,31,33,19,13,46,11,30,38,32,25,25,42,31,17,24,25,27,53,19,22,48,20,34,24,44,44,45,25,48,8"
erp3	"51,31,26,35,16"
erp4	"38,22,44,20,9"
erp5	"32,14,15,11,6"
erp6	"14,19,24,15,24,14,19,24,15,24"
ers1	"33,9,33,33,10"
erv14	"32,18,36,30,31,33,31,36,16,27,29,17,31,36,32,28,38,33,26,16,29,8,29,21,26,32,44,19,20,25,13,26,32,17,18,15,18,42,28,36,17,7,42,28,36,17,7"
erv15	"21,39,44,37,38"
erv2	"37,41,19,30,11"
