Name	RLS
nrm1	"17,25,15,44,36"
nrp1	"24,34,28,18,34"
nrt1	"29,25,24,36,52"
nsg1	"26,26,26,23,22"
nsg2	"23,20,20,18,21,16,9,1,27,28,40,22,13,20,21,17,14,13,39"
nsr1	"11,18,12,15,31,13,13,14,26,8,8,14,9,20,14,16,17,38,20,21,18,17,19,21,31"
nst1	"43,15,31,32,28,17,29,35,31,23,19,35,33,23,53,36,37,7,46,33,16,10,14,16,19,22,17,13,14,11,18,37,14,13,24,18,17,17,13,19,20,12,17,20,28,11,26,30,27,13,19,28,14,20,19,4,19,21,22,26,5,43,22,32,20,4,37,27,38,41,44,22,42,22,31,34,33,46,48,31,28,38,40,42,36,32,3"
nta1	"19,50,17,21,30"
ntc20	"21,36,30,33,31"
nte1	"30,26,13,30,19,30,26,13,30,19"
ntg2	"32,30,11,34,24"
nth1	"19,36,31,22,30,41,49,30,59,21,20,35,52,35,26,26,14,44,20,16,37,35,31,26,17,15,30,23,18,22,30,27,19,31,24,21,17,22,27,24,12,25,20,16,26,17,22,18,29,16,19,21,35,29,20,24,17,30,16,19,20,26,48,32,23,14,24,27,22,28,46,30,38,12,34,40,20,23,39,27,25,31,25,25,37,"
nth2	"25,19,44,34,23"
nto1	"35,51,41,25,50,46,21,25,17,31,24,21,18,7,11,20,27,4,45,31,17,9,4,34,38,27,37,18,26,30,25,22,23,32,34,26,30,7,33,24,45,6,36,44,21"
nuc1	"14,24,27,25,23"
num1	"10,11,4,8,11"
nup100	"23,24,20,33,22"
nup120	"8,12,15,15,13,3,22,16,11,29,19,12,15,10,14,3,11,26,12,18,6,21,17,23,13,12,15,1,17,6,19,17,18,10,13,12,7,12,8,1,16,16,13,15,2"
nup133	"13,14,18,22,5"
nup170	"12,18,11,7,13,15,3,6,10,9,8,10,14,13,6,5,14,11,15,7,7,11,9,7,8,7,11,9,7,8"
nup188	"26,24,34,17,24"
nup2	"19,17,27,42,36"
nup42	"38,39,29,24,26"
nup53	"26,26,11,31,21,26,26,11,31,21"
nup84	"12,21,16,32,23,20,28,20,31,28,15,18,23,17,27,16,21,24,25,10,10,8,11,15,10,5,4,7,3,11,11,15,4,3,11,23,15,18,3,5,3,3,5,8,9"
nur1	"39,17,28,21,26"
nut1	"20,30,19,43,22"
nvj1	"25,22,32,24,26"
nyv1	"25,30,21,27,26"
oac1	"24,23,21,20,31"
oaf3	"8,23,30,25,32,17,23,21,29,27,39,26,48,24,18,17,23,21,29,27,8,23,30,25,32"
oar1	"27,15,10,38,27,22,53,34,37,37,35,37,43,45,23,33,48,50,18,46,27,5,10,11,9,21,19,18,23,14,30,14,21,20,18,18,22,19,36,17,29,19,28,24,17"
oaz1	"31,6,28,23,25"
oca1	"40,42,23,29,37"
oca2	"49,21,15,26,25"
oca4	"20,25,27,47,39"
oca5	"23,10,28,20,23,20,18,18,27,22,26,24,36,19,25,25,15,13,5,8,17,39,16,28,26,32,45,21,33,34,23,31,30,32,24,20,33,39,30,29,48,26,38,39,43"
oca6	"30,19,29,32,29,34,5,21,23,34"
och1	"6,4,7,1,1,3,1,1,2,5,1,2,1,1,1"
odc1	"19,24,28,18,38"
odc2	"23,16,15,10,31,33,34,20,29,33,26,29,30,20,23,43,31,21,9,13,40,14,32,9,7"
ogg1	"16,20,52,22,35,16,20,52,22,35"
ola1	"9,45,27,20,4"
oma1	"5,1,21,5,5,13,12,11,11,9,3,26,19,28,16,24,10,13,3,9,6,11,6,14"
oms1	"34,45,43,63,43,27,31,39,29,34,19,25,45,15,42,39,20,11,38,30,34,45,43,63,43,27,31,39,29,34,19,25,45,15,42,39,20,11,38,30,28,33,35,30,46,42,33,44,34,25,32,28,21,28,37,47,21,13,45,29,41,45,30,34,24,42,38,21,22,43,30,48,25,36,34,16,7,31,38,43,9,7,12,20,36"
opi1	"18,17,19,21,31"
opi10	"65,18,47,20,37"
opi3	"13,9,20,25,13,20,16,23,30,14,21,17,24,37,17,25,18,24,43,17,27,19,26,56,18,32,19,29,20,36,20,29,20,36,23,30,23,37,25,30,23,38,26,30,27,41,28,32,27,42,29,34,29,43,30,36,31,43,31,36,32,47,32,36,32,32,37,34,36,38,38,43,38,39,46,39,43,48,47,47"
opt1	"23,16,13,19,22"
opt2	"34,36,10,24,20"
opy1	"41,21,20,15,16"
opy2	"21,22,32,37,35"
orm1	"43,41,35,15,27"
orm2	"25,30,15,22,21,7,28,30,19,29"
ort1	"22,28,23,46,41,19,17,32,20,39,25,33,26,30,38,22,28,23,46,41,12,24,18,23,26"
osh2	"41,22,21,45,34"
osh3	"17,16,6,22,17,48,57,18,14,22,15,29,29,28,33,17,16,6,22,17,48,50,18,14,22"
osh6	"32,20,41,27,19"
osm1	"32,14,13,32,53"
ost3	"20,15,21,31,28,33,18,33,31,17,38,32,35,36,9,37,27,17,25,29,20,15,21,31,28,33,18,33,31,17,38,32,35,36,9,37,27,17,25,29,29,32,21,32,26,18,32,15,18,23,22,19,25,15,21,33,28,7,35,23,40,28,26,18,32"
ost4	"34,16,35,29,25"
ost5	"17,16,29,20,26"
ost6	"20,33,36,36,33,35,26,26,40,32,29,37,31,31,26,30,37,30,41,20,20,33,36,36,33,35,26,26,40,32,29,37,31,31,26,30,37,30,41,20,29,39,31,27,7,17,29,9,31,29,29,29,17,18,24,18,22,15,40,11,27,6,41,5,31,27,6,41,5,31"
osw1	"26,26,32,31,14"
osw2	"54,40,14,55,32,24,9,20,30,10,51,26,49,30,28,22,38,37,41,13,52,17,27,29,42"
otu1	"33,23,30,25,3"
otu2	"18,17,19,21,31"
oxa1	"26,36,31,20,20,13,6,29,37,10,33,30,20,15,41,31,18,8,21,39,9,11,9,21,10"
oxr1	"47,20,23,27,20"
oye2	"12,27,20,18,14"
oye3	"50,35,16,37,38"
paa1	"13,26,17,23,21"
pac1	"32,22,27,17,28"
pac10	"10,13,24,33,27,19,3,26,5,4,24,14,24,3,12,19,14,14,37,16,31,5,21,28,25,35,22,35,19,17,23,45,32,42,24,10,13,24,33,27,35,22,35,19,17"
pac11	"14,15,13,9,4"
pac2	"21,16,24,27,10,26,26,27,27,25,16,5,26,23,19,29,41,33,13,42,32,49,20,6,34,31,12,35,7,30,7,14,24,50,39,33,23,22,6,6,40,5,27,5,32,14,39,11,44,16,12,28,16,29,38,32,26,35,31,39,30,33,40,45,14,37,44,43,36,42,4,34,36,32,46,42,38,33,13,46,26,39,39,39,36,30,31,23,"
pad1	"27,26,27,23,31"
paf1	"11,26,7,9,18,28,9,9,18,46,14,17,20,46,16,29,20,51,16,31,20,18,37,21,26,40,25,31,41,26,31,41,27,34,42,27,35,42,28,40,42,28,46,43,28,47,43,30,48,44,35,48,47,36,49,48,38,49,48,43,51,49,44,59,51"
pai3	"31,31,31,22,27,53,41,19,25,31,29,28,24,26,26,17,29,34,21,28,34,18,31,29,18,29,28,24,26,26,53,41,19,25,31"
pam1	"27,19,51,29,28,17,10,20,38,44,28,42,22,21,37,36,30,37,24,38,27,19,51,29,28"
pam17	"26,25,25,35,28,19,33,33,12,23,24,25,6,31,39,27,26,16,12,26,26,25,25,35,28,19,33,33,12,23,24,25,6,31,39,27,26,16,12,26,18,25,31,7,13"
pan2	"16,26,27,50,24"
pan3	"30,10,28,23,16"
pan6	"23,20,21,22,27"
pap2	"23,27,26,46,28"
pat1	"15,16,37,10,13"
pau11	"24,15,18,20,20"
pau13	"18,17,19,21,31"
pau17	"23,34,28,41,43"
pau2	"18,27,27,22,33"
pau4	"23,26,26,31,18,29,38,32,41,42,18,24,25,35,35,29,38,32,41,42,23,26,26,31,18"
pau5	"26,28,25,28,26,15,18,15,20,14,18,24,30,16,11"
pba1	"29,22,31,36,16"
pba3	"17,13,13,26,27,25,37,27,20,9,28,43,29,28,46,28,15,30,18,23"
pbi2	"23,28,26,27,23"
pbp1	"8,24,27,26,40,52,20,29,25,23,36,26,20,26,30,36,42,21,29,25,47,45,44,23,38,38,35,48,24,24,31,16,33,42,36,22,42,46,26,45,18,17,19,21,31"
pbp2	"26,24,26,15,38,18,10,15,44,24"
pbp4	"24,22,28,26,13"
pbs2	"14,17,19,25,14"
pby1	"17,26,39,38,21"
pca1	"21,22,11,28,19"
pcd1	"17,16,29,12,23"
pch2	"38,37,66,17,17,37,40,44,30,28,18,14,40,28,38,31,30,32,19,24,32,27,39,33,22,24,25,18,41,27,24,14,12,13,29,58,33,31,19,43,10,17,34,37,18,24,25,25,27,32,29,16,32,36,34,3,25,13,33,49,39,31,17,42,22"
pci8	"23,25,25,34,29"
pck1	"39,14,12,24,12"
pcl1	"46,38,27,36,42,15,28,26,25,32,39,39,23,50,36,19,27,37,16,39,31,16,21,12,37"
pcl2	"35,52,24,26,25"
pcl5	"15,25,24,18,34,26,22,27,27,35,17,20,20,5,12,18,18,22,45,30,15,31,36,36,30,15,17,17,23,17,13,20,30,8,23,4,23,18,18,32"
pcl6	"27,28,36,34,30"
pcl7	"28,33,21,6,37"
pcl8	"27,17,21,12,19"
pcl9	"16,31,18,37,29"
pcp1	"36,27,30,32,34,25,39,39,32,21,10,30,20,35,28,27,31,36,13,48,36,27,30,32,34,25,39,39,32,21,10,30,20,35,28,27,31,36,13,48,33,3,14,18,16"
pcs60	"4,21,52,27,44"
pct1	"18,17,19,21,31"
pda1	"5,8,6,7,3,8,7,8,1,5,9,6,8,15,1,8,5,22,10,11,10,13,1,15,12,18,12,12,21,9,17,15,12,12,10,8,14,23,37,21,39,30,21,17,33,18,22,11,28,11,23,37,25,25,15,18,21,24,11,24,13,24,9,19,12,14,4,18,16,26,20,38,23,26,12,18,17,10,14,3,10,11,10,21,15,24,16,22,15,14,14,16,1"
pdb1	"13,11,9,7,14,18,17,16,12,13,12,11,1,14,8,15,18,13,15,7,6,11,10,9,11,9,5,8,17,9,9,11,3,11,3,14,9,1,1,18,14,14,5,4,3,2,6,10,5,17,2,14,9,18,2,21,19,16,15,12,10,16,11,13,3,8,1,11,11,22,18,4,11,11,4,10,4,30,13,19,9,10,18,12,10,13,23,10,10,18,8,5,12,25,15,15,1,"
pdc1	"20,26,34,40,16,42,23,34,23,32,32,35,35,24,37,37,12,50,27,33,19,36,32,18,5,44,28,33,18,35,50,25,30,44,23,31,22,28,31,41,26,17,29,29,12,44,26,34,2,33,40,35,34,38,30,40,27,30,36,12,27,20,2,33,23,20,7,31,29,32,21,24,44,32,33,15,41,30,49,29,25,38,24,21,16,38,1"
pdc5	"17,37,8,27,38,42,30,45,29,29,17,14,18,31,14,23,20,29,26,31,27,8,22,19,53,30,48,45,27,29,28,44,43,34,37,33,40,52,18,29,40,42,27,46,19,41,34,18,35,33,32,26,38,18,25,43,22,9,39,24,21,7,39,35"
pdc6	"42,35,23,22,27,35,6,15,38,27,33,31,36,30,40,37,44,23,30,18,25,13,26,32,20,24,17,23,19,28,40,23,32,24,18,23,15,30,30,20,21,38,37,36,30,36,28,39,37,31,30,21,42,27,35,37,22,20,8,38,31,29,32,34,27,26,30,30,22,13,34,12,26,22,37,26,35,26,40,16,13,40,35,6,30,35,"
pde1	"27,19,17,14,18,26,45,39,35,22,55,30,24,37,21"
pde2	"20,13,23,26,28,5,12,13,21,18,22,13,10,9,23,16,32,13,21,16,21,24,20,15,16,19,18,19,26,18,29,11,23,29,13,8,23,14,29,13,23,19,15,23,17"
pdh1	"30,33,34,35,21"
pdi1	"18,37,26,21,32,32,34,20,25,28,13,13,17,32,37,17,39,16,33,45,18,37,26,21,32,32,34,20,25,28,13,13,17,32,37,17,39,16,33,45,15,19,11,12,27,22,22,20,25,12,22,30,14,13,18,15,20,21,23,21"
pdr1	"27,18,23,27,40,27,18,23,27,40"
pdr10	"34,28,49,54,31,25,46,11,39,48,22,23,34,2,28,19,22,15,45,31,56,40,16,40,32"
pdr11	"42,22,31,24,21"
pdr12	"19,20,18,38,32"
pdr15	"19,21,11,27,14"
pdr16	"15,32,18,25,33"
pdr17	"27,28,15,27,40"
pdr3	"22,34,18,26,17,38,14,23,20,20,30,16,32,32,16,34,28,31,44,26,22,34,18,26,17,38,14,23,20,20,30,16,32,32,16,34,28,31,44,26,25,26,14,21,23,25,26,14,21,23"
pdr5	"17,25,27,16,44,18,6,18,40,23,41,25,30,22,26,17,33,31,42,45,26,28,22,37,36,34,26,23,29,46,15,20,39,14,21,19,24,28,21,27,43,26,20,33,21,22,29,29,19,27,20,18,16,19,15,5,16,17,27,18,38,21,33,25,37,32,31,16,18,32,33,18,38,12,16,14,14,19,33,21,48,12,29,30,27,13"
pdr8	"29,26,28,20,15"
pdx1	"14,12,30,13,14,27,23,21,23,37,40,24,24,13,18,36,44,12,19,11,12,12,7,6,15,14,19,10,14,8,33,19,17,21,30,17,21,19,26,21,12,20,19,34,26,15,25,30,25,18,17,19,21,31"
pdx3	"14,22,15,20,12"
pea2	"17,19,43,37,27"
pef1	"47,11,16,13,12"
pep1	"26,14,31,28,21,26,14,31,28,21"
pep12	"15,19,11,11,22,25,17,12,23,20,25,28,14,25,13,18,21,18,20,17,24,16,15,18,27,24,6,18,19,17,23,18,23,22,25,20,15,20,20,21,20,27,21,15,22,29,16,15,18,21,20,21,22,22,22,19,35,11,23,12"
pep3	"17,19,13,15,15,22,14,19,19,11,15,11,17,16,23,22,15,13,26,2,17,16,12,16,20"
pep4	"26,23,25,22,23,35,34,37,37,32,31,24,31,29,21,35,40,26,32,33,33,28,8,20,22,35,39,20,27,32,19,34,28,20,22,31,12,27,14,25,29,5,18,22,30,14,19,35,36,35,18,26,37,25,10,9,21,22,15,31,20,29,38,25,39,36,23,37,5,20,46,50,16,25,21,35,41,29,20,29,16,34,10,26,27,35,3"
pep5	"11,14,10,16,7,11,14,19,15,16,5,17,13,20,16,22,17,13,13,8,12,14,14,23,14"
pep7	"41,30,17,27,19,24,21,23,15,28"
pep8	"34,34,39,39,34,32,22,24,30,28,34,46,17,32,16,30,20,35,34,35,23,34,30,19,7,17,17,15,54,49"
per1	"28,10,15,9,9"
pes4	"38,17,18,26,15"
pet10	"23,28,33,30,26,35,26,17,30,28,32,31,32,31,27,32,37,29,35,50,34,30,20,30,18,26,36,23,28,20,27,34,30,28,22,16,18,26,28,29,38,14,25,16,41,38,17,24,11,27,24,33,14,34,17,46,19,27,24,17,48,24,35,24,32,32,14,30,12,22,28,33,45,24,25,38,26,11,27,41,28,18,35,27,38"
pet100	"32,26,25,27,29,30,25,33,10,15"
pet111	"17,34,10,20,22,25,21,24,12,34,22,22,25,22,30,22,25,18,23,22,26,32,20,32,35,12,18,21,31,34,33,35,22,18,29,26,20,18,17,21,7,13,13,14,13,16,14,22,5,6,20,24,5,17,36,6,19,12,19,27,34,16,19,31,15,26,28,23,15,29,22,19,21,40,9,4,27,30,8,8,7,44,37,30,26,32,31,11,2"
pet112	"35,31,43,17,20,30,15,21,15,45,36,34,26,40,32,45,13,42,28,40,35,34,28,26,42,30,30,34,30,35,42,12,14,34,36,26,36,32,37,37,17,18,14,15,24,21,16,21,22,22,19,19,26,20,26,19,16,15,12,32,32,10,22,15,26,23,17,27,23,18,26,10,18,27,10,20,34,16,15,20,26,24,15,47,10,"
pet117	"43,11,14,26,24"
pet122	"21,8,44,33,41,17,14,31,22,46,41,12,30,19,23,34,25,32,49,28,38,25,51,28,46,47,46,40,32,25,20,39,34,25,45,24,11,32,37,32,29,19,13,12,14,12,9,12,20,23,15,13,18,13,19,14,12,21,16,16,7,13,25,15,24,22,11,13,21,9,19,15,11,12,14,14,11,12,2,11,25,22,21,27,20"
pet123	"18,20,32,18,39,38,23,31,29,39,26,36,31,17,10,27,25,37,30,19,32,34,27,15,25,32,48,28,20,21,32,31,30,30,24,31,31,30,30,19,35,41,17,31,15,29,39,20,38,37,30,35,13,4,41,30,26,31,31,25,26,27,32,21,33,48,28,31,37,47,41,36,11,17,32,30,36,28,34,30,30,29,36,42,27,3"
pet127	"48,26,33,21,21"
pet130	"13,18,8,18,13,34,16,18,21,35,17,23,22,48,18,23,30,53,18,27,34,19,28,35,20,30,37,21,31,39,23,32,41,23,34,41,24,36,43,24,41,44,24,41,44,25,42,46,25,46,47,28,49,47,29,49,50,29,51,51,30,55,52,32,61,32,32,33,33,37,37,39,41,41,42,42,42,42,43,45,47,49,50,50,53"
pet18	"16,30,29,20,12"
pet191	"16,20,24,13,21,18,36,50,22,34,21,13,21,12,24"
pet20	"46,15,28,39,20"
pet309	"42,39,51,27,35,37,44,45,36,12,33,44,29,46,33,49,27,15,37,37,37,33,43,21,29,30,36,40,43,22,33,34,37,30,41,36,36,26,50,39,25,34,22,45,30,21,17,30,31,32,40,33,35,28,34,21,12,26,17,3,31,20,10,25,16,22,37,41,9,27,33,21,29,20,10,34,37,27,17,13,32,50,29,19,33"
pet494	"24,32,29,25,11,25,16,18,11,28,25,36,10,37,21,30,36,26,36,24,25,10,27,24,20,22,19,36,32,8,21,13,20,25,20,26,30,22,17,27,29,6,14,39,25,32,16,27,38,22,26,26,11,15,13,33,29,37,43,34,25,28,29,17,28,14,35,32,23,24,6,16,21,18,14,17,33,38,43,30,32,37,11,29,29,36,"
pet54	"22,28,22,31,30,21,26,39,34,19,12,19,30,31,24,33,15,35,24,32,28,22,38,35,36,28,46,29,41,33,25,24,24,36,12,32,22,22,40,21,18,34,17,55,34,31,45,22,28,15,46,34,20,31,35,47,40,17,28,18,30,44,39,14,25,29,12,45,18,26,34,43,24,26,49,35,35,46,10,31,15,24,41,25,22,"
pet8	"26,42,25,36,39,19,25,25,35,13,39,48,20,12,21,18,11,23,30,7,29,34,31,26,29,22,40,41,17,30,11,29,45,44,22,33,35,43,41,38,31,33,29,40,38"
pex1	"12,22,22,52,23"
pex10	"38,24,22,41,29,38,25,38,23,41,32,11,27,38,16,31,29,10,18,33,11,19,23,34,20"
pex11	"21,40,32,32,23"
pex12	"27,32,29,28,46,27,32,29,28,46"
pex13	"37,35,31,24,26,24,33,4,27,23,14,19,14,23,29,14,29,24,14,10,21,11,16,23,13,22,21,23,35,22,24,24,22,22,29,18,26,26,26,21"
pex14	"24,21,16,34,28"
pex15	"46,20,30,28,16"
pex17	"47,24,36,18,29"
pex18	"23,24,15,24,27"
pex19	"16,9,41,14,9,20,10,42,16,13,22,14,51,17,16,22,26,53,17,19,23,26,55,19,19,23,31,20,19,27,33,20,20,28,33,20,21,30,34,21,22,31,36,21,23,33,39,21,23,34,40,24,23,34,41,25,24,35,43,26,25,35,45,26,25,37,46,28,25,38,47,28,25,39,51,29,26,40,52,31,26,51,33,29,33,31"
pex2	"20,23,26,4,8"
pex21	"21,25,20,24,53"
pex25	"28,25,14,15,31"
pex27	"35,18,17,28,24"
pex28	"16,31,23,38,34"
pex29	"20,17,16,24,18"
pex3	"15,32,39,12,16"
pex30	"20,18,29,27,5"
pex31	"18,26,28,24,28"
pex32	"14,32,25,45,17"
pex4	"18,17,19,21,31"
pex5	"37,33,36,25,20,38,30,12,40,27,23,14,27,26,29,14,13,19,32,18,26,46,26,28,36,22,24,11,38,16,39,15,19,17,22,23,27,34,46,39,26,38,26,28,36"
pex6	"44,34,25,40,25"
pex7	"32,38,34,23,24"
pex8	"25,5,15,9,44"
pfa3	"12,14,29,15,15,25,23,26,17,15,27,24,36,22,17,20,28,11,18,14,15,28,8,18,18"
pfa4	"23,12,45,29,20,18,31,19,20,17,36,31,25,21,24,17,34,19,25,9,24,28,20,25,26"
pfa5	"23,20,13,17,15,26,19,14,32,17,34,25,28,15,8,24,25,39,23,14,19,19,11,34,12"
pfd1	"17,42,23,23,42,7,37,34,21,25,47,39,46,43,50,40,45,40,14,46,37,41,8,7,47,13,38,55,28,45,37,41,41,7,49,45,4,32,35,44,17,42,23,23,42,7,37,34,21,25,47,39,46,43,50,40,45,40,14,46,37,41,8,7,47,13,38,55,28,45,37,41,41,7,49,45,4,32,35,44,35,9,35,25,27,35,24,15,41"
pfk1	"26,30,30,36,18,30,47,23,22,26,17,23,21,45,29,21,29,23,32,35,24,25,21,19,13,22,18,28,29,27,17,26,34,19,24,30,24,33,35,16,49,23,28,35,27,47,24,41,17,23,33,27,38,30,20,20,48,30,17,25,31,17,23,24,45,30,29,39,33,27,36,24,15,35,53,30,8,32,44,21,13,18,18,16,23,1"
pfk2	"17,32,23,19,37,32,25,26,21,29,26,29,23,14,36,12,15,4,28,34,22,27,41,38,38,31,30,27,34,17,27,29,30,11,38,32,21,38,45,44,34,25,25,32,51"
pfk26	"18,5,50,30,36"
pfk27	"17,28,23,22,31"
pfs1	"38,49,46,32,49,18,18,23,17,23,21,22,24,24,23,23,16,25,18,19,15,20,20,15,22"
pgc1	"40,24,20,18,24"
pgd1	"29,34,37,21,21,29,34,37,21,21"
pgm1	"11,24,21,26,33"
pgm2	"7,12,6,7,17,13,12,10,12,27,16,15,10,16,28,20,15,11,19,30,22,15,13,23,37,22,18,14,25,24,23,17,26,25,25,17,26,25,25,21,27,28,29,21,28,28,35,22,29,28,35,22,30,31,36,27,30,31,37,28,30,34,40,28,31,36,42,30,33,38,43,30,33,39,48,30,34,40,50,31,34,41,53,31,35,31,"
pgm3	"23,33,29,17,23"
pgu1	"28,39,28,20,22"
pha2	"29,43,26,28,31"
phb1	"5,12,3,10,16,5,20,22,31,10,6,8,16,21,19,18,18,14,13,9,1,15,10,17,10,7,9,10,1,10,35,14,15,13,10,19,10,10,14,11,11,38,8,14,12,8,25,16,8,8,7,6,11,7,22,5,9,10,11,6,9,16,7,5,11,2,6,11,5,19,2,8,5,9,1,8,17,10,9,19,23,17,11,9,14,5,12,8,11,24,17,18,14,18,17,17,9,1"
phb2	"7,8,10,9,6,12,2,10,6,4,11,10,8,4,11,9,4,7,13,9,3,14,10,10,16,5,6,8,8,8,7,11,13,12,16,8,6,14,17,10,13,9,18,13,12,11,12,14,3,1,2,10,2,12,10,15,4,5,1,4,4,1,10,14,1,2,10,12,8,10,17,11,9,18,11,4,7,12,9,14,10,8,12,11,14,17,12,7,15,6,10,12,17,6,5,10,8,8,13,1,9,1"
phd1	"20,27,27,27,34,34,33,24,22,28,29,48,39,33,29,46,37,33,31,33,25,17,5,18,25,9,23,17,41,14,34,36,45,24,50,23,36,18,39,18,14,17,26,30,25,35,39,34,33,29,24,19,21,27,5,17,27,28,36,44,32,30,24,24,31"
phm6	"49,31,15,33,46,22,18,16,27,23,36,29,22,37,27,35,31,24,36,41,49,31,15,33,41"
phm7	"20,18,16,27,16"
phm8	"19,18,6,14,16,12,40,13,13,12,24,20,32,22,28,25,21,11,9,21,19,37,16,21,32,12,33,11,19,28,31,29,31,38,25,15,23,39,23,32,23,28,13,31,33"
pho13	"25,24,30,35,34"
pho2	"38,38,20,25,30,23,33,5,37,27,39,46,21,30,25,27,34,32,21,28,20,31,20,34,24,38,19,21,18,33,15,16,24,28,36,18,19,13,20,33"
pho23	"27,22,32,11,20"
pho3	"24,46,29,17,21,11,23,27,20,25,21,32,16,22,11,18,5,33,28,30,21,30,19,34,37,24,14,29,7,25,34,24,21,25,15,33,23,19,22,21,43,26,16,21,19"
pho4	"21,22,27,19,31,21,22,27,19,31"
pho5	"37,45,34,37,20,24,30,22,18,26,36,24,13,16,11,25,21,21,22,17,22,30,20,21,22,26,40,15,30,14,32,13,36,42,40,37,29,23,43,41,39,39,37,21,13"
pho8	"28,21,37,7,24"
pho80	"26,19,32,25,25,22,16,21,24,23,26,29,30,13,27,22,24,14,36,23,34,12,14,10,19,12,10,14,6,6,12,18,6,13,6,9,18,22,11,8,13,11,8,30,14,19,25,5,22,18,21,18,27,10,10,10,17,19,10,10,22,9,8,13,16"
pho81	"20,19,22,20,15,20,19,22,20,15"
pho84	"18,16,24,17,33,33,12,23,26,27,10,18,30,32,10,15,17,32,20,25,23,17,35,38,28,25,21,25,20,32,14,10,20,41,32,20,24,26,27,26,23,26,20,29,19"
pho85	"17,12,10,9,10,8,12,18,12,17,11,11,12,14,10,12,16,12,10,14,16,14,22,6,15,13,15,13,14,19,13,11,18,8,5,13,14,18,8,12,18,16,6,13,21,12,16,12,17,12,3,10,6,14,17,13,18,13,11,10,9,8,6,11,8"
pho86	"10,56,8,17,16"
pho87	"1,21,15,16,10,22,19,26,11,24,20,43,17,25,21,44,18,30,22,56,19,32,24,20,32,26,21,33,29,22,33,31,23,35,31,25,36,33,25,37,34,26,37,39,26,38,41,30,41,42,32,41,42,36,43,46,38,47,46,45,47,47,48,48,54"
pho88	"34,30,40,41,15,22,23,32,23,32,29,27,17,30,22,19,44,55,20,22,24,38,33,32,16,28,34,45,52,43,16,36,50,41,29,9,26,30,12,33,9,32,27,27,43"
pho89	"25,11,27,27,27"
pho90	"27,16,23,17,26"
pho91	"14,29,27,23,41,19,20,12,32,26,28,31,20,22,29,41,26,24,22,37,43,33,53,29,12"
phr1	"34,34,10,40,26"
pib1	"5,4,7,5,8,8,8,10,9,10,9,13,10,14,10,14,10,14,11,14,13,15,13,15,13,15,13,15,14,15,14,16,14,16,14,16,15,17,15,17,15,17,16,18,17,18,17,18,17,19,17,19,17,20,18,20,18,20,18,20,18,21,19,21,19,21,19,21,19,22,19,22,19,22,19,22,20,23,20,23,20,23,20,23,20,24,21,24,"
pib1	"8,19,8,5,10,4,18,10,15,5,10,7,38,18,9,19,13,14,19,14,26,10,17,9,10,8,39,26,14,22,14,18,20,15,27,15,23,13,11,13,50,27,16,25,14,20,21,15,27,15,27,13,13,17,54,27,18,26,17,22,22,16,33,17,30,14,14,22,59,33,19,26,19,23,22,16,34,19,34,14,17,22,34,19,26,22,25,23,"
pib2	"31,49,32,30,26"
pic2	"33,30,27,27,27,26,15,12,27,48,11,14,30,38,14,21,15,29,38,22,32,40,33,37,11,15,32,30,35,26,26,24,22,18,33,36,34,49,32,23,21,17,23,25,21,17,20,19,20,17,25,20,23,10,31,25,31,31,21,18,28,23,32,35,29"
pif1	"40,16,25,47,24"
pig1	"23,18,12,19,10"
pig2	"12,19,12,24,29"
pih1	"10,23,33,17,38,24,19,15,10,29,26,24,24,15,36,24,22,18,32"
pil1	"30,40,49,39,36,48,6,34,16,25,26,34,29,30,44,22,15,18,29,27,18,6,18,23,16,32,38,45,51,25,28,38,28,35,44,39,32,38,14,22,41,17,39,22,11"
pim1	"24,13,30,16,23,24,13,30,16,23"
pin2	"18,24,38,12,26"
pin3	"24,22,16,13,24,18,26,33,16,42,21,18,44,53,30,25,45,21,33,19,44,30,12,26,51,46,23,35,30,20,27,29,43,47,24,40,37,9,18,35,22,20,25,12,19,37,54,26,35,43,38,25,35,13,35,28,35,17,31,47,29,22,30,32,33,15,41,33,24,33,32,31,52,22,22,21,31,22,17,19,24,32,29,32,16,4"
pin4	"12,29,7,19,22,12,29,7,19,22"
pip2	"14,24,38,23,28,31,11,48,21,24,35,18,30,21,29,36,33,27,25,28,36,36,32,10,11"
pir1	"27,21,26,39,19,45,53,48,33,46,27,19,58,37,18,47,42,26,36,29,28,36,40,35,31"
pir3	"25,30,17,29,27"
pkh1	"31,38,40,13,19,16,33,35,43,44,40,28,35,38,20,37,40,47,38,29,11,18,36,24,47,36,46,30,36,26,14,41,29,20,14,34,25,42,35,44,27,28,26,31,26,40,20,45,33,26,50,28,29,34,31,39,30,36,12,40,24,43,21,31,21,36,34,38,19,28,39,36,43,46,35,26,50,35,42,23,39,41,6,16,21,3"
pkh2	"5,10,14,6,17,14,7,18,15,8,19,16,9,19,17,11,20,17,11,21,18,11,21,18,12,22,18,12,24,22,12,26,22,12,27,23,13,28,23,13,29,24,13,30,25,14,30,25,15,33,27,15,34,28,15,34,28,15,41,28,15,28,15,29,16,31,16,31,16,32,17,33,17,33,18,34,18,34,18,34,19,34,19,34,19,36,19"
