}Static	3	4902	12 time points transcription data for 4902 genes																					
}$	7.8	10.7	14	17.8	22	26.8	32.2	38.4	45.4	53.3	62.2	72.3												
YOR323C	168.6724796	167.7725294	166.7783611	165.8481665	164.7108206	164.4767112	164.8526618	167.1012886	166.2416889	164.7371382	162.4536577	159.5626519												
YDR158W	948.4329525	943.81224	938.6050634	932.9611909	925.7515678	920.4414948	917.3466654	919.3477864	920.7677888	922.6776338	925.5189448	928.2146341												
YPR058W	129.8382945	130.0482131	130.3538973	130.5893917	131.2437858	130.6855423	129.7853176	128.1383408	128.1621355	129.3454031	131.8761444	136.1526875												
YOR063W	3891.5066	3886.103595	3875.521289	3862.396089	3831.906562	3821.677597	3832.488029	3900.967456	3957.639446	3951.192893	3891.708467	3742.443918												
YHR018C	1019.406705	1014.736376	1008.330155	999.234426	986.6026735	967.5932007	951.1533149	948.5318047	944.7572662	944.2238183	949.8276809	962.7171372												
YDR012W	638.2127954	631.5317316	622.5004854	613.0346524	593.867769	593.4338175	602.8043942	633.7871252	644.6383778	643.5272258	631.5807019	604.4170481												
YIR034C	383.8335133	384.1027955	384.9878313	386.2501612	388.955955	390.2035531	391.4362462	393.6511182	391.3019039	390.5166056	389.9451422	390.2961728												
YEL017C-A	1801.062661	1794.774588	1787.864491	1780.74878	1769.996954	1768.011496	1772.069087	1790.239379	1783.322269	1768.561938	1743.727949	1706.299554												
YPR059C	142.1121768	142.213137	142.5055431	142.7993785	143.9086525	143.6721888	142.342933	137.31289	136.7057608	139.3604089	145.4368955	156.2226791												
YGL202W	623.2299445	619.6168855	614.9298878	609.2661407	600.5445406	594.1078626	588.8358027	585.4893298	584.9967019	587.4214128	593.8326423	604.9440417												
YGR267C	281.1747923	282.9408953	285.8052555	289.4070559	296.5701195	299.7308088	302.4904708	304.3582194	309.0865727	314.0044752	319.2164876	323.9971773												
YIL043C	213.4433366	215.0800295	217.2929813	219.6145492	224.0290355	223.8673697	223.2994493	223.2186651	227.7662251	231.5397512	235.0887106	236.6711031												
YJR016C	592.3229587	591.0518828	588.6307497	585.2647101	578.2462048	572.892002	571.4869247	583.0930071	592.125802	593.1537657	588.3055328	572.6968483												
YIL116W	383.5936599	381.6287817	379.4887571	376.88731	374.3686111	369.9066998	366.2008076	365.39096	364.2997341	364.660624	367.0496043	371.8582376												
YAL037C-B	6084.940064	6047.618941	6001.154686	5949.850016	5857.915244	5827.219633	5847.173353	5997.796403	6027.520081	6032.878249	6014.516222	5962.896815												
YML067C	67.66505785	68.0394438	68.48756221	68.917149	69.78699834	69.45896493	68.79692356	67.97476992	67.61181547	69.00277038	72.38694726	79.02407393												
YDR127W	78.91723776	77.93854335	76.7255426	75.41019878	73.16896524	72.46033639	72.72818067	75.46468549	75.26712681	74.93515223	74.43081058	73.96940614												
YOR222W	407.3710316	405.6084125	403.1217587	399.6977355	393.9478344	388.152302	385.053133	390.2621436	394.0230629	397.312684	401.5432135	405.776484												
YHL033C	976.1088842	974.3362786	971.0078587	968.4961465	959.0442638	967.1606839	982.13707	1015.312747	1020.33472	1000.903408	955.9962401	877.4345129												
YDR487C	304.6673122	302.2484012	299.2448675	295.9024562	290.3619702	288.2233515	287.5270344	288.782677	290.5845499	292.8241468	295.8131917	299.0014569												
YAL038W	5624.834206	5589.199515	5544.774845	5494.625105	5408.633069	5369.948024	5376.560236	5510.596816	5510.249668	5493.612603	5460.311263	5411.396519												
YGR106C	300.5680651	299.4412804	298.4280935	296.9126693	297.3058092	292.5992725	285.5842432	271.6794402	269.2598968	269.3310976	272.7479096	278.9422899												
YHR174W	9073.555892	8996.634846	8904.175027	8803.089977	8645.419106	8577.294494	8566.113806	8712.612274	8610.314187	8466.22791	8263.973428	8004.574366												
YCR024C-A	4655.044945	4606.10743	4541.794087	4462.282393	4336.326582	4239.965174	4182.454729	4244.082547	4196.798937	4154.813343	4127.874287	4132.308524												
YHR215W	97.85083201	97.35529397	96.79841233	96.20585295	95.37913511	95.07371315	94.97023288	95.41624411	93.5407087	93.01661955	93.68817904	96.87002539												
YGL224C	112.3614834	112.4755865	112.708059	113.0113503	113.9035403	113.8675469	113.966237	115.0769095	115.2697888	115.3101882	115.3616184	115.6337939												
YCL009C	679.6074978	680.2133233	682.0278072	684.2461451	690.9501459	690.2052307	688.4881663	686.7941873	685.3453966	687.1844302	691.7819065	700.1168002												
YHR183W	800.5295989	796.0651385	790.6853337	785.3995869	776.0004791	775.8940193	781.2909898	801.7335388	798.8655838	795.8065595	791.781761	790.5973115												
YKL006W	3045.324414	3051.506377	3054.314886	3057.886604	3043.553121	3061.112119	3097.897003	3198.156896	3223.562327	3163.885928	3016.734168	2744.580377												
YFL026W	720.350375	712.1752866	700.6236553	685.8455151	661.79779	642.9814518	627.5405417	624.6060946	603.955537	592.5450057	592.2071003	613.2274064												
