Name
arg1
atp1
atp2
can1 
cpa2
crp1
csi2
ctr1
cyc1
did2
emp47
fcy2
fet3
fks1
fmp42
fmp45
ftr1
gap1
gic2
glt1
gph1
gsy1
hxt2
idh2
itr1
kel3
kgd1
kre6
mep1
mep2
mrh1
msb2
mup3
osw5
pda1
pdr5
pet10
pgm2
pml39
pst1
puf6
rai1
rcy1
rnr1
rpl7a
scw4
sed1
sna2
snf7
snq2
srb8
sur1
tat1
tgl3
thr1
tpo1
tpo3
ubx3
upf3
vac8
vma5
vma6
vps24
vps60
yeh1
yel020c
yer128w
ygr026w
ykl077w
yml018c
yol092w
ypt6
yro2
zrt1
