ORF,H7.8,H10.7,H14,H17.8,H22,H26.8,H32.2,H38.4,H45.4,H53.3,H62.2,H72.3
YBL090W,13.66711603,13.85879418,13.87603639,13.7289716,13.30224804,11.47434844,10.90310655,10.48049758,10.68597037,10.20685096,9.583325799,8.679500189
YBL092W,1380.231984,1410.54928,1452.236101,1516.339157,1622.365587,1665.576073,1738.733836,1779.754682,1727.776066,1718.572843,1709.074667,1703.243694
YBL098W,33.56409966,34.02084498,34.11887363,33.86398045,32.89244692,29.47554651,27.78825919,26.3706811,26.56164613,24.0422569,20.29322652,14.67887791
YBL099W,1704.788158,1728.587648,1772.641011,1852.979231,2011.456812,2097.787134,2127.702892,2115.15606,2044.788074,2022.737427,1977.826391,1892.552668
YBL101C,6.313411514,6.495358888,6.696473559,6.967031372,7.335998688,7.290694563,7.800179103,8.768763039,10.88776952,10.89061385,9.312129145,5.272914357
YBL102W,23.34518756,23.26751903,23.17857068,23.11738136,23.20560394,22.38489884,23.82409122,25.59723179,26.7616481,26.53430489,25.41250829,23.02265673
YBL105C,3.028186771,3.1186456,3.209713258,3.302733705,3.341170747,3.408680569,3.448487422,3.374709435,2.847198118,2.792334548,3.170343766,4.267422708
YBL107C,1.972895914,1.825884231,1.646488018,1.390951171,1.000493841,0.843732871,0.815034166,0.835722572,0.667766948,0.514135584,0.407550482,0.395131402
YBR003W,8.422227609,8.510377838,8.556452464,8.474223043,8.040945898,8.19808808,8.592790792,9.00377967,8.511894382,8.332435792,8.707194012,10.12722253
YBR006W,35.67250386,37.72041851,41.08884536,46.51719893,55.48667414,65.00442416,70.80147232,76.45406727,83.45711287,90.90426668,93.59083045,87.82476054
YBR009C,1938.635482,1984.59677,2034.735118,2097.255844,2175.246611,2184.378715,2248.516305,2300.185443,2314.438037,2275.413874,2202.730506,2090.393184
YBR010W,528.4083229,531.88722,537.3166203,545.9519511,559.2706873,570.7347928,600.9625244,625.5244964,615.4059169,613.3379348,615.0816102,626.9005608
YBR015C,16.78036013,16.7528706,16.45340934,16.01602917,15.50181668,11.45821187,8.702385877,6.832566289,9.03053955,9.75247261,8.994119091,5.004412404
YBR025C,1602.406653,1638.132112,1672.155194,1706.343717,1719.064532,1760.85546,1778.504353,1759.045153,1641.181463,1547.898017,1573.855429,1834.5016
YBR026C,107.1368009,106.8489872,105.998435,104.0148147,97.74787092,97.11140653,117.234099,142.8908924,162.9301823,161.8085313,146.8480854,113.2340081
YBR029C,95.39249502,97.27647455,99.29459718,101.8785032,104.7472686,105.254096,107.7429567,108.538013,104.4320731,98.62073878,92.27755892,86.56517209
YBR031W,206.2227313,209.1122265,213.6287021,220.8721332,233.0060191,243.5897215,255.4370893,258.5099754,232.385658,219.4362979,221.3800623,251.9369713
YBR034C,17.16415528,16.58787246,15.64373623,14.11066035,11.49399535,8.766986639,7.036714314,6.070636877,6.571455361,7.157395149,8.000348707,8.829155319
YBR035C,229.6369208,231.6541295,232.3920526,230.8180359,221.9665373,220.4718783,235.2777288,252.0251332,251.9339115,240.509189,236.733014,252.5645351
YBR039W,390.7776244,377.2276645,356.1989324,323.2480912,267.5592895,214.2007808,186.5393907,171.1922931,169.9967342,149.6811312,133.6304595,124.3724953
YBR046C,36.90370831,37.01212271,37.06605207,37.09835348,37.42059148,36.07925172,33.84612434,31.7284206,31.96271625,32.3942782,32.45407558,31.23400626
YBR049C,21.66887962,20.27192333,18.94964889,17.62126732,16.93498662,16.22156057,16.76500378,17.94017338,19.54677103,20.07105225,17.86982551,10.81094965
YBR052C,94.51973228,96.20992268,97.78337908,99.81976488,102.8928081,98.2658185,91.51787903,85.44680469,88.79846354,90.49748691,87.83523207,76.15354222
YBR053C,23.56101652,23.52689337,23.51279302,23.53639196,23.57903424,23.45588679,23.51091382,23.93911805,25.11781683,26.32992368,27.10590749,26.85051341
YBR054W,46.63115238,56.43589008,68.56874292,85.43697527,111.5107683,124.5147435,121.6016272,115.9948952,124.1733203,122.4616798,113.0735454,91.67899954
YBR056W,149.1339026,147.516475,146.9507495,147.3538863,149.5757764,160.7018013,159.1668368,160.4725569,171.8200757,174.9984417,170.6108692,154.0536535
YBR058C,9.803837383,9.70419979,9.682355371,9.749412388,9.981768294,10.60143806,11.04053316,11.51501934,11.88214217,12.43113383,12.66175696,12.3020095
YBR059C,4.432333258,4.319281256,4.355175592,4.591150007,5.329237472,6.311304081,6.459564577,6.364534804,5.815911776,5.255244836,4.364875411,3.056233945
YBR074W,6.624063278,6.423007762,6.290761342,6.212773052,6.284362039,7.042099727,7.268794893,7.424480372,7.492703325,7.863236131,8.568167605,9.832402916
YBR078W,531.2012007,491.3536872,438.3917599,362.2829001,248.956429,166.0975911,128.3673017,121.9908025,172.7406473,172.4272344,150.6811315,92.55960052
YBR079C,549.1629036,549.6162052,554.3605245,564.721609,585.9410518,622.0258895,651.0666482,673.0427189,662.8902089,647.8496329,636.4837787,640.8304173
YBR080C,172.2459797,172.708211,173.0260418,173.2703265,173.0121347,171.7648181,170.1629591,178.3493857,216.4502533,225.6719997,210.7010482,155.0356
YBR084W,203.1695281,201.2577682,200.6748335,201.6694211,207.2303293,214.8039496,222.1957549,225.93396,215.3067823,213.9766205,216.4837609,225.7546481
YBR085C-A,17.2606742,18.36618367,19.85089478,21.99924702,25.19673921,27.48768058,27.64092094,29.87927033,41.41217518,53.0233387,58.08063811,49.79155821
YBR086C,165.0800058,165.9412196,168.3671919,173.3916909,184.4374922,190.0843749,194.0068788,194.0333477,183.8826199,181.3630309,180.3278719,181.2538353
YBR088C,242.1346558,238.9316643,235.5740075,230.4132174,223.2291652,227.0659081,226.9527195,223.1381769,197.3783197,182.394895,185.8338276,222.5755872
YBR089C-A,222.2849068,232.3677231,235.8763018,224.4567324,184.0290478,171.1541786,164.9388302,155.7898244,115.8544693,95.86168068,96.06283017,130.4021053
YBR094W,2.839946769,2.69318559,2.696167654,2.868422408,3.405245839,4.70540537,5.491340183,6.102735519,5.992289027,6.698119295,7.909936079,9.965820949
YBR101C,115.7911444,110.9511118,104.6832857,95.43579199,81.75345975,72.59446184,63.67306808,64.2678804,91.32005748,115.9933431,133.4318442,132.5499798
YBR106W,595.2722787,593.5382387,588.392068,578.3924963,563.5936009,532.6140888,506.3685273,485.8853623,492.9746054,459.6465731,407.1193962,326.1183191
YBR115C,772.6590556,770.1601235,774.7259183,789.4931395,828.9481976,864.4973167,892.7250389,913.6851633,908.6174237,928.6854999,948.3039892,963.4865636
YBR117C,19.01554336,19.05545166,18.98604717,18.52099306,17.42073765,17.47963019,17.35283157,18.49389879,22.51131195,28.0895363,33.87096754,38.74619302
YBR121C,1995.090047,2008.357255,2010.81089,1998.586959,1944.227761,1893.825677,1850.860688,1797.234584,1719.931338,1639.406496,1590.852409,1608.189764
YBR126C,451.6918422,477.8552288,509.1598332,551.2152738,606.3226669,641.3320759,651.8769592,656.8593423,673.3987037,667.6419559,631.6071223,549.090544
YBR127C,4455.759178,4376.982084,4263.4108,4086.741477,3782.511154,3613.965212,3437.034034,3269.060411,3075.366079,2863.395348,2715.161983,2691.96585
YBR135W,13.11006343,11.3328229,9.371125874,6.828190571,3.437612227,2.424371453,3.889839464,7.587125762,13.49530204,16.92487692,17.90726079,14.39354535
YBR140C,1.113025339,1.127317511,1.196602921,1.333537244,1.599498593,2.092866917,2.358585007,2.518124779,2.330694092,2.505198211,2.878651635,3.597371343
YBR143C,461.7785675,473.7270577,484.3641889,495.9284885,505.7476829,491.4550559,476.0369351,452.2616386,426.3564089,409.8344658,410.1637142,439.5077933
YBR146W,7.761809653,7.851205957,7.96021604,8.12742304,8.438549509,8.337655565,8.119328293,7.73657165,7.279885123,7.295250341,7.483156537,7.852933973
YBR160W,17.14636879,17.14689782,17.28318773,17.44052061,17.12580521,20.52556397,23.0583566,25.01398219,23.85729212,22.84615659,23.27348004,27.09714398
YBR164C,42.12883699,42.45659912,42.86129516,43.51851622,45.03181183,44.12674655,43.72542914,42.3633051,39.78824912,38.92404113,38.38160172,38.1241956
YBR169C,112.3338298,111.2678592,111.4984805,113.4724132,119.4398767,127.5498023,134.6115751,142.7821889,151.4231968,154.4285037,150.3481042,135.1036902
YBR177C,150.7573226,151.5490168,152.45561,153.3255735,152.4069452,160.743421,164.6315268,163.9933626,151.1898413,141.1925061,138.271314,151.0903528
YBR196C,5609.248657,5754.808189,5968.435253,6303.336255,6854.742311,7250.405075,7536.538979,7698.778744,7622.562331,7668.321262,7705.723672,7750.188324
YBR202W,6.96581325,7.126868415,7.484421828,8.105362186,9.212087444,10.97734071,11.88577465,12.14522674,10.51266354,9.835344593,10.06433024,12.13218466
YBR205W,31.99018491,32.92920465,34.01593696,35.56780576,38.11250008,37.4093942,37.40825837,37.12142987,37.67769912,37.60319366,36.06058161,31.78368965
YBR208C,293.2453012,292.7972245,295.507465,302.8764749,321.6119832,337.6876936,345.1647365,344.4589689,321.6198198,319.8427605,327.7467473,351.0492752
YBR214W,21.45659233,21.55824341,22.32712992,23.83583326,26.55700011,33.11187322,35.83758387,39.06419276,43.12046768,45.28776703,45.62305776,43.3227004
YBR218C,175.5594916,177.7087664,180.6209927,184.7512863,190.9505377,198.5557261,194.1211722,184.756876,171.0389921,166.0397081,167.2945634,179.3503613
YBR221C,357.6254328,360.2087437,363.1473844,366.7261983,368.2892053,381.1211583,381.7679399,374.2779692,346.8017757,327.2123563,331.2060632,381.0601627
YBR222C,17.81846144,16.30616138,14.36555228,11.62665091,7.689437506,4.615853671,2.779029574,2.82133176,7.726123417,13.46518252,17.62767634,17.60666019
YBR229C,10.45852982,10.7267909,10.77928656,10.49839556,9.307475931,8.375775649,7.581094339,7.491658347,9.309874019,10.39290908,11.3350189,11.83378246
YBR234C,30.96000747,28.20835489,25.80778567,23.43412376,21.90433688,24.75901689,26.00237277,27.23577613,25.79946865,25.10848552,22.21533901,15.63601075
YBR247C,41.04461353,41.11342199,40.95810138,40.50096193,39.34159672,38.03730442,36.60493981,36.15387241,39.25389963,39.95820311,39.94869881,38.6454153
YBR248C,663.4816001,661.6951674,655.6637014,643.0695375,615.5946073,594.1471624,580.8430978,570.9689836,567.6563741,536.6256034,502.003309,468.024794
YBR249C,1656.21429,1628.388948,1583.330215,1504.303248,1342.800117,1307.077817,1299.305937,1323.344817,1349.018309,1270.670282,1195.733047,1158.342802
YBR252W,22.27732171,19.88892959,17.27601052,13.83765644,9.109406479,8.787533401,9.669557708,13.1034905,18.63151127,24.02539039,30.79684809,39.1646586
YBR256C,58.03750063,59.02948583,59.68174148,60.13219364,59.86933643,56.23590048,54.12885606,52.05304695,50.84815579,49.00418573,47.11445635,45.05705119
YBR263W,605.754037,607.3952401,606.6386246,602.7150204,589.8523331,581.3092366,568.0263176,554.0597985,545.9235115,533.0010632,527.5444193,537.6940498
YBR265W,10.98932146,10.86071993,10.86985841,10.97452401,11.14092237,13.17366596,14.45226749,15.07895017,13.46893707,12.2060934,11.09421464,10.77220731
YBR272C,1.676574881,1.740750868,1.816557351,1.910044042,2.031712366,2.123195579,1.916284204,1.777579228,2.105573986,2.540467066,2.807367082,2.668956248
YBR281C,4.855411473,4.906776464,4.956929107,5.012280124,5.083522123,5.100935488,4.714942368,4.424407711,4.904127931,5.241053643,5.237246046,4.557812721
YBR283C,282.0943119,288.1621082,298.8459526,316.765354,348.1641502,382.5977879,382.1700339,371.4930907,354.5947947,373.3091665,419.1749708,506.6042567
YBR286W,539.1746461,540.6767358,538.6208512,535.1996822,529.3478006,482.5243023,441.3069496,404.7093873,396.0961548,354.8106384,323.6294429,313.1834362
YBR287W,8.505134285,8.664386365,8.937727068,9.403963454,10.24687344,10.96832421,10.93756623,10.50189007,9.574759806,8.806348163,7.771801637,6.394041425
YBR291C,46.17990438,46.64285556,47.6588492,49.25957992,51.23059944,57.97513311,63.81079131,67.78335045,63.46163464,58.71588585,53.99057115,51.39500062
YBR294W,16.0182043,16.18688247,16.41963648,16.78471698,17.45944085,17.7690699,17.03161115,15.96310941,15.18497035,15.26350888,15.84227901,17.08004304
YCL009C,417.581359,420.0777834,429.978269,447.7858746,478.6186983,566.0678042,580.2343407,562.8794728,465.2847955,419.7773152,437.3734767,576.9144032
YCL018W,1765.913037,1747.913782,1719.755276,1671.486297,1578.512803,1558.416909,1502.502485,1432.249415,1312.554806,1196.535395,1152.352566,1249.459833
YCL026C-B,4.697416646,5.347935529,6.199904007,7.411552748,9.173822697,10.72300749,10.55669126,10.32667856,11.32700498,12.77564563,13.9922734,14.58476055
YCL030C,3690.718145,3701.792044,3735.140865,3803.990695,3948.319486,4062.048665,4198.475451,4301.750265,4280.073587,4296.093326,4273.703157,4194.347104
YCL033C,21.33123802,22.75770851,23.36426276,22.92539344,19.95043971,14.34040418,12.55647978,12.16598471,15.47701397,14.88801085,12.26486197,6.196720437
YCL035C,36.76603712,37.66814665,41.54741843,48.84065982,60.74724679,90.1083972,122.6226079,160.6734673,197.4272211,245.8053437,296.5398982,348.3583915
YCL040W,1350.200795,1425.064338,1496.025166,1573.868118,1639.522297,1628.264016,1532.057456,1447.485834,1569.612947,1560.922351,1476.14655,1269.021963
YCL043C,1891.498053,1776.056109,1619.794885,1395.371441,1074.291475,742.5650674,509.0433765,448.2380918,858.6504887,963.4644857,835.6828672,269.4353367
YCL044C,6.763020866,7.092113515,7.443951821,7.905219603,8.577909024,8.705456969,8.223117329,7.529103067,7.676230268,7.795359634,7.67884273,7.147230061
YCL045C,61.44955914,61.63969567,62.35638119,63.86391837,67.07351454,70.61282574,71.77477411,71.60294395,68.62174027,66.50965681,65.26723331,66.05081087
YCL057C-A,29.09038475,30.77774448,32.38495793,34.24713436,36.57738942,33.70177124,30.96699552,27.56143434,25.1185827,25.03454352,26.80816678,30.82578389
YCL057W,106.2005941,108.7423778,112.6071871,118.4874566,127.3924237,139.6680541,143.3100587,143.9852456,141.1860552,138.8725204,135.8361617,133.217439
YCL059C,25.64418983,25.53612306,25.18024596,24.42990657,22.77686659,21.48864696,21.35442351,22.05483108,23.78116262,26.31042068,32.10301005,43.07169215
YCR002C,67.42931722,64.94927812,61.89423923,57.56959324,51.00288492,48.76723898,49.28966891,50.9924836,52.41510902,57.75215648,64.66751414,73.19454284
YCR004C,299.8413143,287.1852975,274.0631468,258.1456988,240.8251005,235.6976311,235.5584175,239.2913334,231.6074429,214.3234496,192.9698324,167.1373563
YCR005C,170.6237254,170.7426964,171.8782174,174.3962573,179.6589839,187.2866879,192.4007554,198.7478742,207.139701,207.2027551,201.7400099,188.5553125
YCR012W,49084.52379,49591.95365,49982.62677,50212.08731,49615.46918,50109.13624,50303.26538,50109.99735,48741.72526,47182.9989,46787.12832,48938.34948
YCR021C,8.111709105,10.71095001,14.3861943,19.87025157,28.2424122,37.08667673,38.30590828,36.18772324,30.1253913,29.91549281,35.11427491,49.82525526
YCR028C-A,179.9814196,168.9986903,160.7267678,154.219711,154.3158362,175.5762438,191.0117098,201.5689093,178.7090261,147.6027426,109.3718656,66.8866908
YCR030C,159.1263903,163.1700751,168.1305069,174.6852296,182.9556983,191.4987665,193.0951548,190.8160677,182.0143871,178.081922,176.1356437,178.4350893
YCR051W,43.61356717,40.81065189,36.89811495,31.02130789,21.81669045,14.38919993,12.74528878,17.1631044,35.42969751,40.72380436,33.90745774,6.115194466
