ORF,H7.8,H10.7,H14,H17.8,H22,H26.8,H32.2,H38.4,H45.4,H53.3,H62.2,H72.3
YDR516C,202.4575581,210.1138772,218.8331678,229.9039923,242.6096059,254.4084955,255.4577783,252.7087979,248.5435258,245.4191782,243.2829394,244.9124863
YDR517W,7.369384695,7.240108724,7.264382998,7.431932697,7.906541505,9.576494804,9.944099173,9.93221927,9.108955014,9.866116806,11.20516878,13.44106633
YDR539W,3.040504214,3.208934496,3.486873209,3.964008958,4.854925743,5.329764254,5.249408531,5.078242805,5.372978034,6.034991086,6.090858213,4.908034467
YEL007W,2.68020964,2.538982762,2.404629243,2.261456723,2.147692961,2.146668284,1.946039561,1.641868429,1.010939757,0.784556711,0.784352001,1.12453989
YEL011W,20.65425059,20.06075591,21.94541916,27.07087471,39.25382993,56.87146215,69.68285947,78.96273237,72.91817389,69.23095995,64.35146063,60.07928369
YEL013W,96.2777472,101.9107431,108.5211061,117.035593,127.0442102,136.4583936,144.2430543,147.962575,141.1476287,135.7898512,131.3462926,130.9702777
YEL015W,3.858780982,4.255128632,4.724202661,5.380640824,6.345035064,6.64832663,6.545696384,6.008337646,5.097013876,4.482834054,3.92247498,3.520561025
YEL021W,117.8461513,117.9447464,117.1302058,115.3098363,110.996739,104.0650548,106.1217291,109.1579699,110.3104685,101.7397487,92.12118287,83.57201016
YEL022W,11.30795759,11.37025926,11.57560384,11.96441195,12.71838592,13.89736197,13.94815086,13.91473812,13.93383581,14.35722622,15.35666719,17.29038215
YEL024W,29.47685875,25.44802278,20.81375728,14.69381237,6.576621435,3.179671998,0.869268071,1.091151929,4.602861396,7.717577638,10.18821145,10.60904927
YEL031W,409.4002218,411.2390189,416.5544733,426.7211144,445.1521812,474.5341683,503.9548232,528.1023945,528.4472981,533.6437531,539.7912046,552.027845
YEL032W,26.6853397,26.83382594,26.99159292,27.23616056,27.60632082,27.61568838,27.12323243,25.51757548,21.47580706,19.91341139,20.91311281,26.35825
YEL036C,14.19587448,14.08929973,14.13672638,14.42243752,15.23100156,15.96717236,16.84302367,17.42715551,16.65928272,15.50155062,13.93432175,11.99810934
YEL038W,68.94373635,68.67424598,67.18899011,64.05152327,57.9148823,47.16430762,38.77143053,31.62849241,29.03696413,24.85147376,21.42336045,18.17542915
YEL046C,152.7909557,152.9777799,153.1421874,153.5114223,154.6966419,153.6588827,149.8578936,144.4065936,138.6824375,138.2113103,144.9541454,163.340503
YEL047C,496.3215757,513.0202372,531.4997385,555.0792458,581.3532209,600.5628397,606.5746519,597.3030079,559.2690053,518.9286032,495.6914308,512.8147985
YEL051W,154.197244,155.0156342,156.4928303,159.1546751,163.5293405,171.9588923,172.2248433,167.2421192,154.6497576,149.3709859,156.5533848,186.8446857
YEL055C,35.15146704,35.96987384,36.75889044,37.62604398,37.89843527,36.73458725,46.52880169,57.41318382,61.23431764,57.47497751,49.39109111,36.36511405
YEL056W,18.13321556,17.58738292,16.86230779,15.72655938,13.70503977,13.4793094,13.20697685,13.66314689,15.12166858,14.36784756,12.83072919,10.34720325
YEL058W,30.90455077,31.626657,32.97838065,35.25678241,39.15769981,44.23303765,47.30539029,49.1913523,48.09369648,47.91161627,47.16360984,46.06519563
YEL063C,57.02064464,56.4502167,55.75827392,54.86508962,53.82949326,52.51351007,51.53025476,50.31501292,48.14419284,46.61514796,46.25225055,47.86399759
YEL071W,1841.611141,1851.322399,1864.535526,1885.100475,1916.364715,1942.752299,1941.230987,1917.82626,1855.099893,1820.200032,1824.769347,1903.303077
YER001W,12.09973628,12.00749367,11.94075127,11.98012541,12.35743486,11.82902102,11.00223972,10.11644075,9.86696548,10.07434897,10.10739862,9.560983519
YER003C,485.3257198,471.1509349,448.4833451,411.3760012,342.9117397,296.1951959,295.4588434,307.8206808,310.6910031,272.5696136,222.1470667,161.1944366
YER004W,101.4178828,102.8337067,103.5944192,103.5649614,101.0514447,97.62162502,98.45006961,100.432785,104.4439528,100.0068503,91.23074833,76.75437957
YER007C-A,137.2356563,131.6497838,125.4715234,117.0323854,104.9612289,109.5811812,109.2915598,110.3912288,107.7134107,100.9333575,105.9371423,134.3705363
YER008C,1.900865344,1.82734296,1.802420711,1.832656112,1.998066143,2.383414251,2.505512417,2.553397135,2.445049908,2.640857134,2.964151894,3.468472464
YER012W,27.53655027,28.63349237,30.64844619,33.97211995,39.48837854,47.84576921,52.46017472,54.71404949,50.53507371,51.13353424,59.17304257,80.69347069
YER014W,3.628225289,3.784656893,3.929167386,4.088620092,4.220743979,4.097612907,3.941257188,4.055963054,5.500706518,6.308789954,6.051087651,3.839658787
YER017C,8.543667709,8.839538583,9.184695851,9.636734759,10.2189343,10.43234053,10.00849797,9.50887793,9.372687115,10.03753213,10.67921681,11.00511637
YER019W,5.707939191,5.755825723,5.858050244,6.04143297,6.383847894,6.686406175,7.023371806,7.281835766,7.270650278,7.291569882,6.896572085,5.803702412
YER020W,3.749978088,3.831594031,3.91869082,4.034413378,4.228445338,4.148713779,3.849658439,3.501931543,3.414436834,3.389750714,3.336767224,3.179755455
YER021W,46.0989372,46.8864124,47.5432783,48.07948055,47.90935318,47.54377132,47.67283072,47.95166365,48.39972039,47.84574142,46.87034752,45.46247853
YER023W,623.2647794,615.7764369,596.8244927,560.9926258,492.130149,414.3826904,349.2978436,295.8796431,289.0484473,271.5092809,251.9890853,222.6485305
YER025W,453.1119917,455.0694982,460.555683,471.5964404,493.9591048,512.4939602,529.4131293,542.0643962,539.0547092,545.1548299,548.6713731,547.4342788
YER026C,73.08329679,74.58976246,76.19543396,78.35290311,81.39236692,80.18207777,80.76754378,79.90974623,76.2270534,72.5837378,68.5773661,64.48956234
YER031C,34.49589498,32.5244254,30.35565473,27.60685209,24.24019962,22.65981192,22.87964853,23.90299109,23.98833841,23.23805242,21.51650043,18.1372323
YER036C,363.4231248,369.1851416,374.9251609,382.2391436,392.3996548,381.5478409,378.5031555,374.1861944,373.236702,379.1594044,385.2834307,387.9314637
YER042W,363.5564581,337.3740107,309.3646899,274.5408544,233.368921,225.5484403,222.6201989,239.633822,287.7712321,306.2404615,300.2791852,250.5350255
YER043C,3953.189422,3988.740853,4042.331783,4130.976156,4292.119663,4362.402486,4441.669098,4459.037589,4334.42482,4301.993929,4299.286318,4352.51393
YER048C,164.5859084,152.6343838,138.5467045,118.7948622,88.45656948,86.07745764,86.70181625,95.31990154,109.6856177,115.1700302,114.0529984,102.4944251
YER049W,37.87690697,37.46248321,37.36016382,37.52034231,38.33412111,41.38492861,42.56967936,42.62617433,38.22946783,37.12161056,38.5646452,44.63415113
YER052C,407.0857032,406.633562,407.9384644,412.2447552,424.5036744,431.6554261,434.6315769,439.6697755,460.1400939,470.3520015,463.5026146,426.7267528
YER055C,400.1772785,402.7415259,406.7894096,413.1254449,422.5155017,433.1476196,447.3411744,459.4381003,459.2057229,454.8082594,441.3260802,415.2259781
YER056C,60.4437732,60.41656205,60.43030155,60.54089832,60.90506228,60.5173058,61.64148673,62.57365787,61.30710947,59.88486325,60.18963303,63.78261007
YER057C,277.7597469,258.2311111,235.2707458,204.4912263,165.8570458,138.6651099,135.0571749,155.1750497,220.9484891,241.1852348,220.5358348,127.7584344
YER069W,1001.681492,998.6014485,1002.259971,1012.614079,1031.581816,1118.286286,1166.771263,1181.943932,1077.667248,981.4496695,928.8345095,983.0020136
YER070W,179.8760922,176.9026732,173.5653242,169.1044032,162.2970925,162.7816712,168.6698986,173.617829,168.9804979,176.7150743,186.4723613,198.3134545
YER073W,489.9689265,491.5114852,493.4187065,495.5795545,496.494614,505.7357777,508.9966571,507.4338153,489.2214299,472.402226,469.079451,493.54447
YER080W,199.6648026,203.8893516,208.0765982,212.8944192,218.3309479,218.0055867,207.8912937,194.2307456,185.2229599,178.5823085,174.5451056,174.6842574
YER081W,300.7384266,313.8734939,334.1310613,366.1172127,417.7974002,470.4026794,498.8172817,519.9852214,538.5364337,546.3504513,534.8636362,495.5781388
YER086W,472.2437487,470.4667797,469.2628465,468.3709217,467.9960941,475.4339452,476.8854546,473.9231737,457.0014442,449.9712097,452.016275,470.6244453
YER087W,9.299588766,9.103744779,8.979387615,9.020210845,9.680446287,9.505484161,8.128236083,6.154154828,4.302195438,3.321636444,2.520852918,1.864755065
YER090W,587.1818108,588.6634822,588.6119229,587.0004537,579.6853143,570.6343104,566.3854813,560.5000219,551.93715,548.5942756,549.4530779,557.2802629
YER091C,65342.79704,65370.82333,65410.10298,65482.21746,65641.1905,65497.18272,65526.94678,65212.38282,63855.52937,63036.89531,62528.62443,62602.54237
YER094C,158.7571392,162.6054924,166.021522,169.5411848,172.1394673,168.4772002,164.8872757,161.2255657,162.8691607,162.4501597,164.566524,171.0379657
YER105C,7.932633978,7.78127638,7.800316214,8.013360536,8.694880679,10.12857408,10.44001127,10.1947391,8.491570093,8.298439034,8.882674024,10.81688077
YER107C,16.36879586,16.10730415,15.86261719,15.61186251,15.43334324,15.63328304,14.92457326,14.12456783,13.7384679,12.98119938,11.52560881,8.940762586
YER110C,960.1575779,915.3642584,876.6958728,839.6214713,819.3013026,867.3475697,900.5796363,929.7605013,893.4371003,896.5929673,903.4711815,916.8404943
YER122C,53.84859148,55.59676709,57.24924174,59.09272561,60.80028662,60.25524295,59.25400267,57.36539011,57.3378858,58.66617635,60.66972985,63.45266214
YER125W,171.5955916,169.114911,168.8248584,170.9390585,178.6357323,196.6218187,202.9358969,205.0545485,192.332298,186.8301481,183.9002698,187.2058462
YER131W,586.9496509,592.6855638,600.3816324,612.8164584,636.4017519,634.8502457,629.6325597,619.291198,612.2171766,605.4696093,588.9701734,554.0858021
YER134C,35.77624281,36.63958788,37.16487704,37.56317954,38.17603923,32.73433248,28.60881124,24.90691077,25.11835307,23.8931283,23.01923156,22.07464126
YER136W,236.2954049,239.6446334,244.3761314,250.7524833,256.1818047,274.2115578,294.4503634,313.3721252,313.0247306,311.3727019,308.853295,309.3908572
YER141W,16.34105324,17.57864798,19.10862913,21.38007108,25.33195907,25.57004939,23.54431516,20.82190251,20.6542865,20.19588514,18.10421918,12.90027862
YER143W,65.0294251,64.87523525,63.637,60.86116681,54.76357891,48.51412907,43.85040858,40.80832325,43.78624305,41.1761622,36.90004179,30.31058079
YER145C,7.010468515,6.976737342,6.974986076,6.976337832,6.857251636,7.738726213,8.38786116,8.799299716,8.377183103,7.710963032,7.035269691,6.673585455
YER151C,58.07335233,57.41894999,56.61190128,55.33033613,53.20070291,53.95082391,51.06788472,48.41897559,48.16958361,49.29299955,49.83074387,48.90822975
YER155C,26.49874121,26.62788953,26.85882767,27.18063244,27.5384774,28.89556118,29.50267978,30.20091179,31.16586648,32.3403463,32.95285473,32.54226398
YER156C,94.48429448,93.66912946,92.61309567,90.96367155,87.68217003,88.73585585,89.37311503,89.52614741,86.47005271,82.59089191,79.86398722,80.37172507
YER176W,2.456401579,2.465308995,2.495950572,2.562754591,2.716423702,2.801990699,2.785975439,2.721345452,2.64253777,2.785396492,2.915052658,2.964431035
YER177W,1071.724907,979.2733115,865.4047554,708.9338465,486.1185722,366.8922071,330.2592891,338.1158026,380.0456021,329.492468,241.7463676,102.8529493
YER178W,588.4878785,576.9018609,564.3408269,549.7244483,533.1751024,525.6870216,523.1632063,515.1616838,474.0240607,432.8569874,427.9188142,492.5908667
YFL004W,99.1591817,100.7614026,103.0345793,106.5589403,112.1238975,117.1549702,119.7221582,119.6962616,114.6837532,110.1671046,108.5485897,113.3515686
YFL007W,4.717992105,4.843589332,5.058029789,5.435337753,6.202254231,6.60581992,6.321614173,5.816890619,5.499202811,5.380439134,5.335019663,5.363707556
YFL017C,31.6527584,31.22768836,30.84228138,30.27865344,29.68073902,28.67284214,31.20706992,35.61099252,40.89679584,41.97721878,37.04299629,21.62439671
YFL018C,505.7079427,505.0909542,503.5260191,502.1668976,503.6086062,484.1901105,448.879463,412.1131161,397.9281713,377.0669745,354.2829673,325.9507529
YFL021W,5.858322377,5.918906163,5.8262126,5.540639316,4.83068405,3.334101081,3.463754018,4.638885076,8.032200283,9.594363176,9.076527914,4.791254551
YFL022C,846.5698289,840.7048007,828.1181121,804.376412,756.811558,729.8543849,683.5147001,637.1606896,609.198031,559.066697,512.3320723,478.0799515
YFL026W,32.85466359,33.00884389,33.25272784,33.69991351,34.6913366,34.43512124,34.24426453,33.3161822,30.57157914,29.8011237,30.28677568,32.71045273
YFL028C,16.91248988,17.14955534,17.29820107,17.33161747,16.94927913,16.66436763,16.6654687,16.59188057,16.24845672,17.14338445,19.24396795,23.19167212
YFL033C,1.21545992,1.231350703,1.25246502,1.287575032,1.344448911,1.405725349,1.380444845,1.39302775,1.584399191,1.631334197,1.790140706,2.163844177
YFL037W,737.2748645,668.2873067,579.6077878,450.0651942,250.149679,144.1821262,86.52442113,70.25364983,71.51790605,71.67437581,88.75241514,124.1215724
YFL038C,95.17407493,98.40172252,102.1230629,107.7660957,117.4205832,114.8541027,117.4725031,120.2641761,128.6141317,129.2069275,123.5597801,108.1781364
YFL039C,5535.118987,5555.531166,5580.590883,5626.030146,5720.311485,5651.554165,5569.306199,5515.320647,5660.113277,5878.889118,6058.64649,6105.905818
YFL041W,27.88387685,27.53253588,27.10587245,26.59868024,26.11861932,24.87436664,23.93463073,22.91908468,21.97931675,21.64453568,21.27244953,20.56380244
YFL044C,17.26134574,17.82982749,18.43676268,19.18779813,20.11923171,19.97137463,19.65827401,19.56719556,20.66741631,21.48623512,22.10407678,22.15146106
YFL045C,1353.696003,1289.251414,1208.317719,1095.802809,938.9939192,816.3901895,742.7346513,734.6879742,875.293208,902.4643279,860.6633589,685.9885411
YFL047W,3.943205281,4.118739389,4.375958365,4.770082386,5.408070443,5.835810075,5.832289166,5.627292989,5.236174656,5.542910477,5.712196674,5.484006097
YFL048C,38.06428754,36.35052586,34.1927561,30.89305711,25.30086586,25.09463673,23.32729218,22.57459839,22.60810629,21.91954963,22.15707956,24.16736473
YFR002W,14.08343838,13.85356137,13.7427079,13.74152084,13.97970289,15.02289257,15.62622359,16.29286016,16.68296603,17.17157764,17.25834534,16.6763197
YFR006W,58.09540758,55.28099603,51.60839312,46.26435461,37.52253557,33.57548912,32.5111445,32.86661634,31.87383132,29.75790897,28.94309436,30.86748721
YFR009W,77.28874633,78.34606767,80.08763446,82.72356433,86.34084235,93.79288089,98.13472052,100.5779417,96.3063627,97.47672874,102.8260848,115.9307841
YFR010W,189.9123687,188.3108189,186.3148896,183.3091457,177.8463639,179.3330531,180.2214173,180.202218,173.750351,168.4907513,169.0200479,181.1541032
YFR014C,15.29282559,16.1879212,16.76140285,17.06663209,16.35241065,14.20875901,12.15223932,10.50630377,11.73640735,13.9198055,17.46492693,22.67187717
YFR016C,46.1357976,46.71163403,47.16833474,47.3133412,46.72791002,46.9427664,42.41429635,38.13427196,38.56291784,42.28577951,46.42001317,49.61263406
YFR024C-A,97.30794563,99.30393728,102.0226998,106.3280031,114.1168862,115.0957391,117.1683093,117.5255747,116.2275865,114.2053374,107.9618028,94.59064982
YFR030W,1401.210913,1412.8622,1434.147016,1470.330215,1534.388687,1598.299467,1655.322918,1684.545497,1627.43436,1611.30791,1606.341024,1628.034482
YFR037C,129.2178389,128.1031191,125.6849919,121.0958832,111.8943728,104.3584935,102.3826844,102.5111075,103.0138482,95.7840095,87.2778272,78.1788265
YFR047C,55.67039954,56.32874101,57.25035562,58.75812363,61.51762157,62.31503937,64.27895374,66.58043188,69.83390932,68.19023393,63.47671991,54.59947352
YFR050C,56.90933454,55.00078126,53.43727117,51.90872983,50.71466052,54.9434972,56.1641756,58.41126586,61.9559554,69.46090056,78.25015635,87.94314476
YFR052W,71.07845153,62.61086277,53.29059573,40.81712697,23.58409257,23.1297215,28.73073373,41.13260873,55.80802402,63.73680938,65.1880765,55.56701346
YFR053C,1898.158149,2128.527851,2346.556028,2605.832185,2896.952303,2604.233698,2375.001145,2284.11435,3018.402302,3243.49958,3033.837442,2040.080349
YGL001C,13.51041831,13.18524236,13.31630187,13.94769268,15.56561687,20.04849182,22.88110666,24.89250951,22.97147127,20.29359085,17.9545642,17.48815589
YGL006W,14.181483,15.71466952,17.63365993,20.32125695,24.27365952,27.10824794,26.61465768,25.07296057,24.39531737,21.79339612,16.9436736,8.965531172
YGL008C,3036.284709,3068.972364,3124.230711,3217.938834,3388.680203,3489.558074,3632.594804,3754.032384,3786.890137,3861.581448,3865.876127,3744.718029
YGL009C,1518.145443,1530.333669,1553.50696,1593.087946,1661.700053,1735.740107,1803.705562,1863.252414,1880.186381,1924.90937,1961.552926,1983.744822
YGL011C,235.1482871,237.6446148,239.7714378,241.4221437,240.2393916,242.2629349,242.2108065,241.1565475,236.8340976,232.9659056,235.9223045,252.1649306
YGL012W,28.81588715,28.62816377,28.77805028,29.39241535,30.97141987,33.02311654,34.34660485,35.71741997,36.91827903,38.68571627,39.31467851,37.74298516
YGL014W,21.41134767,21.62656271,22.03738416,22.75229289,24.06146654,25.41522228,26.0498607,26.67096817,27.59482818,27.59415648,26.40156465,23.37686591
YGL022W,44.16576052,44.66377426,45.304505,46.26006748,47.8554284,47.62043565,48.23848473,49.01655984,49.50988014,49.99089006,49.55700698,47.37533855
YGL026C,2047.453757,2070.354623,2111.71246,2183.378666,2313.827005,2431.025435,2491.773202,2525.836826,2526.268831,2585.235772,2644.574713,2700.083255
YGL027C,27.32292531,27.6026956,27.8270007,27.97769952,27.59293465,28.21442474,28.59745794,29.37377969,31.73084497,32.83474236,31.97819955,27.91633861
YGL030W,485.8200977,496.916109,512.9342639,538.5027406,582.427441,602.2875499,646.4718276,687.0406799,703.6637878,694.4326642,667.5100536,619.7414156
YGL031C,100.6133221,101.9611342,104.1228038,107.6520002,113.7896331,119.3638701,124.4687456,124.4175312,108.4211904,108.5765808,126.4633933,174.428902
YGL037C,271.7757205,263.8006491,258.8300871,257.3371626,265.4186392,284.3303667,296.5709133,326.5298916,410.8390558,455.0551684,434.1335667,298.7315966
YGL039W,8.941991668,8.76956953,8.734101579,8.812381375,9.11306157,10.5176952,11.06292608,11.69775657,12.61489501,14.35786842,15.53477928,15.46966439
YGL040C,78.40515367,79.54919733,81.26913203,84.02023641,88.53114494,92.58124443,93.98892224,93.45457647,89.93949917,87.85762816,85.782382,84.33459447
YGL048C,148.1805745,151.6808676,155.5517165,159.8739259,163.3406117,169.9437268,179.3316117,187.2791976,186.1277808,184.3979201,181.8977304,180.2952022
YGL055W,94.49621894,93.20945667,94.32253797,98.58445542,109.9226907,127.0884869,135.7287618,146.7372027,164.6757593,169.6576814,160.4724471,128.9126195
YGL056C,8.224677767,8.176421619,8.206007773,8.296369635,8.532919966,9.388402992,9.145698285,9.132303456,10.03387974,10.27273413,10.20436121,9.646733008
YGL062W,421.5264055,423.2917244,428.8601852,440.6358607,466.6490145,482.9832903,489.9176565,496.0035359,508.0818469,517.2785433,510.6773232,475.067945
YGL084C,2.723467362,2.739921887,2.80085464,2.929413953,3.218441996,3.467276696,3.384096966,3.220355164,3.101283128,3.168737779,3.121761573,2.829565131
YGL092W,5.898794679,6.051069686,6.291770214,6.682609333,7.301955619,7.858646663,8.488544334,8.930776549,8.613961566,8.662264345,8.603733333,8.412812089
YGL097W,62.3654461,61.4920232,61.0725041,60.98094844,61.57142249,66.76813373,69.85572832,70.76201727,63.06193677,59.07931084,58.34903241,64.3192179
YGL099W,49.72517236,49.47349379,49.6669819,50.51286111,52.86130903,55.7774917,56.93943105,59.29343734,66.23217207,71.07796009,71.99466422,65.7860457
YGL100W,48.86717009,48.74358462,47.89533241,45.98526449,41.18991668,38.27920371,36.85604692,35.01894714,31.01570427,26.90747112,25.71618818,30.39497364
YGL103W,2582.209464,2615.093339,2641.634298,2664.760941,2675.208518,2612.643972,2598.91069,2564.007612,2498.217948,2490.739323,2523.318091,2615.987713
YGL105W,1348.744615,1288.893146,1204.391364,1072.202289,847.0713694,738.5479241,646.9359092,559.2850805,411.1281465,309.2717602,310.9457228,493.9748015
YGL115W,17.79162644,18.58804744,20.36247385,23.42023822,28.70425581,37.87798747,42.82097115,44.93131284,38.40554294,33.23779693,29.37896487,29.87704798
YGL122C,102.4250423,102.1751948,100.4768226,96.30049006,86.02837788,80.30609009,79.16505768,77.84550096,70.50124943,62.25193063,58.51224717,64.14053762
YGL123W,2509.330304,2520.966311,2544.848099,2589.779674,2678.266965,2732.251608,2810.258526,2856.246161,2788.909948,2809.988591,2877.395381,3020.737403
YGL125W,418.2052114,418.2183367,417.4479611,415.9222879,412.8998344,404.6594368,400.5333367,395.9077435,390.0012736,390.8091567,396.8679576,410.229381
YGL135W,1528.8739,1551.451978,1587.683961,1648.793455,1760.19044,1823.840592,1858.992153,1860.835174,1808.785954,1812.36137,1816.095565,1816.838112
YGL137W,377.0289284,381.1158072,388.3734363,400.4803618,420.7807128,442.6228134,468.6403511,488.7779386,480.7879936,473.2712145,463.1594173,453.8182212
YGL141W,0.258549335,0.239855988,0.233553602,0.23078273,0.21097979,0.422006427,0.645086835,0.894182027,1.03145518,1.072229339,1.09438801,1.135428016
YGL148W,757.3778,763.8106662,765.141383,760.2524735,739.1894038,711.7608291,677.6620072,643.7961854,641.6628305,632.6649089,607.4241375,552.9842949
YGL151W,1.277850527,1.303803594,1.348569936,1.422943647,1.549553732,1.680954624,1.832344355,1.954976808,1.957531872,1.863207277,1.695765255,1.451725734
YGL156W,31.62136102,34.81866836,39.82108771,47.75206282,61.1971182,72.75654985,75.1050486,74.66496869,72.28074739,79.72740647,88.40674154,97.48076148
YGL157W,197.2725201,199.118857,199.8898976,198.9663899,192.1271814,193.8376747,197.4229607,202.5634499,209.480733,197.6145579,184.0043384,173.5278861
YGL161C,11.54614053,11.27677666,11.02009403,10.81750012,10.93428985,10.38020056,9.624230348,8.670682293,7.734416782,7.605992208,8.003354842,9.071009619
YGL167C,39.12135129,40.19567406,41.95616811,44.57326118,48.19087559,56.20227319,58.08866174,58.49337906,57.9188503,61.98504528,67.261363,74.32035997
YGL169W,18.00725816,18.13054769,18.21325764,18.21161142,18.23125707,18.32483676,16.39057271,14.64274625,15.99324056,15.87872317,14.81486223,12.01836488
YGL171W,0.86505176,0.9134462,0.966197293,1.032623808,1.114633529,1.136803569,1.121617997,1.137153264,1.301564573,1.381367607,1.4933919,1.654281926
YGL173C,222.1506922,223.3387224,228.5660431,238.9379078,259.1436359,294.5242265,307.9816525,310.208004,283.1991999,271.9043613,266.1599672,274.100766
YGL184C,25.45225176,26.07331829,26.98868204,28.40083152,30.71961054,32.80298278,33.51190005,33.96130853,35.1827154,37.13208475,38.49958401,38.64007025
YGL190C,14.78856869,16.23377877,17.56913028,19.14721065,20.92853989,18.50170435,15.87160217,12.61911204,11.13007713,11.12887261,11.69311424,12.47013797
YGL195W,729.0870534,732.0940911,740.9089141,758.3969859,793.0457333,829.8484105,864.2087421,888.944605,875.2625412,882.1926147,896.6129698,925.9263495
YGL196W,4.303103644,4.49932427,4.655677859,4.834161971,5.009948992,4.232405211,3.865084261,3.551206088,3.63646651,3.929660954,3.960938317,3.349436792
YGL200C,52.75281157,51.03677114,49.41503982,46.74629275,40.41745214,52.08630372,60.89590764,68.2711743,59.43693745,59.81745445,78.41415862,130.5022219
YGL201C,5.005659946,5.113457605,5.187221878,5.178683683,4.90761133,4.918299304,4.919622941,5.022031037,5.039697955,5.141730286,5.242299193,5.309371307
YGL202W,1846.03578,1856.711503,1854.641785,1834.811821,1771.249936,1710.549585,1614.305158,1510.762622,1443.857017,1376.31419,1329.881732,1321.809078
YGL206C,1055.786301,1068.512817,1090.775445,1126.048804,1183.254246,1258.164694,1308.174742,1332.981838,1276.037633,1258.580235,1241.457864,1232.096383
YGL207W,131.7825439,130.6809191,131.4891176,134.5545932,142.9398794,159.5854436,162.972684,160.2306411,144.0225155,143.892485,154.3327717,182.8175698
YGL213C,12.4501619,12.07008202,11.67102317,11.23467705,10.92196113,10.21810595,9.823132069,9.320213697,8.416918159,8.505259238,8.708675402,8.809603239
YGL223C,3.76853579,3.675139421,3.580828783,3.474709913,3.367199018,3.398340996,3.376674672,3.373989612,3.415912737,3.383318671,3.204863551,2.79419007
YGL228W,6.821115628,7.141194458,7.624984299,8.358429332,9.514897014,10.84471683,11.19368517,11.0195965,9.940281631,9.738855215,9.871556196,10.62671536
YGL232W,0.655574991,0.755811288,0.855186712,0.964329265,1.070467262,1.081319029,0.971438509,0.844956103,0.863447918,0.898136427,0.930115773,0.938459568
YGL234W,2317.590148,2321.603063,2329.389612,2344.452375,2377.22623,2371.462845,2397.326296,2424.447626,2435.392051,2444.72885,2430.248043,2370.846762
YGL238W,30.00710789,26.48585776,23.2647436,19.97164777,17.69742223,19.34679713,21.56246704,24.52368773,24.7914209,25.56028994,25.60108365,24.33244564
YGL241W,2.38609779,2.387535543,2.393181099,2.405387414,2.43931962,2.44751994,2.399062206,2.282554491,2.052497381,1.947339779,1.821824339,1.653015339
YGL245W,1922.814995,1942.368683,1980.154218,2048.043703,2179.36136,2281.328794,2323.737582,2316.579966,2214.504069,2186.27559,2190.467518,2253.337455
YGL246C,16.51768999,16.99322953,17.43038234,17.91450353,18.34720192,18.13771457,16.83909421,15.20159208,14.18985453,13.60247254,13.57393504,14.47425653
YGL252C,47.12336885,48.49571442,49.47014759,50.07468702,49.66704697,45.26385159,46.13954287,47.99849374,49.76884297,47.84653259,44.92480466,40.69349836
YGL256W,91.29438823,93.84367366,97.71236677,104.0202648,115.4572256,118.380319,125.3635123,142.6318514,188.0350068,237.250133,280.3962122,304.5473715
YGR001C,43.41588992,39.79726663,35.27536169,29.06397185,20.37456164,13.99587465,11.43688798,11.59336475,15.8117053,17.73381396,19.24085156,19.37995649
YGR005C,17.16976199,18.0072073,18.77000749,19.43371667,19.25265996,20.18878997,23.01288355,24.96383558,22.08803028,18.12117079,15.70746176,17.39115097
YGR012W,29.92683424,29.93858327,30.37028833,31.33605319,33.30168447,36.13004685,41.57877513,46.24025446,44.31497771,41.62100856,38.1958204,34.78986888
YGR017W,15.55105425,15.9244521,15.77782199,14.52637613,11.53311505,9.511686304,7.456465152,5.45274347,3.383047131,2.642782367,3.090597587,5.161811863
YGR019W,231.4846796,243.3951524,259.8689098,283.8609452,318.1387614,352.6439177,382.5044524,417.8243224,465.2483124,508.6031848,535.652495,533.1205381
YGR027C,820.4841199,836.6803601,853.2657419,874.0775111,902.218024,899.8728096,908.4898332,897.3784772,857.1543879,778.4328513,700.3270477,643.5791374
YGR032W,45.86018274,47.97411391,50.96447332,55.58216847,63.34653414,67.62416783,68.20553931,66.58774048,63.15395055,62.0909075,59.32202146,53.47124924
YGR033C,10.2855607,10.42377329,10.6727018,11.07460524,11.71765706,12.58150483,13.12092683,13.10490853,11.08708617,11.22234157,13.50837259,19.36709873
YGR034W,368.9589133,376.50155,380.8630845,381.1565836,368.6442946,357.2157334,363.8621313,363.3841787,334.3802701,307.5561495,305.4275137,353.2167552
YGR038W,10.62861579,10.75619977,10.88368666,11.07229707,11.38805302,11.11034214,11.06786495,10.7794217,10.32821139,10.06489847,9.651716777,8.982045588
YGR043C,88.39897458,91.99882324,94.4962496,96.25218139,94.44998735,84.95277152,78.86883933,72.67810165,66.95495285,59.2687436,51.85003246,45.30459643
YGR048W,99.30168018,97.7852398,95.82550891,93.01095797,88.57715663,87.09638634,83.35290519,78.75776944,72.60400656,66.81864404,64.36212084,68.24121221
YGR054W,87.52525403,85.39172965,83.24396416,80.79853955,77.89893809,78.1304535,79.91038428,82.13316683,80.79454943,83.1484654,86.595796,91.4712742
YGR055W,17.78598771,17.63452229,17.44092986,17.18500591,16.87121121,16.33857205,16.10003129,16.04041894,16.37786769,16.9790576,17.67500446,18.31744501
YGR060W,15.89463607,16.39643584,17.24090827,18.65579992,21.2433249,22.95667723,23.90667854,24.6948732,25.57875268,28.4078223,30.5837767,31.06022356
